34,その他輸送用車両,-,-,-,-,-,-,384,-,63,915,209,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,26,-,-,"5,125",689,-,-,-,-,30,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,104,-,775,-,"1,405","21,203","17,667",-,-,-,54,"5,597",-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,3,-,515,-,161,"2,286",479,-,-,-,-,47,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,32,-,"4,063",-,"2,210","35,512","7,792",-,-,-,109,"3,309",-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,-,142,-,"2,654",-,"3,300","32,326","7,368",-,-,-,-,"1,261",-,60,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,452,-,405,"14,902","2,213",-,-,-,-,962,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,138,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,62,501,95,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,910",60,"4,387",-,227,165,"28,286",-,"28,285","204,919","35,774",-,-,-,305,"10,836","1,395",30,375,90,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,86,-,430,"2,925",348,-,-,-,-,15,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,420,15,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,30,-,-,-,"6,464",-,"1,535","3,228",560,-,-,-,15,750,45,-,-,-,45,ガラス類,,,,,
46,窯業品,15,30,-,-,-,-,"5,290",-,"1,572","15,270","1,843",-,-,-,-,182,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,722,-,-,-,150,-,30,"1,731",317,-,-,-,-,15,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,653,-,-,-,90,-,52,"1,423",102,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,30,-,-,-,"5,757",-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,255,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,75,15,987,-,135,165,"5,264",-,"6,714","41,280","6,859",-,-,-,-,711,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,580,-,263,"1,461",206,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"1,820",15,"1,740",-,92,-,"10,332",-,"17,689","137,076","19,767",-,-,-,290,"9,163","1,350",30,375,90,57,その他化学工業品,,,,,
軽工業品,,315,30,15,60,"3,407",-,"318,541",-,"179,390","153,634","34,720",-,-,-,-,"12,360",14,-,-,45,軽工業品,,,,,,
58,紙・パルプ,300,-,15,-,-,-,"36,138",-,405,"16,977","3,078",-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,15,-,-,-,-,-,-,-,-,60,-,-,-,-,-,60,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,240,-,177,"5,850","1,158",-,-,-,-,30,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,"1,779",-,"4,611","4,236","2,255",-,-,-,-,131,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,30,-,60,"2,537",-,"232,803",-,"101,917","82,837","19,604",-,-,-,-,"6,618",14,-,-,45,62,製造食品,,,,,
63,飲料,-,-,-,-,270,-,"10,749",-,"32,050","19,767","1,655",-,-,-,-,"5,137",-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,"35,386",-,"40,230","23,635","6,910",-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,360,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,600,-,"1,416",-,-,272,60,-,-,-,-,24,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,259,-,161,-,208,-,"46,462",-,"7,804","86,236","20,819",-,-,-,-,"4,326",-,-,-,-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,143,-,107,"1,296",231,-,-,-,-,65,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,20,-,30,-,30,-,"2,794",-,"2,452","23,315","6,388",-,-,-,-,"2,795",-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,45,-,"5,780",-,"1,313","13,879","4,567",-,-,-,-,71,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,15,-,45,-,"3,126",-,"2,783","21,201","5,286",-,-,-,-,524,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,"30,026",-,143,"9,617",565,-,-,-,-,50,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,225,-,-,-,18,-,220,-,291,"3,636",610,-,-,-,-,358,-,-,-,-,72,ゴム製品,,,,,
73,木製品,14,-,-,-,70,-,"3,886",-,390,837,306,-,-,-,-,44,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,116,-,-,-,487,-,325,"12,455","2,866",-,-,-,-,419,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,15,-,721,-,"4,582",79,"411,416",-,"53,529","276,266","68,218",15,-,-,109,"6,434",120,15,-,30,特殊品,,,,,,
75,金属くず,-,-,666,-,"1,306",-,"2,138",-,"2,353","9,667","4,893",-,-,-,49,147,120,15,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,180,-,"20,806",-,630,"2,239","1,597",-,-,-,60,60,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,8,-,"3,054",-,"386,440",-,"44,868","228,087","42,679",-,-,-,-,420,-,-,-,30,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,15,-,-,-,-,79,"1,891",-,"2,364","34,447","12,911",15,-,-,-,"5,807",-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,47,-,42,-,141,-,"3,314","1,826","6,138",-,-,-,-,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
