,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,近畿,,,,,,,,,,,,,中国,,,,,品種,,,,,,
,,三重県,,大阪府,,,,兵庫県,,,,,和歌山県,,計,岡山県,,,,,,,,,,
,,鳥羽,鵜殿,小計,大阪,阪南,堺泉北,小計,神戸,東播磨,姫路,赤穂,小計,和歌山下津,,小計,山田,水島,宇野,,,,,,,
合計,,800,"16,898","429,829","325,361","36,823","67,645","451,973","105,606",367,"87,517","258,483","63,320","63,320","1,139,807","155,007","37,865","85,657","31,485",合計,,,,,,
農水産品,,-,-,-,-,-,-,558,558,-,-,-,-,-,240,240,-,-,240,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,180,180,-,-,180,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,-,20,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,15,15,-,-,-,-,-,40,40,-,-,40,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,450,450,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,63,63,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,000","2,455",-,-,"2,455",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,845","1,835",-,-,"1,835",13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,125",610,-,-,610,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,20,10,-,-,10,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,17,薪炭,,,,,
鉱産品,,800,-,850,850,-,-,"30,875",-,-,-,"30,875",-,-,"239,230","1,030",-,-,"1,030",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,800,-,850,850,-,-,"30,875",-,-,-,"30,875",-,-,985,20,-,-,20,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,"237,225",-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,330,330,-,-,330,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,680,680,-,-,680,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,"357,211","268,376","36,823","52,012","92,484","4,600",367,"87,517",-,"63,320","63,320","75,536","51,434",-,"35,504","15,930",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,"184,901","96,066","36,823","52,012","88,185",301,367,"87,517",-,"63,320","63,320","41,961","39,234",-,"35,504","3,730",29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,935",170,-,-,170,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,542,542,-,-,-,-,-,"1,175",875,-,-,875,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"158,390","158,390",-,-,360,360,-,-,-,-,-,"3,780","3,690",-,-,"3,690",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,800","1,800",-,-,"1,800",34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,475,475,-,-,-,-,-,30,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,"13,920","13,920",-,-,-,-,-,-,-,-,-,120,40,-,-,40,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,"1,136","1,136",-,-,-,-,-,"4,560","4,485",-,-,"4,485",38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,"1,417","1,417",-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,347,347,-,-,-,-,-,10,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,22,22,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,165","1,140",-,-,"1,140",42,その他機械,,,,,
化学工業品,,-,-,"6,210",-,-,"6,210","227,845","2,852",-,-,"224,993",-,-,"699,911","53,978",-,"50,153","3,825",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,"224,993",-,-,-,"224,993",-,-,"571,428",-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,56,56,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,955,955,-,-,-,-,-,"24,853","1,850",-,-,"1,850",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,"47,176","47,176",-,"47,151",25,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,"6,210",-,-,"6,210",-,-,-,-,-,-,-,"5,799","3,002",-,"3,002",-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,652,652,-,-,-,-,-,"45,995",605,-,-,605,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,15,15,-,-,-,-,-,25,25,-,-,25,56,化学肥料,,,,,
57,その他化学工業品,-,-,-,-,-,-,"1,174","1,174",-,-,-,-,-,"4,635","1,320",-,-,"1,320",57,その他化学工業品,,,,,
軽工業品,,-,"16,898",50,50,-,-,"3,183",568,-,-,"2,615",-,-,"117,515","45,190","37,865",-,"7,325",軽工業品,,,,,,
58,紙・パルプ,-,"16,898",50,50,-,-,-,-,-,-,-,-,-,"76,650","4,360",-,-,"4,360",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,60,60,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,189,189,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,-,-,-,-,-,289,289,-,-,-,-,-,325,305,-,-,305,62,製造食品,,,,,
63,飲料,-,-,-,-,-,-,30,30,-,-,-,-,-,"2,655","2,640",-,-,"2,640",63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,"2,615",-,-,-,"2,615",-,-,"37,885","37,885","37,865",-,20,66,その他食料工業品,,,,,
雑工業品,,-,-,-,-,-,-,163,163,-,-,-,-,-,"2,635",300,-,-,300,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,35,35,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,-,1,1,-,-,-,-,-,110,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,60,60,-,-,-,-,-,210,150,-,-,150,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,-,10,10,-,-,-,-,-,260,80,-,-,80,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,12,12,-,-,-,-,-,"2,055",70,-,-,70,74,その他製造工業品,,,,,
特殊品,,-,-,"65,508","56,085",-,"9,423","96,865","96,865",-,-,-,-,-,"1,740",380,-,-,380,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,-,20,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,-,20,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,"9,200",-,-,"9,200",-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,-,445,310,-,-,310,80,輸送用容器,,,,,
81,取合せ品,-,-,"56,308","56,085",-,223,"96,865","96,865",-,-,-,-,-,"1,155",30,-,-,30,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
