,,,,,,,,,(単位：台）
月別,,合計,,,,北九州(門司地区),,,
,,計,バス,トラック,乗用車,計,バス,トラック,乗用車
合計,計,"157,726",124,"97,484","60,118","157,726",124,"97,484","60,118"
,移出,"86,700",51,"50,999","35,650","86,700",51,"50,999","35,650"
,移入,"71,026",73,"46,485","24,468","71,026",73,"46,485","24,468"
１月,移出,"6,218",5,"3,917","2,296","6,218",5,"3,917","2,296"
,移入,"4,985",1,"3,474","1,510","4,985",1,"3,474","1,510"
２月,移出,"7,048",3,"4,271","2,774","7,048",3,"4,271","2,774"
,移入,"5,585",6,"3,895","1,684","5,585",6,"3,895","1,684"
３月,移出,"9,125",5,"4,611","4,509","9,125",5,"4,611","4,509"
,移入,"7,221",8,"4,368","2,845","7,221",8,"4,368","2,845"
４月,移出,"7,631",-,"4,232","3,399","7,631",-,"4,232","3,399"
,移入,"7,076",3,"4,220","2,853","7,076",3,"4,220","2,853"
５月,移出,"6,806",4,"3,860","2,942","6,806",4,"3,860","2,942"
,移入,"5,124",2,"3,133","1,989","5,124",2,"3,133","1,989"
６月,移出,"7,344",3,"4,513","2,828","7,344",3,"4,513","2,828"
,移入,"5,840",9,"4,004","1,827","5,840",9,"4,004","1,827"
７月,移出,"7,421",5,"4,545","2,871","7,421",5,"4,545","2,871"
,移入,"6,008",5,"4,076","1,927","6,008",5,"4,076","1,927"
８月,移出,"7,412",6,"4,135","3,271","7,412",6,"4,135","3,271"
,移入,"5,924",13,"3,690","2,221","5,924",13,"3,690","2,221"
９月,移出,"7,509",6,"4,149","3,354","7,509",6,"4,149","3,354"
,移入,"5,704",6,"3,716","1,982","5,704",6,"3,716","1,982"
１０月,移出,"7,075",10,"4,366","2,699","7,075",10,"4,366","2,699"
,移入,"6,026",7,"3,986","2,033","6,026",7,"3,986","2,033"
１１月,移出,"6,838",2,"4,371","2,465","6,838",2,"4,371","2,465"
,移入,"5,880",7,"3,951","1,922","5,880",7,"3,951","1,922"
１２月,移出,"6,273",2,"4,029","2,242","6,273",2,"4,029","2,242"
,移入,"5,653",6,"3,972","1,675","5,653",6,"3,972","1,675"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
