,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,フィリピン,,,,,カンボジア,,,,,ミャンマー,,,インド,,,,,,,,,,,,,
,,"ジェネラル
サントス",タゴロマン,カビテ,"マニラサウス
ハーバー","諸港
（フィリピン）",小計,プノンペン,コンポンソム,シアヌークヴィル,"諸港
（カンボジア）",小計,ヤンゴン,"諸港
(ミャンマー)",小計,カルカッタ,ビシャカパトナム,チェンナイ,ツチコリン,コーチン,マンガロール,,,,,,,
合計,,169,855,"1,369","31,091","49,576","7,852",663,13,"7,054",122,"9,384","6,124","3,260","361,374","25,926","4,684","55,384",371,"1,313",97,合計,,,,,,
農水産品,,-,-,-,30,"4,073",968,-,5,963,-,213,213,-,120,-,-,-,68,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,77,77,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,53,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,15,49,6,-,5,1,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,947,-,-,947,-,30,30,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,15,"4,024",15,-,-,15,-,106,106,-,37,-,-,-,15,-,-,11,水産品,,,,,
林産品,,-,-,-,"2,022",412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,"2,022",412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
