16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,24,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,24,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,90,-,"1,012","24,658","17,942","1,742",88,-,"1,564",90,"6,769","3,567","3,202","90,734","11,095","3,968","16,501",195,61,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,205",-,"3,960",25,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,31,375,"2,428",-,-,-,-,-,261,261,-,"20,033",705,-,"3,848",-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,44,"1,556",-,-,-,-,-,56,35,21,632,-,-,34,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,701,"19,171","8,036",150,-,-,150,-,155,155,-,"1,458",1,-,636,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,29,-,-,29,-,-,-,-,"1,243",30,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,"2,026",-,-,-,-,-,127,71,56,"11,466",-,-,"1,295",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,90,-,-,-,300,"1,290",-,-,"1,230",60,735,735,-,3,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,23,"5,050","1,638",47,31,-,6,10,"5,360","2,235","3,125","36,450","10,090",8,"9,524",195,30,-,38,産業機械,,,,,
39,電気機械,-,-,255,3,"1,546",151,26,-,125,-,60,60,-,"8,130",1,-,650,-,7,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,15,141,72,28,-,24,20,15,15,-,"1,417",244,-,301,-,24,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,2,-,212,-,-,-,-,-,-,-,-,654,24,-,186,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,30,3,3,-,-,-,-,-,-,41,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,60,-,181,264,"12,597","1,870",90,-,"1,750",30,678,678,-,"243,460","14,684",692,"34,550",45,"1,215",97,化学工業品,,,,,,
43,陶磁器,60,-,-,120,30,502,-,-,472,30,13,13,-,176,-,-,90,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,1,"7,316",-,-,-,-,-,2,2,-,655,-,-,30,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,958,-,-,-,-,-,-,-,-,"1,335",-,-,680,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,7,7,-,342,-,-,330,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,73,-,11,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,541,75,-,-,75,-,33,33,-,"16,504",214,635,"1,714",-,-,97,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,"1,056",-,-,"1,056",-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,181,143,"3,752",237,90,-,147,-,623,623,-,"224,375","14,470",46,"31,706",45,"1,215",-,57,その他化学工業品,,,,,
軽工業品,,-,855,11,"2,120","1,868",921,278,8,633,2,487,487,-,"4,171",137,-,"1,708",63,-,-,軽工業品,,,,,,
58,紙・パルプ,-,855,11,103,"1,020",246,229,-,17,-,273,273,-,984,117,-,157,63,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,420,-,-,-,-,-,3,3,-,22,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,42,264,15,-,247,2,143,143,-,"2,868",-,-,"1,551",-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,-,-,"1,740",386,142,17,-,125,-,44,44,-,241,16,-,-,-,-,-,62,製造食品,,,,,
63,飲料,-,-,-,127,-,269,17,8,244,-,24,24,-,56,4,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,-,-,82,167,"5,886","2,127",73,-,"2,054",-,856,798,58,"7,499",10,-,"1,730",-,2,-,雑工業品,,,,,,
67,がん具,-,-,-,30,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,75,151,978,-,-,978,-,130,105,25,125,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,45,"1,456",244,28,-,216,-,34,34,-,"2,474",-,-,347,-,2,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,10,"1,674",735,44,-,691,-,55,52,3,"1,061",-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,5,6,1,-,5,-,39,39,-,"2,095",7,-,664,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,74,-,"2,373",3,-,-,3,-,505,475,30,785,3,-,181,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,6,63,36,-,-,36,-,38,38,-,238,-,-,220,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,8,1,104,125,-,-,125,-,55,55,-,721,-,-,318,-,-,-,74,その他製造工業品,,,,,
特殊品,,19,-,83,"1,830","6,798",224,134,-,90,-,381,381,-,"15,356",-,-,895,-,35,-,特殊品,,,,,,
75,金属くず,-,-,-,-,24,194,134,-,60,-,-,-,-,"9,549",-,-,180,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,"1,315",-,-,-,-,-,232,232,-,"4,356",-,-,86,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,15,-,-,-,-,-,67,67,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,19,-,15,"1,830","4,687",30,-,-,30,-,36,36,-,229,-,-,-,-,20,-,80,輸送用容器,,,,,
81,取合せ品,-,-,68,-,757,-,-,-,-,-,46,46,-,"1,222",-,-,629,-,15,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
