18,石炭,"2,560",-,"2,560",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,"1,950","1,950",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"3,739,294","31,026","3,708,268",-,-,-,"2,500",-,"2,500","2,500",-,"2,500",-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,"832,675","11,373","821,302",-,-,-,"9,125",-,"9,125","9,125",-,"9,125",-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"223,511",800,"222,711",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,"3,800",20,"3,780",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"160,678","54,486","106,192",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"15,685,502","8,282,305","7,403,197",-,-,-,"27,000","21,465","5,535","4,749","3,829",920,"22,251","17,636","4,615","35,100",-,"35,100",金属機械工業品,,,,,,
28,鉄鋼,"10,985","2,610","8,375",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"1,137,131","51,925","1,085,206",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,"46,439","9,659","36,780",-,-,-,-,-,-,-,-,-,-,-,-,"35,100",-,"35,100",30,非鉄金属,,,,,
31,金属製品,"75,748","41,692","34,056",-,-,-,"9,959","8,735","1,224",-,-,-,"9,959","8,735","1,224",-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"13,746,314","7,780,084","5,966,230",-,-,-,"11,068","8,075","2,993","2,325","1,549",776,"8,743","6,526","2,217",-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,"11,327","9,162","2,165",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,359,160,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"59,775","23,252","36,523",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"236,686","87,482","149,204",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"183,393","139,783","43,610",-,-,-,"5,973","4,655","1,318","2,424","2,280",144,"3,549","2,375","1,174",-,-,-,38,産業機械,,,,,
39,電気機械,"60,275","46,256","14,019",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"43,937","30,370","13,567",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"45,170","44,093","1,077",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"27,963","15,777","12,186",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"7,913,773","490,438","7,423,335",-,-,-,"499,508","20,346","479,162","479,162",-,"479,162","20,346","20,346",-,"2,190",-,"2,190",化学工業品,,,,,,
43,陶磁器,114,94,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"2,464,080","33,339","2,430,741",-,-,-,"454,089","10,187","443,902","443,902",-,"443,902","10,187","10,187",-,-,-,-,44,セメント,,,,,
45,ガラス類,"12,855","12,443",412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,"86,464","35,342","51,122",-,-,-,"3,147","3,147",-,-,-,-,"3,147","3,147",-,-,-,-,46,窯業品,,,,,
47,重油,"479,337","229,859","249,478",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,"2,776",901,"1,875",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"4,456,764","20,301","4,436,463",-,-,-,"3,089","3,089",-,-,-,-,"3,089","3,089",-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,"6,630","6,605",25,-,-,-,"3,923","3,923",-,-,-,-,"3,923","3,923",-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"89,677","6,550","83,127",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,"49,470","15,513","33,957",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"101,539","43,072","58,467",-,-,-,"35,260",-,"35,260","35,260",-,"35,260",-,-,-,"2,190",-,"2,190",55,化学薬品,,,,,
56,化学肥料,"6,840","3,355","3,485",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"157,202","83,064","74,138",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"2,474,770","781,732","1,693,038",-,-,-,"227,941","3,993","223,948","226,146","2,198","223,948","1,795","1,795",-,-,-,-,軽工業品,,,,,,
58,紙・パルプ,"1,415,882","193,902","1,221,980",-,-,-,"84,224","2,198","82,026","84,224","2,198","82,026",-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,254,194,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"2,309","2,000",309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,"82,192","13,121","69,071",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"299,002","188,730","110,272",-,-,-,605,605,-,-,-,-,605,605,-,-,-,-,62,製造食品,,,,,
63,飲料,"391,275","268,918","122,357",-,-,-,"1,190","1,190",-,-,-,-,"1,190","1,190",-,-,-,-,63,飲料,,,,,
64,水,"70,692","51,307","19,385",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,"15,150","8,415","6,735",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"198,014","55,145","142,869",-,-,-,"141,922",-,"141,922","141,922",-,"141,922",-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"473,737","374,134","99,603",-,-,-,"2,516","1,864",652,-,-,-,"2,516","1,864",652,-,-,-,雑工業品,,,,,,
67,がん具,301,150,151,-,-,-,35,-,35,-,-,-,35,-,35,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"14,964","12,304","2,660",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"5,652","4,408","1,244",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"29,399","21,497","7,902",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,"261,341","231,432","29,909",-,-,-,"2,481","1,864",617,-,-,-,"2,481","1,864",617,-,-,-,71,その他日用品,,,,,
72,ゴム製品,"26,849","13,571","13,278",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,"26,120","24,976","1,144",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,"109,111","65,796","43,315",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,"7,266,571","4,742,129","2,524,442","89,242","89,242",-,"43,653","24,386","19,267","15,826","13,363","2,463","27,827","11,023","16,804",-,-,-,特殊品,,,,,,
75,金属くず,"33,894","18,368","15,526",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,"267,646","243,405","24,241",-,-,-,"6,529",-,"6,529",-,-,-,"6,529",-,"6,529",-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"70,518","64,923","5,595",-,-,-,"1,070","1,070",-,-,-,-,"1,070","1,070",-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,"12,697","3,575","9,122",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,"1,286,413","1,274,566","11,847","89,242","89,242",-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"299,135","80,740","218,395",-,-,-,"10,741","6,512","4,229",-,-,-,"10,741","6,512","4,229",-,-,-,80,輸送用容器,,,,,
81,取合せ品,"5,296,268","3,056,552","2,239,716",-,-,-,"25,313","16,804","8,509","15,826","13,363","2,463","9,487","3,441","6,046",-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
