,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,合計,,,外貿,,,,,,,,,,,,,,,品種,,,,
,,,,,合計,,,定期航路,,,,,,,,,,,,,,,,
,,,,,,,,合計,,,北米西岸（メキシコ含む）,,,北米東岸（カリビア海含む）,,,北欧・地中海,,,,,,,
,,計,出貨,入貨,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"87,806,264","27,788,922","60,017,342","48,494,019","12,734,557","35,759,462","47,246,756","12,170,992","35,075,764","5,339,197","1,422,614","3,916,583","1,573,910","684,349","889,561","4,506,296","2,319,642","2,186,654",合計,,,,
農水産品,,"5,635,093","465,032","5,170,061","5,211,492","258,729","4,952,763","4,898,293","258,729","4,639,564","1,176,033","6,140","1,169,893","229,490",377,"229,113","322,773","38,008","284,765",農水産品,,,,
1,麦,"306,161","13,093","293,068","213,900",4,"213,896","23,777",4,"23,773","20,805",-,"20,805",418,-,418,"1,590",-,"1,590",1,麦,,,
2,米,"77,869","42,979","34,890","23,999","4,369","19,630","23,999","4,369","19,630","12,560",620,"11,940",272,47,225,"3,217","1,887","1,330",2,米,,,
3,とうもろこし,"10,565",457,"10,108","10,138",30,"10,108","10,138",30,"10,108","6,868",-,"6,868",945,-,945,"1,065",30,"1,035",3,とうもろこし,,,
4,豆類,"155,904","17,530","138,374","134,802",355,"134,447","134,802",355,"134,447","98,349",32,"98,317","19,335",10,"19,325","3,370",32,"3,338",4,豆類,,,
5,その他雑穀,"8,429","1,897","6,532","6,047",-,"6,047","6,047",-,"6,047","5,500",-,"5,500",-,-,-,45,-,45,5,その他雑穀,,,
6,野菜・果物,"1,927,383","127,823","1,799,560","1,785,287","42,294","1,742,993","1,662,211","42,294","1,619,917","156,638",302,"156,336","57,531",42,"57,489","33,678","2,137","31,541",6,野菜・果物,,,
7,綿花,525,201,324,495,201,294,495,201,294,-,-,-,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,"265,954","16,789","249,165","257,358","10,390","246,968","257,358","10,390","246,968","19,525",725,"18,800","26,213",106,"26,107","31,820","3,026","28,794",8,その他農産品,,,
9,羊毛,506,21,485,485,-,485,485,-,485,-,-,-,-,-,-,142,-,142,9,羊毛,,,
10,その他畜産品,"1,738,532","50,889","1,687,643","1,695,995","35,547","1,660,448","1,695,995","35,547","1,660,448","816,742",456,"816,286","93,335",-,"93,335","185,014","1,422","183,592",10,その他畜産品,,,
11,水産品,"1,143,265","193,353","949,912","1,082,986","165,539","917,447","1,082,986","165,539","917,447","39,046","4,005","35,041","31,441",172,"31,269","62,832","29,474","33,358",11,水産品,,,
林産品,,"1,148,024","96,629","1,051,395","1,038,201","18,960","1,019,241","999,291","18,254","981,037","428,078",397,"427,681","16,918",-,"16,918","70,593","1,180","69,413",林産品,,,,
12,原木,"6,562","2,660","3,902","5,480","2,638","2,842","5,480","2,638","2,842",611,-,611,117,-,117,30,-,30,12,原木,,,
13,製材,"983,920","80,092","903,828","902,378","15,755","886,623","863,468","15,049","848,419","425,941",390,"425,551","16,801",-,"16,801","63,859","1,174","62,685",13,製材,,,
14,樹脂類,"85,900","8,255","77,645","73,555",315,"73,240","73,555",315,"73,240",540,-,540,-,-,-,"4,150",4,"4,146",14,樹脂類,,,
15,木材チップ,"12,476",174,"12,302","5,914",144,"5,770","5,914",144,"5,770",641,-,641,-,-,-,"2,334",2,"2,332",15,木材チップ,,,
16,その他林産品,"9,355","5,183","4,172","1,398",53,"1,345","1,398",53,"1,345",-,-,-,-,-,-,220,-,220,16,その他林産品,,,
17,薪炭,"49,811",265,"49,546","49,476",55,"49,421","49,476",55,"49,421",345,7,338,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"5,471,720","123,373","5,348,347","507,252","23,718","483,534","326,558","23,718","302,840","10,854",742,"10,112","20,366",989,"19,377","25,611","1,394","24,217",鉱産品,,,,
18,石炭,"158,276",262,"158,014","155,716",262,"155,454","48,057",262,"47,795","1,046",-,"1,046","4,095",-,"4,095","10,248",-,"10,248",18,石炭,,,
19,鉄鉱石,721,-,721,721,-,721,721,-,721,-,-,-,-,-,-,30,-,30,19,鉄鉱石,,,
20,金属鉱,"6,841","1,954","4,887","4,891",4,"4,887","4,891",4,"4,887",256,1,255,207,-,207,300,-,300,20,金属鉱,,,
21,砂利・砂,"3,759,666","31,443","3,728,223","20,372",417,"19,955","20,372",417,"19,955","2,266",-,"2,266","2,577",22,"2,555",499,28,471,21,砂利・砂,,,
22,石材,"934,780","17,455","917,325","102,105","6,082","96,023","102,105","6,082","96,023",320,1,319,819,510,309,"6,200",257,"5,943",22,石材,,,
23,原油,"2,266",-,"2,266","2,266",-,"2,266","2,266",-,"2,266",936,-,936,-,-,-,570,-,570,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,"224,568",801,"223,767","1,057",1,"1,056","1,057",1,"1,056",96,-,96,-,-,-,1,1,-,25,石灰石,,,
26,原塩,"16,213",70,"16,143","12,413",50,"12,363","12,413",50,"12,363",338,4,334,15,-,15,"2,342",-,"2,342",26,原塩,,,
27,非金属鉱物,"368,389","71,388","297,001","207,711","16,902","190,809","134,676","16,902","117,774","5,596",736,"4,860","12,653",457,"12,196","5,421","1,108","4,313",27,非金属鉱物,,,
金属機械工業品,,"29,400,657","13,553,802","15,846,855","13,715,155","5,271,497","8,443,658","13,617,602","5,247,800","8,369,802","1,325,021","1,048,609","276,412","585,370","509,261","76,109","1,745,754","1,328,603","417,151",金属機械工業品,,,,
28,鉄鋼,"91,463","46,031","45,432","80,478","43,421","37,057","55,443","25,215","30,228","1,411","1,212",199,309,62,247,"25,434","10,265","15,169",28,鉄鋼,,,
29,鋼材,"1,534,215","291,492","1,242,723","397,084","239,567","157,517","364,024","239,567","124,457","18,182","14,774","3,408","13,326","12,342",984,"29,888","20,361","9,527",29,鋼材,,,
30,非鉄金属,"304,634","107,176","197,458","258,195","97,517","160,678","255,170","97,517","157,653","22,047","11,772","10,275","3,397","1,738","1,659","32,618","23,983","8,635",30,非鉄金属,,,
31,金属製品,"1,830,276","349,923","1,480,353","1,754,528","308,231","1,446,297","1,746,104","308,231","1,437,873","146,868","39,329","107,539","27,803","7,107","20,696","126,231","57,898","68,333",31,金属製品,,,
32,鉄道車両,"4,530",725,"3,805","4,530",725,"3,805","4,530",725,"3,805",127,109,18,-,-,-,"3,572",331,"3,241",32,鉄道車両,,,
33,完成自動車,"13,885,383","7,894,530","5,990,853","139,069","114,446","24,623","139,069","114,446","24,623","8,449","3,582","4,867","5,146","3,920","1,226","14,962","5,266","9,696",33,完成自動車,,,
34,その他輸送用車両,"114,695","11,853","102,842","103,368","2,691","100,677","94,951","2,691","92,260","2,426",470,"1,956",524,1,523,"2,604",236,"2,368",34,その他輸送用車両,,,
35,二輪自動車,"78,961","24,569","54,392","78,602","24,409","54,193","78,602","24,409","54,193","7,564","2,645","4,919","3,888","3,522",366,"24,853","17,074","7,779",35,二輪自動車,,,
36,自動車部品,"2,452,282","1,605,810","846,472","2,392,507","1,582,558","809,949","2,392,507","1,582,558","809,949","626,693","585,122","41,571","168,633","148,936","19,697","453,886","363,095","90,791",36,自動車部品,,,
37,その他輸送機械,"643,810","155,502","488,308","407,124","68,020","339,104","407,124","68,020","339,104","27,057","23,906","3,151","13,215","12,208","1,007","29,291","25,106","4,185",37,その他輸送機械,,,
38,産業機械,"3,497,069","1,952,674","1,544,395","3,313,676","1,812,891","1,500,785","3,313,676","1,812,891","1,500,785","280,116","234,791","45,325","282,333","269,601","12,732","644,462","517,345","127,117",38,産業機械,,,
39,電気機械,"4,025,406","747,927","3,277,479","3,965,131","701,671","3,263,460","3,964,696","701,671","3,263,025","134,819","99,052","35,767","50,890","40,123","10,767","242,889","195,247","47,642",39,電気機械,,,
40,測量・光学・医療用機械,"633,053","264,922","368,131","589,116","234,552","354,564","569,959","229,061","340,898","46,059","29,202","16,857","14,423","9,084","5,339","105,100","85,052","20,048",40,測量・光学・医療用機械,,,
41,事務用機器,"240,698","73,244","167,454","195,528","29,151","166,377","195,528","29,151","166,377","1,706","1,632",74,717,617,100,"7,251","6,510",741,41,事務用機器,,,
42,その他機械,"64,182","27,424","36,758","36,219","11,647","24,572","36,219","11,647","24,572","1,497","1,011",486,766,-,766,"2,713",834,"1,879",42,その他機械,,,
