16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,690,-,300,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,17,薪炭,,,,,
鉱産品,,-,-,750,-,465,15,-,-,-,-,75,195,-,-,-,-,-,12,12,"8,910",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,420,-,150,-,-,-,-,-,75,195,-,-,-,-,-,12,12,15,21,砂利・砂,,,,,
22,石材,-,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,790",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,315,-,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,060",27,非金属鉱物,,,,,
金属機械工業品,,-,-,"129,045","5,247","110,033","2,966",-,-,33,-,"8,447","2,319",476,140,-,336,-,"2,239","2,239","16,258",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,925",28,鉄鋼,,,,,
29,鋼材,-,-,41,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,625,29,鋼材,,,,,
30,非鉄金属,-,-,"1,883",-,"1,868",-,-,-,-,-,-,15,-,-,-,-,-,-,-,225,30,非鉄金属,,,,,
31,金属製品,-,-,"6,695",-,"4,976","1,303",-,-,-,-,30,386,75,75,-,-,-,-,-,"1,906",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,33,完成自動車,,,,,
34,その他輸送用車両,-,-,37,15,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,953",35,二輪自動車,,,,,
36,自動車部品,-,-,"15,897",-,"15,379",227,-,-,-,-,-,291,-,-,-,-,-,210,210,"2,801",36,自動車部品,,,,,
37,その他輸送機械,-,-,315,-,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,"27,112","2,497","24,147",149,-,-,33,-,-,286,85,65,-,20,-,-,-,"1,278",38,産業機械,,,,,
39,電気機械,-,-,"66,631","2,705","54,035",730,-,-,-,-,"8,417",744,316,-,-,316,-,"2,029","2,029","1,053",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,"5,972",30,"5,414",416,-,-,-,-,-,112,-,-,-,-,-,-,-,136,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,"2,620",-,"2,135",-,-,-,-,-,-,485,-,-,-,-,-,-,-,251,41,事務用機器,,,,,
42,その他機械,-,-,"1,842",-,"1,701",141,-,-,-,-,-,-,-,-,-,-,-,-,-,30,42,その他機械,,,,,
化学工業品,,-,165,"7,335",30,"5,744",191,555,600,15,-,40,160,-,-,-,-,-,-,-,"32,933",化学工業品,,,,,,
43,陶磁器,-,-,103,-,78,-,-,-,-,-,25,-,-,-,-,-,-,-,-,1,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,995,-,995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,45,ガラス類,,,,,
46,窯業品,-,-,795,-,138,12,495,150,-,-,-,-,-,-,-,-,-,-,-,"5,364",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,135,855,30,450,-,-,375,-,-,-,-,-,-,-,-,-,-,-,"8,084",55,化学薬品,,,,,
56,化学肥料,-,-,75,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,30,"4,512",-,"4,083",179,60,75,15,-,15,85,-,-,-,-,-,-,-,"19,349",57,その他化学工業品,,,,,
軽工業品,,-,15,"11,673",-,"5,344",325,"2,014",842,-,30,"1,995","1,123","1,004",260,45,699,-,"1,609","1,609","7,084",軽工業品,,,,,,
58,紙・パルプ,-,-,797,-,722,-,-,-,-,-,-,75,900,230,-,670,-,"1,035","1,035",150,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,"1,800",-,"1,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,720,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,8,8,75,60,その他繊維工業品,,,,,
61,砂糖,-,-,30,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,15,"8,171",-,"2,767",318,"1,804",747,-,30,"1,515",990,30,30,-,-,-,536,536,"5,450",62,製造食品,,,,,
63,飲料,-,-,823,-,40,-,180,95,-,-,480,28,44,-,30,14,-,30,30,354,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,30,-,-,-,-,-,-,-,-,30,30,-,15,15,-,-,-,335,66,その他食料工業品,,,,,
雑工業品,,-,"3,334","388,438","16,892","255,662","1,779",132,150,-,-,"89,968","23,855","78,739","37,918","5,657","32,840","2,324","46,698","46,698","13,978",雑工業品,,,,,,
67,がん具,-,-,"6,175","2,849","3,296",30,-,-,-,-,-,-,180,180,-,-,-,-,-,17,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,"13,432",240,"11,151",568,-,-,-,-,-,"1,473","77,175","36,508","5,653","32,690","2,324","46,467","46,467","11,865",68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,"1,331",-,"1,186",13,132,-,-,-,-,-,195,45,-,150,-,13,13,114,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,"14,536",60,"12,555","1,058",-,-,-,-,20,843,"1,189","1,185",4,-,-,30,30,640,70,家具装備品,,,,,
71,その他日用品,-,"2,490","1,253",-,"1,118",90,-,-,-,-,-,45,-,-,-,-,-,15,15,60,71,その他日用品,,,,,
72,ゴム製品,-,-,"7,311",-,"7,281",-,-,-,-,-,-,30,-,-,-,-,-,-,-,"1,207",72,ゴム製品,,,,,
73,木製品,-,844,"343,229","13,743","217,969",-,-,150,-,-,"89,948","21,419",-,-,-,-,-,-,-,45,73,木製品,,,,,
74,その他製造工業品,-,-,"1,171",-,"1,106",20,-,-,-,-,-,45,-,-,-,-,-,173,173,30,74,その他製造工業品,,,,,
特殊品,,"1,125",-,"11,600",-,"10,776",541,188,30,-,-,-,65,270,270,-,-,-,849,849,"8,988",特殊品,,,,,,
75,金属くず,120,-,705,-,570,90,-,-,-,-,-,45,-,-,-,-,-,105,105,60,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,321,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,247,-,22,225,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,325",77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"1,005",-,"8,991",-,"8,571",217,188,-,-,-,-,15,270,270,-,-,-,735,735,72,80,輸送用容器,,,,,
81,取合せ品,-,-,"1,657",-,"1,613",9,-,30,-,-,-,5,-,-,-,-,-,9,9,210,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
