,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,インドネシア,,フィリピン,,,,,,,,,,カンボジア,,,,,ミャンマー,,インド,,,,,,,
,,バタン,"諸港
（インドネシア）",小計,スービックベイ,マニラ,セブ,ダバオ,カガヤン,バタンガス,"ジェネラル
サントス","マニラサウス
ハーバー","諸港
（フィリピン）",小計,プノンペン,コンポンソム,シアヌークヴィル,"諸港
（カンボジア）",小計,ヤンゴン,小計,,,,,,,
合計,,"1,843","3,606","1,121,437","22,169","392,092","5,829","560,333","12,454",48,90,"100,540","27,882","80,489","38,588","5,702","33,875","2,324","55,738","55,738","104,124",合計,,,,,,
農水産品,,28,92,"572,296",-,"3,768",12,"557,444","10,832",-,60,15,165,-,-,-,-,-,"4,037","4,037","15,816",農水産品,,,,,,
1,麦,-,-,"4,082",-,-,-,"4,082",-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,3,とうもろこし,,,,,
4,豆類,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,"1,050","1,050",45,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,5,その他雑穀,,,,,
6,野菜・果物,-,92,"564,562",-,638,-,"553,017","10,787",-,60,-,60,-,-,-,-,-,10,10,"1,209",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,7,綿花,,,,,
8,その他農産品,-,-,408,-,75,-,330,-,-,-,-,3,-,-,-,-,-,15,15,349,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,966,-,939,12,15,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,28,-,"2,263",-,"2,101",-,-,45,-,-,15,102,-,-,-,-,-,"2,962","2,962","13,829",11,水産品,,,,,
林産品,,690,-,300,-,300,-,-,-,-,-,-,-,-,-,-,-,-,294,294,157,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,279,279,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
