,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,
品種,,合計,,,品川,,,,,,,,,13号地その2,,,,,,品種,,,,,,,,
,,,,,合計,,,品川コンテナ,,,品川外貿,,,合計,,,青海コンテナふ頭（公共）,,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,
合計,,"48,494,019","12,734,557","35,759,462","4,062,868","775,570","3,287,298","3,983,125","766,146","3,216,979","79,743","9,424","70,319","16,056,108","3,713,536","12,342,572","8,632,958","1,618,426","7,014,532",合計,,,,,,,,
農水産品,,"5,211,492","258,729","4,952,763","221,043","11,659","209,384","219,249","11,659","207,590","1,794",-,"1,794","1,017,357","98,371","918,986","526,790","49,996","476,794",農水産品,,,,,,,,
1,麦,"213,900",4,"213,896",75,-,75,75,-,75,-,-,-,"4,261",4,"4,257",889,4,885,1,麦,,,,,,,
2,米,"23,999","4,369","19,630",90,-,90,90,-,90,-,-,-,"10,915","1,285","9,630","2,357",782,"1,575",2,米,,,,,,,
3,とうもろこし,"10,138",30,"10,108",-,-,-,-,-,-,-,-,-,"1,473",-,"1,473",45,-,45,3,とうもろこし,,,,,,,
4,豆類,"134,802",355,"134,447",915,-,915,915,-,915,-,-,-,"28,367",183,"28,184","5,339",115,"5,224",4,豆類,,,,,,,
5,その他雑穀,"6,047",-,"6,047",-,-,-,-,-,-,-,-,-,"2,385",-,"2,385",30,-,30,5,その他雑穀,,,,,,,
6,野菜・果物,"1,785,287","42,294","1,742,993","95,377",508,"94,869","93,733",508,"93,225","1,644",-,"1,644","320,347","24,524","295,823","174,204","13,353","160,851",6,野菜・果物,,,,,,,
7,綿花,495,201,294,22,22,-,22,22,-,-,-,-,176,47,129,47,47,-,7,綿花,,,,,,,
8,その他農産品,"257,358","10,390","246,968","20,383",242,"20,141","20,368",242,"20,126",15,-,15,"66,161","3,846","62,315","34,463","1,311","33,152",8,その他農産品,,,,,,,
9,羊毛,485,-,485,30,-,30,30,-,30,-,-,-,135,-,135,60,-,60,9,羊毛,,,,,,,
10,その他畜産品,"1,695,995","35,547","1,660,448","23,543","3,349","20,194","23,543","3,349","20,194",-,-,-,"293,905","23,223","270,682","153,107","11,540","141,567",10,その他畜産品,,,,,,,
11,水産品,"1,082,986","165,539","917,447","80,608","7,538","73,070","80,473","7,538","72,935",135,-,135,"289,232","45,259","243,973","156,249","22,844","133,405",11,水産品,,,,,,,
林産品,,"1,038,201","18,960","1,019,241","51,621","1,246","50,375","48,801","1,246","47,555","2,820",-,"2,820","541,420","11,037","530,383","167,329","8,815","158,514",林産品,,,,,,,,
12,原木,"5,480","2,638","2,842",111,69,42,111,69,42,-,-,-,"4,028","2,270","1,758","2,088","1,054","1,034",12,原木,,,,,,,
13,製材,"902,378","15,755","886,623","41,449","1,155","40,294","38,629","1,155","37,474","2,820",-,"2,820","471,765","8,412","463,353","129,087","7,542","121,545",13,製材,,,,,,,
14,樹脂類,"73,555",315,"73,240",127,22,105,127,22,105,-,-,-,"45,076",167,"44,909","28,067",47,"28,020",14,樹脂類,,,,,,,
15,木材チップ,"5,914",144,"5,770",75,-,75,75,-,75,-,-,-,"2,822",122,"2,700","1,029",122,907,15,木材チップ,,,,,,,
16,その他林産品,"1,398",53,"1,345",15,-,15,15,-,15,-,-,-,"1,040",20,"1,020",94,4,90,16,その他林産品,,,,,,,
17,薪炭,"49,476",55,"49,421","9,844",-,"9,844","9,844",-,"9,844",-,-,-,"16,689",46,"16,643","6,964",46,"6,918",17,薪炭,,,,,,,
鉱産品,,"507,252","23,718","483,534","31,194","4,194","27,000","31,158","4,194","26,964",36,-,36,"127,179","6,104","121,075","70,287","4,169","66,118",鉱産品,,,,,,,,
18,石炭,"155,716",262,"155,454","3,465",75,"3,390","3,465",75,"3,390",-,-,-,"17,464",112,"17,352","10,345",37,"10,308",18,石炭,,,,,,,
19,鉄鉱石,721,-,721,60,-,60,60,-,60,-,-,-,136,-,136,30,-,30,19,鉄鉱石,,,,,,,
20,金属鉱,"4,891",4,"4,887",150,-,150,150,-,150,-,-,-,213,3,210,165,-,165,20,金属鉱,,,,,,,
21,砂利・砂,"20,372",417,"19,955","2,490",30,"2,460","2,490",30,"2,460",-,-,-,"9,835",280,"9,555","5,171",261,"4,910",21,砂利・砂,,,,,,,
22,石材,"102,105","6,082","96,023","5,375",514,"4,861","5,369",514,"4,855",6,-,6,"26,244",103,"26,141","18,498",88,"18,410",22,石材,,,,,,,
23,原油,"2,266",-,"2,266",-,-,-,-,-,-,-,-,-,120,-,120,30,-,30,23,原油,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,,
25,石灰石,"1,057",1,"1,056",-,-,-,-,-,-,-,-,-,960,-,960,780,-,780,25,石灰石,,,,,,,
