26,原塩,"12,413",50,"12,363",75,-,75,75,-,75,-,-,-,"5,566",-,"5,566","3,782",-,"3,782",26,原塩,,,,,,,
27,非金属鉱物,"207,711","16,902","190,809","19,579","3,575","16,004","19,549","3,575","15,974",30,-,30,"66,641","5,606","61,035","31,486","3,783","27,703",27,非金属鉱物,,,,,,,
金属機械工業品,,"13,715,155","5,271,497","8,443,658","1,082,216","201,364","880,852","1,058,116","193,127","864,989","24,100","8,237","15,863","4,344,818","1,059,885","3,284,933","2,590,739","525,881","2,064,858",金属機械工業品,,,,,,,,
28,鉄鋼,"80,478","43,421","37,057","2,433",924,"1,509","2,433",924,"1,509",-,-,-,"35,724","28,038","7,686","9,244","6,264","2,980",28,鉄鋼,,,,,,,
29,鋼材,"397,084","239,567","157,517","55,688","12,697","42,991","53,455","12,649","40,806","2,233",48,"2,185","171,810","97,422","74,388","63,176","33,809","29,367",29,鋼材,,,,,,,
30,非鉄金属,"258,195","97,517","160,678","34,771","4,621","30,150","34,473","4,544","29,929",298,77,221,"72,882","31,968","40,914","47,501","17,669","29,832",30,非鉄金属,,,,,,,
31,金属製品,"1,754,528","308,231","1,446,297","169,439","17,675","151,764","166,523","17,667","148,856","2,916",8,"2,908","662,198","86,865","575,333","411,777","44,980","366,797",31,金属製品,,,,,,,
32,鉄道車両,"4,530",725,"3,805",86,86,-,86,86,-,-,-,-,581,175,406,305,97,208,32,鉄道車両,,,,,,,
33,完成自動車,"139,069","114,446","24,623","3,290","1,089","2,201","1,552",483,"1,069","1,738",606,"1,132","66,981","62,119","4,862","40,259","38,085","2,174",33,完成自動車,,,,,,,
34,その他輸送用車両,"103,368","2,691","100,677","9,790",152,"9,638","8,932",152,"8,780",858,-,858,"50,626","1,124","49,502","30,963",488,"30,475",34,その他輸送用車両,,,,,,,
35,二輪自動車,"78,602","24,409","54,193",590,31,559,588,29,559,2,2,-,"7,061",681,"6,380","4,176",446,"3,730",35,二輪自動車,,,,,,,
36,自動車部品,"2,392,507","1,582,558","809,949","83,865","18,504","65,361","82,490","18,504","63,986","1,375",-,"1,375","444,642","248,735","195,907","231,831","125,762","106,069",36,自動車部品,,,,,,,
37,その他輸送機械,"407,124","68,020","339,104","10,113",910,"9,203","10,113",910,"9,203",-,-,-,"215,227","10,321","204,906","132,484","9,197","123,287",37,その他輸送機械,,,,,,,
38,産業機械,"3,313,676","1,812,891","1,500,785","234,076","87,806","146,270","225,890","81,107","144,783","8,186","6,699","1,487","769,312","306,420","462,892","443,299","164,540","278,759",38,産業機械,,,,,,,
39,電気機械,"3,965,131","701,671","3,263,460","418,078","44,850","373,228","412,009","44,191","367,818","6,069",659,"5,410","1,584,474","132,136","1,452,338","1,040,523","67,318","973,205",39,電気機械,,,,,,,
40,測量・光学・医療用機械,"589,116","234,552","354,564","39,390","10,508","28,882","39,066","10,370","28,696",324,138,186,"186,531","44,915","141,616","87,239","14,013","73,226",40,測量・光学・医療用機械,,,,,,,
41,事務用機器,"195,528","29,151","166,377","18,760",705,"18,055","18,712",705,"18,007",48,-,48,"63,988","3,957","60,031","40,614",877,"39,737",41,事務用機器,,,,,,,
42,その他機械,"36,219","11,647","24,572","1,847",806,"1,041","1,794",806,988,53,-,53,"12,781","5,009","7,772","7,348","2,336","5,012",42,その他機械,,,,,,,
化学工業品,,"5,876,910","2,381,459","3,495,451","699,760","220,127","479,633","693,159","219,167","473,992","6,601",960,"5,641","1,712,952","685,111","1,027,841","897,303","335,394","561,909",化学工業品,,,,,,,,
43,陶磁器,"152,514","10,392","142,122","4,404",167,"4,237","4,386",164,"4,222",18,3,15,"44,321","2,507","41,814","27,346","1,930","25,416",43,陶磁器,,,,,,,
44,セメント,"17,303",710,"16,593","1,104",9,"1,095","1,104",9,"1,095",-,-,-,"2,181",396,"1,785","1,542",282,"1,260",44,セメント,,,,,,,
45,ガラス類,"267,417","85,642","181,775","40,002","8,319","31,683","39,736","8,299","31,437",266,20,246,"89,711","41,278","48,433","43,628","9,972","33,656",45,ガラス類,,,,,,,
46,窯業品,"322,886","120,768","202,118","32,434","9,583","22,851","32,269","9,549","22,720",165,34,131,"110,949","32,768","78,181","55,814","18,003","37,811",46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,揮発油,354,-,354,-,-,-,-,-,-,-,-,-,15,-,15,15,-,15,48,揮発油,,,,,,,
49,その他の石油,"48,989","30,357","18,632","3,710","1,585","2,125","3,708","1,583","2,125",2,2,-,"17,150","13,006","4,144","10,628","9,091","1,537",49,その他の石油,,,,,,,
50,LNG/液化天然ガス,120,-,120,45,-,45,45,-,45,-,-,-,30,-,30,15,-,15,50,LNG/液化天然ガス,,,,,,,
51,LPG/液化石油ガス,"1,680",-,"1,680","1,680",-,"1,680","1,680",-,"1,680",-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,,,
52,その他石油製品,"20,858","6,423","14,435",721,174,547,721,174,547,-,-,-,"6,130","1,782","4,348","2,350",965,"1,385",52,その他石油製品,,,,,,,
53,コークス,"21,913",-,"21,913",405,-,405,405,-,405,-,-,-,"7,229",-,"7,229","2,909",-,"2,909",53,コークス,,,,,,,
54,石炭製品,"7,186","6,129","1,057",20,15,5,20,15,5,-,-,-,611,-,611,129,-,129,54,石炭製品,,,,,,,
55,化学薬品,"888,155","293,597","594,558","109,711","26,960","82,751","109,432","26,790","82,642",279,170,109,"273,570","74,422","199,148","147,737","38,560","109,177",55,化学薬品,,,,,,,
56,化学肥料,"54,966","3,033","51,933","11,801",241,"11,560","11,801",241,"11,560",-,-,-,"21,754","1,142","20,612","15,194",985,"14,209",56,化学肥料,,,,,,,
57,その他化学工業品,"4,072,569","1,824,408","2,248,161","493,723","173,074","320,649","487,852","172,343","315,509","5,871",731,"5,140","1,139,301","517,810","621,491","589,996","255,606","334,390",57,その他化学工業品,,,,,,,
軽工業品,,"5,392,100","624,288","4,767,812","586,506","34,917","551,589","563,619","34,869","528,750","22,887",48,"22,839","1,509,570","152,066","1,357,504","632,530","64,429","568,101",軽工業品,,,,,,,,
58,紙・パルプ,"980,948","219,308","761,640","83,862","15,197","68,665","81,642","15,167","66,475","2,220",30,"2,190","287,555","51,006","236,549","119,988","24,412","95,576",58,紙・パルプ,,,,,,,
59,糸及び紡績半製品,"55,303","6,175","49,128","9,810",375,"9,435","9,810",375,"9,435",-,-,-,"18,316",936,"17,380","9,350",187,"9,163",59,糸及び紡績半製品,,,,,,,
60,その他繊維工業品,"352,337","55,864","296,473","59,788","5,959","53,829","59,741","5,942","53,799",47,17,30,"117,249","13,246","104,003","63,794","6,611","57,183",60,その他繊維工業品,,,,,,,
61,砂糖,"45,725",855,"44,870","1,588",34,"1,554","1,536",34,"1,502",52,-,52,"8,487",474,"8,013","2,168",444,"1,724",61,砂糖,,,,,,,
62,製造食品,"2,821,976","277,757","2,544,219","313,435","11,150","302,285","305,956","11,150","294,806","7,479",-,"7,479","883,281","71,451","811,830","387,996","27,176","360,820",62,製造食品,,,,,,,
63,飲料,"701,938","55,248","646,690","77,282","1,354","75,928","76,895","1,353","75,542",387,1,386,"99,186","13,566","85,620","36,460","5,374","31,086",63,飲料,,,,,,,
64,水,"201,421","8,135","193,286","17,351",842,"16,509","17,351",842,"16,509",-,-,-,"65,617",840,"64,777","4,037",209,"3,828",64,水,,,,,,,
65,たばこ,"96,953",233,"96,720","21,124",-,"21,124","8,422",-,"8,422","12,702",-,"12,702","8,618",86,"8,532","4,316",-,"4,316",65,たばこ,,,,,,,
66,その他食料工業品,"135,499",713,"134,786","2,266",6,"2,260","2,266",6,"2,260",-,-,-,"21,261",461,"20,800","4,421",16,"4,405",66,その他食料工業品,,,,,,,
雑工業品,,"11,654,539","1,229,819","10,424,720","1,072,360","99,736","972,624","1,056,460","99,654","956,806","15,900",82,"15,818","4,729,958","346,673","4,383,285","3,010,153","163,699","2,846,454",雑工業品,,,,,,,,
67,がん具,"646,964","30,998","615,966","25,029","2,805","22,224","24,879","2,805","22,074",150,-,150,"321,309","9,550","311,759","185,782","5,159","180,623",67,がん具,,,,,,,
68,衣服・身廻品・はきもの,"4,914,960","167,910","4,747,050","490,426","29,416","461,010","476,747","29,414","447,333","13,679",2,"13,677","1,992,176","76,121","1,916,055","1,413,245","16,340","1,396,905",68,衣服・身廻品・はきもの,,,,,,,
69,文房具・運動娯楽用品・楽器,"795,965","126,502","669,463","70,556","12,068","58,488","69,902","12,064","57,838",654,4,650,"280,739","35,651","245,088","182,966","18,510","164,456",69,文房具・運動娯楽用品・楽器,,,,,,,
70,家具装備品,"2,133,503","93,195","2,040,308","175,332","5,271","170,061","175,086","5,271","169,815",246,-,246,"916,584","32,941","883,643","513,667","14,419","499,248",70,家具装備品,,,,,,,
71,その他日用品,"541,606","120,788","420,818","45,466","7,018","38,448","45,422","6,988","38,434",44,30,14,"217,730","19,600","198,130","138,876","8,277","130,599",71,その他日用品,,,,,,,
72,ゴム製品,"815,870","387,696","428,174","58,055","13,451","44,604","57,896","13,408","44,488",159,43,116,"171,042","45,787","125,255","94,870","20,795","74,075",72,ゴム製品,,,,,,,
73,木製品,"1,229,870","11,869","1,218,001","143,354","4,343","139,011","142,532","4,340","138,192",822,3,819,"606,364","2,314","604,050","338,236","1,749","336,487",73,木製品,,,,,,,
74,その他製造工業品,"575,801","290,861","284,940","64,142","25,364","38,778","63,996","25,364","38,632",146,-,146,"224,014","124,709","99,305","142,511","78,450","64,061",74,その他製造工業品,,,,,,,
特殊品,,"5,098,370","2,926,087","2,172,283","318,168","202,327","115,841","312,563","202,230","110,333","5,605",97,"5,508","2,072,854","1,354,289","718,565","737,827","466,043","271,784",特殊品,,,,,,,,
75,金属くず,"698,942","638,591","60,351","37,309","34,753","2,556","37,309","34,753","2,556",-,-,-,"588,423","570,304","18,119","23,059","15,977","7,082",75,金属くず,,,,,,,
76,再利用資材,"1,925,132","1,883,199","41,933","145,094","142,679","2,415","145,094","142,679","2,415",-,-,-,"691,797","674,175","17,622","408,192","405,669","2,523",76,再利用資材,,,,,,,
77,動植物性製造飼肥料,"1,004,264","18,864","985,400","13,141","1,446","11,695","12,991","1,446","11,545",150,-,150,"277,075","9,141","267,934","41,190","2,498","38,692",77,動植物性製造飼肥料,,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,
80,輸送用容器,"1,192,755","212,237","980,518","111,223","18,683","92,540","105,768","18,586","87,182","5,455",97,"5,358","449,658","55,203","394,455","236,897","25,044","211,853",80,輸送用容器,,,,,,,
81,取合せ品,"277,277","173,196","104,081","11,401","4,766","6,635","11,401","4,766","6,635",-,-,-,"65,901","45,466","20,435","28,489","16,855","11,634",81,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
