44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,120,75,45,-,-,-,-,-,-,-,-,"1,938",30,"1,878",45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,440,30,15,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,234,75,135,24,-,"1,721","1,177",124,420,-,-,-,-,-,-,-,"3,065",-,23,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,330,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,-,-,-,-,"12,614","4,563","5,037",623,93,"2,110",-,-,15,83,90,"13,699",154,"1,820",57,その他化学工業品,,,,,
軽工業品,,30,"3,257",930,"2,034",293,-,"28,919","11,449","13,504",-,476,"2,599",196,20,344,-,331,"81,223",105,"6,178",軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,60,60,-,-,-,-,-,-,-,-,-,"2,227",-,135,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,24,-,-,-,-,-,9,-,-,-,15,30,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,94,30,44,-,-,-,-,20,-,-,-,339,-,60,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,90,-,61,砂糖,,,,,
62,製造食品,30,"2,387",90,"2,004",293,-,"6,060","1,074","2,136",-,476,"2,017",105,-,84,-,168,"51,005",15,"4,082",62,製造食品,,,,,
63,飲料,-,870,840,30,-,-,"22,589","10,225","11,292",-,-,582,82,-,260,-,148,"22,312",-,"1,901",63,飲料,,,,,
64,水,-,-,-,-,-,-,60,30,30,-,-,-,-,-,-,-,-,"5,138",-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,30,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,52,-,-,66,その他食料工業品,,,,,
雑工業品,,-,935,155,180,585,15,"5,074",919,"3,574",-,-,-,235,-,120,-,226,"34,954","21,530",561,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,161,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,139,83,41,-,15,"1,494",180,"1,216",-,-,-,-,-,-,-,98,"1,827",58,250,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,5,-,5,-,-,31,1,30,-,-,-,-,-,-,-,-,"5,944",252,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,27,27,-,-,-,"1,847",576,"1,023",-,-,-,-,-,120,-,128,"19,365","15,524",251,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,15,71,その他日用品,,,,,
72,ゴム製品,-,630,45,-,585,-,"1,540",45,"1,260",-,-,-,235,-,-,-,-,735,-,-,72,ゴム製品,,,,,
73,木製品,-,134,-,134,-,-,60,15,45,-,-,-,-,-,-,-,-,"6,600","5,696",45,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,72,72,-,-,-,-,-,-,-,-,-,187,-,-,74,その他製造工業品,,,,,
特殊品,,-,15,15,-,-,-,"1,011",598,337,-,-,61,-,-,-,-,15,"7,639",-,52,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,811",-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,630,470,130,-,-,30,-,-,-,-,-,"2,249",-,15,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,381,128,207,-,-,31,-,-,-,-,15,926,-,37,80,輸送用容器,,,,,
81,取合せ品,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,539",-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
