,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,ドイツ,ポルトガル,,,,,スペイン,,,,,,,,,,,イタリア,,,,,,,,,
,,諸港(ドイツ),小計,レイショーズ,リスボン,シネシュ,"諸港
(ポルトガル)",小計,バルセロナ,バレンシア,カルタヘナ,マラガ,アルヘシラス,ビルバオ,ヒホン,ビゴ,アルメリア,諸港(スペイン),小計,トリエステ,ベネチア,,,,,,,
合計,,600,"4,757","1,235","2,414",943,165,"98,098","49,419","37,733","1,043",600,"6,014",472,20,"1,697",83,"1,017","182,567","28,119","13,135",合計,,,,,,
農水産品,,240,-,-,-,-,-,"45,395","29,193","13,493",-,30,"1,241",-,-,"1,218",-,220,"12,876","2,351",349,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,919,534,218,-,-,99,-,-,38,-,30,"1,954",-,64,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,126,6,120,-,-,-,-,-,-,-,-,603,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,240,-,-,-,-,-,"43,973","28,653","13,140",-,30,"1,142",-,-,818,-,190,"10,259","2,351",285,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,377,-,15,-,-,-,-,-,362,-,-,30,-,-,11,水産品,,,,,
林産品,,-,75,60,-,15,-,-,-,-,-,-,-,-,-,-,-,-,"3,300","2,955",45,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,730","2,400",30,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570,555,15,15,木材チップ,,,,,
16,その他林産品,-,75,60,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,60,-,-,-,60,255,30,225,-,-,-,-,-,-,-,-,544,-,30,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,60,-,-,-,60,15,-,15,-,-,-,-,-,-,-,-,199,-,30,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,330,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,210,-,210,-,-,-,-,-,-,-,-,15,-,-,27,非金属鉱物,,,,,
金属機械工業品,,330,11,-,-,11,-,"2,121","1,400",541,-,1,3,41,-,-,-,135,"20,582",634,"2,135",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,11,-,-,11,-,30,-,30,-,-,-,-,-,-,-,-,90,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,30,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,359,210,96,-,-,3,35,-,-,-,15,"1,690",476,180,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,287,286,-,-,1,-,-,-,-,-,-,949,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,7,4,3,-,-,-,-,-,-,-,-,45,-,15,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,"1,144",-,101,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,140,110,30,-,-,-,-,-,-,-,-,"2,715",-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,60,60,-,-,-,-,-,-,-,-,-,38,-,-,37,その他輸送機械,,,,,
38,産業機械,330,-,-,-,-,-,509,145,304,-,-,-,-,-,-,-,60,"9,247",4,"1,372",38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,370,226,78,-,-,-,6,-,-,-,60,"4,336",-,467,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,311,311,-,-,-,-,-,-,-,-,-,283,154,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,404,75,200,39,90,"15,323","5,830","6,059","1,043",93,"2,110",-,-,15,83,90,"21,449",544,"3,785",化学工業品,,,,,,
43,陶磁器,-,170,-,65,15,90,853,15,838,-,-,-,-,-,-,-,-,"1,881",-,49,43,陶磁器,,,,,
