35,二輪自動車,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"5,597",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"3,309",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,323,-,323,38,産業機械,,,,,
39,電気機械,"1,201",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,39,電気機械,,,,,
40,測量・光学・医療用機械,962,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,661,-,661,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"7,086","1,740",-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,352,191,161,化学工業品,,,,,,
43,陶磁器,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239,161,78,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,711,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"5,458","1,740",-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,113,30,83,57,その他化学工業品,,,,,
軽工業品,,"12,181",120,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,895,265,630,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,150,30,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"6,559",-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,385,85,300,62,製造食品,,,,,
63,飲料,"5,017",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,-,300,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,66,その他食料工業品,,,,,
雑工業品,,"4,326",-,-,-,39,24,-,15,124,106,18,29,28,1,-,-,-,"3,386",112,"3,274",雑工業品,,,,,,
67,がん具,65,-,-,-,15,-,-,15,-,-,-,-,-,-,-,-,-,64,-,64,67,がん具,,,,,
68,衣服・身廻品・はきもの,"2,795",-,-,-,24,24,-,-,124,106,18,29,28,1,-,-,-,14,6,8,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,48,30,70,家具装備品,,,,,
71,その他日用品,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,6,28,71,その他日用品,,,,,
72,ゴム製品,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,72,ゴム製品,,,,,
73,木製品,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,926",52,"2,874",73,木製品,,,,,
74,その他製造工業品,419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,240,74,その他製造工業品,,,,,
特殊品,,"6,209",-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,924","1,290",634,特殊品,,,,,,
75,金属くず,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,440",870,570,75,金属くず,,,,,
76,再利用資材,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,180,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"5,747",-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289,225,64,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
