,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,内貿,,,,,,,,,,,,,,,品種,,,,
,,定期航路,,,,,,,,,,,,不定期航路,,,,,,,
,,中部,,,近畿,,,九州,,,沖縄,,,合計,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,
合計,,"259,937","54,770","205,167","103,952","13,314","90,638","16,469,982","8,956,845","7,513,137","1,382,271","1,029,495","352,776","15,736,893","2,052,739","13,684,154",合計,,,,
農水産品,,"1,317",952,365,280,280,-,"40,890","22,630","18,260","62,700","49,840","12,860","186,043","82,018","104,025",農水産品,,,,
1,麦,-,-,-,-,-,-,"1,250",755,495,-,-,-,"84,081","7,199","76,882",1,麦,,,
2,米,-,-,-,-,-,-,"11,210","10,535",675,"27,300","27,300",-,605,605,-,2,米,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,427,427,-,3,とうもろこし,,,
4,豆類,-,-,-,-,-,-,"2,190",775,"1,415",-,-,-,"14,187","14,095",92,4,豆類,,,
5,その他雑穀,-,-,-,-,-,-,325,305,20,-,-,-,"1,462","1,462",-,5,その他雑穀,,,
6,野菜・果物,110,-,110,-,-,-,"13,140","8,950","4,190","35,400","22,540","12,860","40,641","39,659",982,6,野菜・果物,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,7,綿花,,,
8,その他農産品,-,-,-,-,-,-,560,440,120,-,-,-,"5,516","5,069",447,8,その他農産品,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,21,21,-,9,羊毛,,,
10,その他畜産品,-,-,-,-,-,-,"11,880",535,"11,345",-,-,-,"19,819","5,509","14,310",10,その他畜産品,,,
11,水産品,"1,207",952,255,280,280,-,335,335,-,-,-,-,"19,254","7,972","11,282",11,水産品,,,
林産品,,"3,685","3,685",-,-,-,-,"18,355","5,515","12,840",-,-,-,"41,068","27,598","13,470",林産品,,,,
12,原木,-,-,-,-,-,-,"1,060",-,"1,060",-,-,-,22,22,-,12,原木,,,
13,製材,"3,465","3,465",-,-,-,-,"7,510","1,105","6,405",-,-,-,"31,551","25,571","5,980",13,製材,,,
14,樹脂類,-,-,-,-,-,-,"8,245","4,065","4,180",-,-,-,45,45,-,14,樹脂類,,,
15,木材チップ,-,-,-,-,-,-,880,-,880,-,-,-,"5,652",-,"5,652",15,木材チップ,,,
16,その他林産品,220,220,-,-,-,-,555,345,210,-,-,-,"3,798","1,960","1,838",16,その他林産品,,,
17,薪炭,-,-,-,-,-,-,105,-,105,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"1,100","1,100",-,-,-,-,"7,710","2,290","5,420",-,-,-,"4,950,030","91,457","4,858,573",鉱産品,,,,
18,石炭,-,-,-,-,-,-,20,-,20,-,-,-,"2,540",-,"2,540",18,石炭,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,"1,875","1,875",-,20,金属鉱,,,
21,砂利・砂,-,-,-,-,-,-,"1,150",455,695,-,-,-,"3,736,831","29,733","3,707,098",21,砂利・砂,,,
22,石材,-,-,-,-,-,-,"1,690","1,665",25,-,-,-,"829,750","8,658","821,092",22,石材,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,-,-,-,-,-,-,670,90,580,-,-,-,"222,116",-,"222,116",25,石灰石,,,
26,原塩,-,-,-,-,-,-,"3,800",20,"3,780",-,-,-,-,-,-,26,原塩,,,
27,非金属鉱物,"1,100","1,100",-,-,-,-,380,60,320,-,-,-,"156,918","51,191","105,727",27,非金属鉱物,,,
金属機械工業品,,"10,712","8,480","2,232",745,645,100,"12,611,649","6,914,800","5,696,849","444,170","333,974","110,196","1,261,488","108,125","1,153,363",金属機械工業品,,,,
28,鉄鋼,-,-,-,-,-,-,"3,620","1,915","1,705",-,-,-,120,120,-,28,鉄鋼,,,
29,鋼材,-,-,-,-,-,-,"60,085","37,500","22,585",-,-,-,"1,073,126","11,610","1,061,516",29,鋼材,,,
30,非鉄金属,-,-,-,-,-,-,"7,545","6,130","1,415",-,-,-,"38,629","3,529","35,100",30,非鉄金属,,,
31,金属製品,-,-,-,-,-,-,"32,650","10,410","22,240",-,-,-,"27,309","19,800","7,509",31,金属製品,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,
33,完成自動車,-,-,-,-,-,-,"12,170,215","6,653,565","5,516,650","371,852","295,066","76,786","19,735","13,808","5,927",33,完成自動車,,,
34,その他輸送用車両,-,-,-,-,-,-,"10,980","8,990","1,990",-,-,-,130,60,70,34,その他輸送用車両,,,
35,二輪自動車,-,-,-,-,-,-,9,5,4,-,-,-,8,7,1,35,二輪自動車,,,
36,自動車部品,-,-,-,-,-,-,"24,950","11,910","13,040",-,-,-,"9,594","4,142","5,452",36,自動車部品,,,
37,その他輸送機械,-,-,-,-,-,-,"130,420","43,130","87,290","33,410",-,"33,410","10,423","8,571","1,852",37,その他輸送機械,,,
38,産業機械,-,-,-,-,-,-,"137,670","116,850","20,820",-,-,-,"40,946","19,830","21,116",38,産業機械,,,
39,電気機械,"3,729","3,015",714,545,495,50,"15,910","12,835","3,075",-,-,-,"17,145","12,112","5,033",39,電気機械,,,
40,測量・光学・医療用機械,"6,848","5,330","1,518",200,150,50,"2,665","2,440",225,-,-,-,"12,443","6,404","6,039",40,測量・光学・医療用機械,,,
41,事務用機器,-,-,-,-,-,-,"2,485","2,465",20,"38,908","38,908",-,"1,127","1,105",22,41,事務用機器,,,
42,その他機械,135,135,-,-,-,-,"12,445","6,655","5,790",-,-,-,"10,753","7,027","3,726",42,その他機械,,,
化学工業品,,"1,625",220,"1,405",30,-,30,"163,560","84,705","78,855",-,-,-,"7,096,512","100,908","6,995,604",化学工業品,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,94,94,-,43,陶磁器,,,
44,セメント,-,-,-,-,-,-,"4,755",905,"3,850",-,-,-,"2,457,991","31,415","2,426,576",44,セメント,,,
45,ガラス類,-,-,-,-,-,-,"1,130","1,130",-,-,-,-,725,408,317,45,ガラス類,,,
46,窯業品,-,-,-,-,-,-,"12,320","5,825","6,495",-,-,-,"72,849","28,232","44,617",46,窯業品,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,47,重油,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,901,901,-,48,揮発油,,,
49,その他の石油,-,-,-,-,-,-,"4,145","3,785",360,-,-,-,"4,444,039","8,051","4,435,988",49,その他の石油,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,15,-,15,-,-,-,"6,394","6,394",-,51,LPG/液化石油ガス,,,
52,その他石油製品,-,-,-,-,-,-,685,535,150,-,-,-,295,295,-,52,その他石油製品,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,"49,470","15,513","33,957",53,コークス,,,
54,石炭製品,-,-,-,-,-,-,20,-,20,-,-,-,-,-,-,54,石炭製品,,,
55,化学薬品,-,-,-,-,-,-,"13,055","3,650","9,405",-,-,-,"45,587","1,798","43,789",55,化学薬品,,,
56,化学肥料,-,-,-,-,-,-,"3,380","1,600","1,780",-,-,-,45,30,15,56,化学肥料,,,
57,その他化学工業品,"1,625",220,"1,405",30,-,30,"124,055","67,275","56,780",-,-,-,"18,121","7,776","10,345",57,その他化学工業品,,,
軽工業品,,"8,464","5,926","2,538",516,516,-,"716,295","285,754","430,541","77,450","39,656","37,794","496,196","97,772","398,424",軽工業品,,,,
58,紙・パルプ,"2,750","2,750",-,-,-,-,"306,860","53,339","253,521","8,380","5,200","3,180","253,813","9,058","244,755",58,紙・パルプ,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,244,184,60,59,糸及び紡績半製品,,,
60,その他繊維工業品,-,-,-,-,-,-,200,80,120,-,-,-,"1,204","1,015",189,60,その他繊維工業品,,,
61,砂糖,"1,616",-,"1,616",-,-,-,"7,935","6,300","1,635",-,-,-,"9,950","3,516","6,434",61,砂糖,,,
62,製造食品,"3,328","2,406",922,516,516,-,"162,450","100,170","62,280","21,876","11,176","10,700","26,906","21,917","4,989",62,製造食品,,,
63,飲料,-,-,-,-,-,-,"211,480","121,365","90,115","47,194","23,280","23,914","13,175","13,107",68,63,飲料,,,
64,水,-,-,-,-,-,-,"16,380",455,"15,925",-,-,-,-,-,-,64,水,,,
65,たばこ,-,-,-,-,-,-,"9,970","3,245","6,725",-,-,-,60,60,-,65,たばこ,,,
66,その他食料工業品,770,770,-,-,-,-,"1,020",800,220,-,-,-,"190,844","48,915","141,929",66,その他食料工業品,,,
雑工業品,,"5,936","5,323",613,232,232,-,"113,445","76,650","36,795","83,480","69,720","13,760","44,399","36,696","7,703",雑工業品,,,,
67,がん具,-,-,-,-,-,-,135,130,5,-,-,-,146,-,146,67,がん具,,,
68,衣服・身廻品・はきもの,"1,663","1,327",336,15,15,-,375,325,50,-,-,-,"7,305","5,100","2,205",68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,806,529,277,-,-,-,60,10,50,-,-,-,"2,268","1,361",907,69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,909,909,-,217,217,-,"9,335","1,935","7,400",-,-,-,"2,027","1,780",247,70,家具装備品,,,
71,その他日用品,"1,238","1,238",-,-,-,-,"42,820","34,135","8,685","83,480","69,720","13,760","8,069","6,738","1,331",71,その他日用品,,,
72,ゴム製品,-,-,-,-,-,-,"20,990","10,030","10,960",-,-,-,"2,329",401,"1,928",72,ゴム製品,,,
73,木製品,"1,320","1,320",-,-,-,-,"1,060",850,210,-,-,-,"22,075","21,151",924,73,木製品,,,
74,その他製造工業品,-,-,-,-,-,-,"38,670","29,235","9,435",-,-,-,180,165,15,74,その他製造工業品,,,
特殊品,,"227,098","29,084","198,014","102,149","11,641","90,508","2,798,078","1,564,501","1,233,577","714,471","536,305","178,166","1,661,157","1,508,165","152,992",特殊品,,,,
75,金属くず,-,-,-,-,-,-,"1,550",390,"1,160",-,-,-,"29,536","17,423","12,113",75,金属くず,,,
76,再利用資材,-,-,-,-,-,-,"8,918","7,138","1,780",-,-,-,"102,720","90,787","11,933",76,再利用資材,,,
77,動植物性製造飼肥料,"3,795","3,795",-,-,-,-,"8,700","7,010","1,690",-,-,-,"26,582","26,582",-,77,動植物性製造飼肥料,,,
78,廃棄物,-,-,-,-,-,-,"1,050",560,490,-,-,-,"8,632",-,"8,632",78,廃棄物,,,
79,廃土砂,-,-,-,-,-,-,50,40,10,-,-,-,"1,286,363","1,274,526","11,837",79,廃土砂,,,
80,輸送用容器,-,-,-,-,-,-,"97,015","31,395","65,620","2,109",-,"2,109","24,838","10,071","14,767",80,輸送用容器,,,
