,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,九州,,,,,,,,,,,,,,,,,,
,,長崎県,,大分県,,,宮崎県,,,鹿児島県,,,,沖縄県,,,,,,
,,若松,松浦,小計,大分,津久見,小計,細島,油津,小計,川内,志布志,硫黄島,小計,那覇,,,,,
合計,,"1,500","3,873","523,241","178,989","344,252","193,848","32,086","161,762","97,770","43,925","53,790",55,"296,436","296,436",,,,,
農水産品,,-,-,815,815,-,-,-,-,-,-,-,-,"12,860","12,860",,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,米,-,-,20,20,-,-,-,-,-,-,-,-,-,-,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
6,野菜・果物,-,-,395,395,-,-,-,-,-,-,-,-,"12,860","12,860",,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
10,その他畜産品,-,-,400,400,-,-,-,-,-,-,-,-,-,-,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
林産品,,-,-,940,940,-,-,-,-,-,-,-,-,-,-,,,,,
12,原木,-,-,100,100,-,-,-,-,-,-,-,-,-,-,,,,,
13,製材,-,-,300,300,-,-,-,-,-,-,-,-,-,-,,,,,
14,樹脂類,-,-,280,280,-,-,-,-,-,-,-,-,-,-,,,,,
15,木材チップ,-,-,120,120,-,-,-,-,-,-,-,-,-,-,,,,,
16,その他林産品,-,-,140,140,-,-,-,-,-,-,-,-,-,-,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
鉱産品,,-,-,"247,892",110,"247,782",-,-,-,-,-,-,-,-,-,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
21,砂利・砂,-,-,"31,572",-,"31,572",-,-,-,-,-,-,-,-,-,,,,,
22,石材,-,-,"107,260",-,"107,260",-,-,-,-,-,-,-,-,-,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
25,石灰石,-,-,"108,950",-,"108,950",-,-,-,-,-,-,-,-,-,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
27,非金属鉱物,-,-,110,110,-,-,-,-,-,-,-,-,-,-,,,,,
金属機械工業品,,-,-,"121,464","121,464",-,"16,710","3,430","13,280","28,790",-,"28,790",-,"78,916","78,916",,,,,
28,鉄鋼,-,-,30,30,-,-,-,-,-,-,-,-,-,-,,,,,
29,鋼材,-,-,"115,758","115,758",-,-,-,-,-,-,-,-,-,-,,,,,
30,非鉄金属,-,-,20,20,-,-,-,-,-,-,-,-,-,-,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
33,完成自動車,-,-,280,280,-,"13,920","1,590","12,330",-,-,-,-,"75,436","75,436",,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
36,自動車部品,-,-,40,40,-,-,-,-,-,-,-,-,-,-,,,,,
