37,その他輸送機械,-,-,"1,280","1,280",-,"2,790","1,840",950,"28,790",-,"28,790",-,"3,480","3,480",,,,,
38,産業機械,-,-,"3,536","3,536",-,-,-,-,-,-,-,-,-,-,,,,,
39,電気機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
40,測量・光学・医療用機械,-,-,130,130,-,-,-,-,-,-,-,-,-,-,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
42,その他機械,-,-,390,390,-,-,-,-,-,-,-,-,-,-,,,,,
化学工業品,,"1,500","3,873","127,935","31,465","96,470",-,-,-,-,-,-,-,-,-,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
44,セメント,-,-,"96,470",-,"96,470",-,-,-,-,-,-,-,-,-,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
46,窯業品,-,"3,873",-,-,-,-,-,-,-,-,-,-,-,-,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
49,その他の石油,-,-,"1,125","1,125",-,-,-,-,-,-,-,-,-,-,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
53,コークス,"1,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
55,化学薬品,-,-,50,50,-,-,-,-,-,-,-,-,-,-,,,,,
56,化学肥料,-,-,10,10,-,-,-,-,-,-,-,-,-,-,,,,,
57,その他化学工業品,-,-,"30,280","30,280",-,-,-,-,-,-,-,-,-,-,,,,,
軽工業品,,-,-,"11,090","11,090",-,"118,296",-,"118,296","43,925","43,925",-,-,"37,794","37,794",,,,,
58,紙・パルプ,-,-,"2,330","2,330",-,"118,296",-,"118,296","43,925","43,925",-,-,"3,180","3,180",,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
60,その他繊維工業品,-,-,30,30,-,-,-,-,-,-,-,-,-,-,,,,,
61,砂糖,-,-,240,240,-,-,-,-,-,-,-,-,-,-,,,,,
62,製造食品,-,-,"1,680","1,680",-,-,-,-,-,-,-,-,"10,700","10,700",,,,,
63,飲料,-,-,"6,620","6,620",-,-,-,-,-,-,-,-,"23,914","23,914",,,,,
64,水,-,-,190,190,-,-,-,-,-,-,-,-,-,-,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
雑工業品,,-,-,"10,385","10,385",-,-,-,-,-,-,-,-,"13,760","13,760",,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
69,文房具・運動娯楽用品・楽器,-,-,40,40,-,-,-,-,-,-,-,-,-,-,,,,,
70,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
71,その他日用品,-,-,"4,405","4,405",-,-,-,-,-,-,-,-,"13,760","13,760",,,,,
72,ゴム製品,-,-,"5,780","5,780",-,-,-,-,-,-,-,-,-,-,,,,,
73,木製品,-,-,20,20,-,-,-,-,-,-,-,-,-,-,,,,,
74,その他製造工業品,-,-,140,140,-,-,-,-,-,-,-,-,-,-,,,,,
特殊品,,-,-,"2,720","2,720",-,"58,842","28,656","30,186","25,055",-,"25,000",55,"153,106","153,106",,,,,
75,金属くず,-,-,600,600,-,-,-,-,55,-,-,55,-,-,,,,,
76,再利用資材,-,-,"1,620","1,620",-,-,-,-,-,-,-,-,-,-,,,,,
77,動植物性製造飼肥料,-,-,40,40,-,-,-,-,-,-,-,-,-,-,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
80,輸送用容器,-,-,360,360,-,-,-,-,-,-,-,-,"2,109","2,109",,,,,
81,取合せ品,-,-,100,100,-,"58,842","28,656","30,186","25,000",-,"25,000",-,"150,997","150,997",,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
