,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,デンマーク,,,,,,イギリス,,,,,,,,,アイルランド,,,,ポーランド,,,,,,,
,,小計,コペンハーゲン,オールフス,スカーン,フレデリカ,"諸港
(デンマーク)",小計,フィリクストーエ,ロンドン,リバプール,サザンプトン,ベルファスト,グリノック,グレーンジマス,諸港(イギリス),小計,ダブリン,コーク,"諸港
(アイルランド)",小計,,,,,,,
合計,,"7,970",298,"7,317",33,26,296,"164,508","9,995",85,60,"149,080",745,115,"3,798",630,"6,566","2,001","4,467",98,"25,645",合計,,,,,,
農水産品,,"1,171",-,"1,171",-,-,-,"6,954","1,625",60,60,"4,452",685,-,72,-,"1,167",808,286,73,"2,857",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,255,-,-,-,255,-,-,-,-,-,-,-,-,171,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,"1,102",-,-,-,"1,102",-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,142,-,-,-,142,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,255,-,255,-,-,-,"5,113","1,610",60,60,"2,698",685,-,-,-,774,488,286,-,"1,835",10,その他畜産品,,,,,
11,水産品,916,-,916,-,-,-,327,-,-,-,255,-,-,72,-,393,320,-,73,851,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,"1,346",15,-,-,"1,331",-,-,-,-,-,-,-,-,84,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,150,-,-,-,150,-,-,-,-,-,-,-,-,84,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,120,-,-,-,120,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,477,-,-,-,477,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,30,-,-,-,30,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,569,15,-,-,554,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,197,30,167,-,-,-,"32,206","6,572",-,-,"25,529",-,-,75,30,721,721,-,-,"1,251",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,405,-,-,-,405,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,"4,658","3,664",-,-,994,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,"1,494",40,-,-,"1,454",-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,15,-,15,-,-,-,"6,143",60,-,-,"6,053",-,-,30,-,-,-,-,-,60,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,60,-,60,-,-,-,"3,644","2,324",-,-,"1,320",-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,140,-,-,-,110,-,-,-,30,-,-,-,-,41,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,59,44,-,-,15,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,"7,249",204,-,-,"7,045",-,-,-,-,-,-,-,-,308,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,430,30,-,-,400,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,25,-,25,-,-,-,"4,267",154,-,-,"4,068",-,-,45,-,-,-,-,-,467,38,産業機械,,,,,
39,電気機械,67,-,67,-,-,-,"2,263",52,-,-,"2,211",-,-,-,-,16,16,-,-,165,39,電気機械,,,,,
40,測量・光学・医療用機械,30,30,-,-,-,-,"1,245",-,-,-,"1,245",-,-,-,-,705,705,-,-,210,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,120,-,-,-,120,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,89,-,-,-,89,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,759",87,"1,672",-,-,-,"34,302",915,-,-,"32,515",60,10,202,600,184,88,96,-,"1,990",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,796,5,-,-,769,-,-,22,-,-,-,-,-,25,43,陶磁器,,,,,
