68,衣服・身廻品・はきもの,"14,964","12,304","2,660","7,659","7,204",455,"1,152","1,107",45,"4,454","4,430",24,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,"5,652","4,408","1,244","3,384","3,047",337,107,97,10,"2,411","2,411",-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,"29,399","21,497","7,902","27,372","19,717","7,655","13,536","13,281",255,"3,305","3,305",-,70,70,-,-,-,-,70,家具装備品,,,
71,その他日用品,"261,341","231,432","29,909","253,272","224,694","28,578","120,938","115,798","5,140",805,805,-,-,-,-,"3,991","2,998",993,71,その他日用品,,,
72,ゴム製品,"26,849","13,571","13,278","24,520","13,170","11,350","3,530","3,140",390,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,
73,木製品,"26,120","24,976","1,144","4,045","3,825",220,345,335,10,"1,320","1,320",-,-,-,-,-,-,-,73,木製品,,,
74,その他製造工業品,"109,111","65,796","43,315","108,931","65,631","43,300","70,261","36,396","33,865",-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,
特殊品,,"7,266,571","4,742,129","2,524,442","5,605,414","3,233,964","2,371,450","1,440,422","942,337","498,085","277,150","119,124","158,026",442,-,442,"45,604","30,972","14,632",特殊品,,,,
75,金属くず,"33,894","18,368","15,526","4,358",945,"3,413","2,705",555,"2,150",-,-,-,-,-,-,103,-,103,75,金属くず,,,
76,再利用資材,"267,646","243,405","24,241","164,926","152,618","12,308","155,885","145,480","10,405",-,-,-,-,-,-,123,-,123,76,再利用資材,,,
77,動植物性製造飼肥料,"70,518","64,923","5,595","43,936","38,341","5,595","20,345","16,440","3,905","11,000","11,000",-,-,-,-,96,96,-,77,動植物性製造飼肥料,,,
78,廃棄物,"12,697","3,575","9,122","4,065","3,575",490,"3,015","3,015",-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,
79,廃土砂,"1,286,413","1,274,566","11,847",50,40,10,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,
80,輸送用容器,"299,135","80,740","218,395","274,297","70,669","203,628","173,557","37,805","135,752",-,-,-,-,-,-,"1,616","1,469",147,80,輸送用容器,,,
81,取合せ品,"5,296,268","3,056,552","2,239,716","5,113,782","2,967,776","2,146,006","1,084,915","739,042","345,873","266,150","108,124","158,026",442,-,442,"43,666","29,407","14,259",81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
