,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,内貿,,,,,,,,,,,,,,,,,,品種,,,,
,,合計,,,定期航路,,,,,,,,,,,,,,,,,,,
,,,,,合計,,,北海道,,,東北,,,関東,,,伊豆諸島,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,
合計,,"39,312,245","15,054,365","24,257,880","23,575,352","13,001,626","10,573,726","4,248,840","2,387,924","1,860,916","403,945","215,553","188,392","619,011","283,735","335,276","87,414","59,990","27,424",合計,,,,
農水産品,,"423,601","206,303","217,298","237,558","124,285","113,273","78,398","16,861","61,537","21,109","12,274","8,835",-,-,-,"32,864","21,448","11,416",農水産品,,,,
1,麦,"92,261","13,089","79,172","8,180","5,890","2,290","6,930","5,135","1,795",-,-,-,-,-,-,-,-,-,1,麦,,,
2,米,"53,870","38,610","15,260","53,265","38,005","15,260","14,755",170,"14,585",-,-,-,-,-,-,-,-,-,2,米,,,
3,とうもろこし,427,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,
4,豆類,"21,102","17,175","3,927","6,915","3,080","3,835","4,525","2,105","2,420",200,200,-,-,-,-,-,-,-,4,豆類,,,
5,その他雑穀,"2,382","1,897",485,920,435,485,595,130,465,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,
6,野菜・果物,"142,096","85,529","56,567","101,455","45,870","55,585","40,810","5,252","35,558","6,865","3,998","2,867",-,-,-,"5,130","5,130",-,6,野菜・果物,,,
7,綿花,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,"8,596","6,399","2,197","3,080","1,330","1,750","2,520",890,"1,630",-,-,-,-,-,-,-,-,-,8,その他農産品,,,
9,羊毛,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,
10,その他畜産品,"42,537","15,342","27,195","22,718","9,833","12,885","2,028",488,"1,540",627,627,-,-,-,-,"8,183","8,183",-,10,その他畜産品,,,
11,水産品,"60,279","27,814","32,465","41,025","19,842","21,183","6,235","2,691","3,544","13,417","7,449","5,968",-,-,-,"19,551","8,135","11,416",11,水産品,,,
林産品,,"109,823","77,669","32,154","68,755","50,071","18,684","18,560","12,720","5,840","27,885","27,885",-,-,-,-,270,266,4,林産品,,,,
12,原木,"1,082",22,"1,060","1,060",-,"1,060",-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,
13,製材,"81,542","64,337","17,205","49,991","38,766","11,225","13,010","8,190","4,820","25,740","25,740",-,-,-,-,266,266,-,13,製材,,,
14,樹脂類,"12,345","7,940","4,405","12,300","7,895","4,405","4,055","3,830",225,-,-,-,-,-,-,-,-,-,14,樹脂類,,,
15,木材チップ,"6,562",30,"6,532",910,30,880,30,30,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,
16,その他林産品,"7,957","5,130","2,827","4,159","3,170",989,"1,235",460,775,"2,145","2,145",-,-,-,-,4,-,4,16,その他林産品,,,
17,薪炭,335,210,125,335,210,125,230,210,20,-,-,-,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"4,964,468","99,655","4,864,813","14,438","8,198","6,240","4,803","3,983",820,825,825,-,-,-,-,-,-,-,鉱産品,,,,
18,石炭,"2,560",-,"2,560",20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,
20,金属鉱,"1,950","1,950",-,75,75,-,75,75,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,
21,砂利・砂,"3,739,294","31,026","3,708,268","2,463","1,293","1,170","1,313",838,475,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,
22,石材,"832,675","11,373","821,302","2,925","2,715",210,"1,235","1,050",185,-,-,-,-,-,-,-,-,-,22,石材,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,"223,511",800,"222,711","1,395",800,595,725,710,15,-,-,-,-,-,-,-,-,-,25,石灰石,,,
26,原塩,"3,800",20,"3,780","3,800",20,"3,780",-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,
27,非金属鉱物,"160,678","54,486","106,192","3,760","3,295",465,"1,455","1,310",145,825,825,-,-,-,-,-,-,-,27,非金属鉱物,,,
金属機械工業品,,"15,685,502","8,282,305","7,403,197","14,424,014","8,174,180","6,249,834","1,317,456","885,816","431,640","37,337","29,499","7,838",630,30,600,"1,315",936,379,金属機械工業品,,,,
28,鉄鋼,"10,985","2,610","8,375","10,865","2,490","8,375","7,245",575,"6,670",-,-,-,-,-,-,-,-,-,28,鉄鋼,,,
29,鋼材,"1,137,131","51,925","1,085,206","64,005","40,315","23,690","3,920","2,815","1,105",-,-,-,-,-,-,-,-,-,29,鋼材,,,
30,非鉄金属,"46,439","9,659","36,780","7,810","6,130","1,680",265,-,265,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,
31,金属製品,"75,748","41,692","34,056","48,439","21,892","26,547","15,450","11,185","4,265",-,-,-,-,-,-,339,297,42,31,金属製品,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,
33,完成自動車,"13,746,314","7,780,084","5,966,230","13,726,579","7,766,276","5,960,303","1,184,209","817,432","366,777",-,-,-,-,-,-,303,213,90,33,完成自動車,,,
34,その他輸送用車両,"11,327","9,162","2,165","11,197","9,102","2,095",217,112,105,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,
35,二輪自動車,359,160,199,351,153,198,5,-,5,-,-,-,-,-,-,337,148,189,35,二輪自動車,,,
36,自動車部品,"59,775","23,252","36,523","50,181","19,110","31,071","25,175","7,200","17,975",56,-,56,-,-,-,-,-,-,36,自動車部品,,,
37,その他輸送機械,"236,686","87,482","149,204","226,263","78,911","147,352","62,433","35,781","26,652",-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,
38,産業機械,"183,393","139,783","43,610","142,447","119,953","22,494","4,441","2,825","1,616",-,-,-,-,-,-,336,278,58,38,産業機械,,,
39,電気機械,"60,275","46,256","14,019","43,130","34,144","8,986","5,756","4,311","1,445","16,860","13,458","3,402",330,30,300,-,-,-,39,電気機械,,,
40,測量・光学・医療用機械,"43,937","30,370","13,567","31,494","23,966","7,528","1,060",5,"1,055","20,421","16,041","4,380",300,-,300,-,-,-,40,測量・光学・医療用機械,,,
41,事務用機器,"45,170","44,093","1,077","44,043","42,988","1,055","2,650","1,615","1,035",-,-,-,-,-,-,-,-,-,41,事務用機器,,,
42,その他機械,"27,963","15,777","12,186","17,210","8,750","8,460","4,630","1,960","2,670",-,-,-,-,-,-,-,-,-,42,その他機械,,,
化学工業品,,"7,913,773","490,438","7,423,335","817,261","389,530","427,731","76,945","68,442","8,503","6,924","2,220","4,704","567,477","233,243","334,234",700,700,-,化学工業品,,,,
43,陶磁器,114,94,20,20,-,20,20,-,20,-,-,-,-,-,-,-,-,-,43,陶磁器,,,
44,セメント,"2,464,080","33,339","2,430,741","6,089","1,924","4,165",995,680,315,-,-,-,-,-,-,339,339,-,44,セメント,,,
45,ガラス類,"12,855","12,443",412,"12,130","12,035",95,"11,000","10,905",95,-,-,-,-,-,-,-,-,-,45,ガラス類,,,
46,窯業品,"86,464","35,342","51,122","13,615","7,110","6,505","1,105","1,095",10,-,-,-,-,-,-,190,190,-,46,窯業品,,,
47,重油,"479,337","229,859","249,478","479,336","229,858","249,478",-,-,-,-,-,-,"479,336","229,858","249,478",-,-,-,47,重油,,,
48,揮発油,"2,776",901,"1,875","1,875",-,"1,875",-,-,-,-,-,-,"1,875",-,"1,875",-,-,-,48,揮発油,,,
49,その他の石油,"4,456,764","20,301","4,436,463","12,725","12,250",475,"8,560","8,445",115,-,-,-,-,-,-,20,20,-,49,その他の石油,,,
50,LNG/液化天然ガス,5,-,5,5,-,5,5,-,5,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,"6,630","6,605",25,236,211,25,70,60,10,-,-,-,-,-,-,151,151,-,51,LPG/液化石油ガス,,,
52,その他石油製品,"89,677","6,550","83,127","89,382","6,255","83,127","2,485","2,335",150,-,-,-,"86,212","3,385","82,827",-,-,-,52,その他石油製品,,,
53,コークス,"49,470","15,513","33,957",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,
54,石炭製品,20,-,20,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,
55,化学薬品,"101,539","43,072","58,467","55,952","41,274","14,678","42,897","37,624","5,273",-,-,-,-,-,-,-,-,-,55,化学薬品,,,
56,化学肥料,"6,840","3,355","3,485","6,795","3,325","3,470","3,415","1,725","1,690",-,-,-,-,-,-,-,-,-,56,化学肥料,,,
57,その他化学工業品,"157,202","83,064","74,138","139,081","75,288","63,793","6,393","5,573",820,"6,924","2,220","4,704",54,-,54,-,-,-,57,その他化学工業品,,,
軽工業品,,"2,474,770","781,732","1,693,038","1,978,574","683,960","1,294,614","1,102,367","287,591","814,776","20,420","11,455","8,965","50,392","50,392",-,"2,670","2,670",-,軽工業品,,,,
58,紙・パルプ,"1,415,882","193,902","1,221,980","1,162,069","184,844","977,225","837,576","122,455","715,121","6,503","1,100","5,403",-,-,-,-,-,-,58,紙・パルプ,,,
59,糸及び紡績半製品,254,194,60,10,10,-,10,10,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,
60,その他繊維工業品,"2,309","2,000",309,"1,105",985,120,905,905,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,
61,砂糖,"82,192","13,121","69,071","72,242","9,605","62,637","60,281","3,305","56,976","2,410",-,"2,410",-,-,-,-,-,-,61,砂糖,,,
62,製造食品,"299,002","188,730","110,272","272,096","166,813","105,283","73,975","43,746","30,229","9,527","8,375","1,152",30,30,-,394,394,-,62,製造食品,,,
63,飲料,"391,275","268,918","122,357","378,100","255,811","122,289","117,150","108,890","8,260",-,-,-,-,-,-,"2,276","2,276",-,63,飲料,,,
64,水,"70,692","51,307","19,385","70,692","51,307","19,385","3,950",490,"3,460",-,-,-,"50,362","50,362",-,-,-,-,64,水,,,
65,たばこ,"15,150","8,415","6,735","15,090","8,355","6,735","5,120","5,110",10,-,-,-,-,-,-,-,-,-,65,たばこ,,,
66,その他食料工業品,"198,014","55,145","142,869","7,170","6,230",940,"3,400","2,680",720,"1,980","1,980",-,-,-,-,-,-,-,66,その他食料工業品,,,
雑工業品,,"473,737","374,134","99,603","429,338","337,438","91,900","209,889","170,174","39,715","12,295","12,271",24,70,70,-,"3,991","2,998",993,雑工業品,,,,
67,がん具,301,150,151,155,150,5,20,20,-,-,-,-,-,-,-,-,-,-,67,がん具,,,
