"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2022-01-25 09:25:48","新橋駅前SL広場　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/01.html","芝地区","","新橋二丁目７番先","","","","開設時間　５：00～25：00まで","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/220125-03.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/220125-04.png","","","","","","","","35.667170","139.757464",""
"2023-09-12 14:19:42","新橋駅烏森口　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/02.html","芝地区","","新橋二丁目16番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230912-01.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230912-02.png","","","","","","","","35.666708","139.757691",""
"2020-01-21 15:23:06","桜田公園内　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/03.html","芝地区","","新橋三丁目16番15号","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/200121-01.png","","","","","","","","","","35.665808","139.756795",""
"2022-09-12 18:59:40","浜松町駅北口　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/05.html","芝地区","","浜松町一丁目31番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/05-01.png","","","","","","","","","","35.656711","139.756845",""
"2015-08-19 16:26:45","六本木駅6番出口　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/11.html","麻布地区","","六本木四丁目9番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/11-01.png","","","","","","","","","","35.663553","139.732583",""
"2020-01-21 14:59:54","有栖川宮記念公園内　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/13.html","麻布地区","","南麻布五丁目7番29号","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/200121_04.png","","","","","","","","","","35.651260","139.726313",""
"2015-08-19 16:32:02","溜池山王駅9番出口　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/14.html","赤坂地区","","赤坂二丁目3番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/14-01.png","","","","","","","","","","35.670664","139.742320",""
"2023-04-14 11:57:14","高橋是清翁記念公園　指定喫煙場所","009015005000","指定喫煙場所","指定喫煙場所（屋内）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/15.html","赤坂地区","","赤坂七丁目3番39号","","開設時間：7：00～21：00","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230414-01.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230414-02.png","","","","","","","","35.674100","139.728990",""
"2020-01-21 14:46:16","高輪二丁目東海大学前　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/16.html","高輪地区","","高輪二丁目2番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/200121_07.png","","","","","","","","","","35.638247","139.734548",""
"2015-08-25 14:25:16","大門駅A6出口　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/06.html","芝地区","","芝大門一丁目13番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/06-01.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/06-02.png","","","","","","","","35.657045","139.753186",""
"2022-07-29 11:55:21","田町駅東口デッキ下　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/17.html","芝浦港南地区","","芝浦三丁目1番先","","","","開設時間　５：00～25：00","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/220729-01.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/220729-02.png","","","","","","","","35.645202","139.747735",""
"2023-01-13 10:01:03","田町駅西口（2階）　指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/07.html","芝地区","","芝五丁目33番先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230113-03.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/230113-04.png","","","","","","","","35.646134","139.747143",""
"2024-05-02 16:19:13","品川駅港南口港南ふれあい広場指定喫煙場所","009015004000","指定喫煙場所","指定喫煙場所（屋外）","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/19.html","芝浦港南地区","","港南二丁目14番先","","","","コンテナ型　開設時間：5時00分～25時00分","","","","","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/240502-01.png","","https://www.city.minato.tokyo.jp/shisetsu/sonota/kitsuen/images/240502-02.png","","","","","","","","35.629452","139.741427",""
