年齢別人口　令和４年１１月１日現在,,,,
年齢,男,女,合計,
0,357,376,733,
1,408,378,786,
2,437,442,879,
3,508,452,960,
4,487,474,961,
5,576,508,"1,084",
6,531,527,"1,058",
7,564,563,"1,127",
8,577,596,"1,173",
9,627,579,"1,206",
小計,"5,072","4,895","9,967",
10,596,536,"1,132",
11,623,580,"1,203",
12,617,634,"1,251",
13,642,617,"1,259",
14,641,651,"1,292",
15,660,613,"1,273",
16,633,611,"1,244",
17,622,565,"1,187",
18,677,632,"1,309",
19,733,709,"1,442",
小計,"6,444","6,148","12,592",
20,738,693,"1,431",
21,802,767,"1,569",
22,787,795,"1,582",
23,717,745,"1,462",
24,759,759,"1,518",
25,716,701,"1,417",
26,774,695,"1,469",
27,712,685,"1,397",
28,699,666,"1,365",
29,719,659,"1,378",
小計,"7,423","7,165","14,588",
30,698,642,"1,340",
31,709,630,"1,339",
32,745,608,"1,353",
33,688,659,"1,347",
34,772,735,"1,507",
35,865,776,"1,641",
36,802,790,"1,592",
37,881,817,"1,698",
38,951,913,"1,864",
39,918,911,"1,829",
小計,"8,029","7,481","15,510",
40,967,946,"1,913",
41,940,914,"1,854",
42,"1,064",935,"1,999",
43,"1,093",974,"2,067",
44,"1,104","1,072","2,176",
45,"1,142","1,144","2,286",
46,"1,187","1,087","2,274",
47,"1,153","1,154","2,307",
48,"1,300","1,265","2,565",
49,"1,305","1,236","2,541",
小計,"11,255","10,727","21,982",
50,"1,353","1,273","2,626",
51,"1,259","1,216","2,475",
52,"1,201","1,181","2,382",
53,"1,178","1,135","2,313",
54,"1,228","1,158","2,386",
55,"1,157","1,043","2,200",
56,918,866,"1,784",
57,"1,064","1,058","2,122",
58,"1,014",960,"1,974",
59,918,906,"1,824",
小計,"11,290","10,796","22,086",
60,899,836,"1,735",
61,838,848,"1,686",
62,779,770,"1,549",
63,769,848,"1,617",
64,784,858,"1,642",
65,707,805,"1,512",
66,747,812,"1,559",
67,757,924,"1,681",
68,740,948,"1,688",
69,811,"1,007","1,818",
小計,"7,831","8,656","16,487",
70,900,"1,026","1,926",
71,938,"1,111","2,049",
72,995,"1,271","2,266",
73,"1,162","1,369","2,531",
74,"1,221","1,432","2,653",
75,"1,123","1,322","2,445",
76,689,881,"1,570",
77,749,894,"1,643",
78,843,"1,153","1,996",
79,835,"1,068","1,903",
小計,"9,455","11,527","20,982",
80,865,"1,012","1,877",
81,755,934,"1,689",
82,654,861,"1,515",
83,551,695,"1,246",
84,485,635,"1,120",
85,472,579,"1,051",
86,412,599,"1,011",
87,316,521,837,
88,287,409,696,
89,227,404,631,
小計,"5,024","6,649","11,673",
90,191,341,532,
91,151,269,420,
92,106,226,332,
93,77,181,258,
94,48,159,207,
95,40,129,169,
96,29,92,121,
97,16,71,87,
98,10,39,49,
99,3,32,35,
小計,671,"1,539","2,210",
100以上,9,57,66,
合計,"72,503","75,640","148,143",
,,,,
