年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,5,0,12,8,1,5,4,8,4,6,2,1,29,19,11,8,7,6,3,3,1,2,2,2,3,3,15,6,50,52,2,2,9,5,7,10,6,9,8,7,3,1,9,5,7,8,10,14,2,7,5,3,3,9,0,2,9,3,2,6,10,8,6,5,1,1,9,5,23,12,2,0,4,3,15,4,13,6,15,15,40,32,4,3,3,6,1,0,5,3,8,13,12,10,4,4,6,7,6,5,0,0,10,4,5,11,0,4,5,1,0,1,13,8,10,7,7,6,3,2,2,3,2,4,11,15,22,17,9,8,3,7,9,8,8,7,10,11,6,12,25,24,1,4,6,12,6,9,6,2,6,3,1,0,2,3,0,0,1,3,0,1,10,8,617,567,"1,184"
10,2,5,4,13,6,4,6,7,8,7,5,2,18,18,11,10,6,6,2,3,1,1,6,2,3,3,9,9,72,52,7,3,8,2,11,4,5,7,4,6,1,4,2,2,8,1,6,10,6,1,8,5,7,9,3,2,6,4,6,1,7,14,5,9,0,3,10,3,19,8,0,0,5,2,12,18,8,8,12,17,44,29,2,7,9,4,1,1,2,7,14,13,9,9,6,5,6,7,4,5,0,0,6,9,9,9,2,3,3,0,1,1,11,10,11,9,5,5,2,0,4,2,2,1,7,17,22,14,12,5,3,4,13,7,12,6,11,8,2,2,24,31,3,3,9,8,5,7,1,3,1,4,1,1,3,1,0,3,0,0,0,0,5,10,612,555,"1,167"
11,2,2,14,8,5,6,2,4,5,8,4,5,25,26,10,11,5,3,0,1,0,2,8,4,10,2,9,6,53,55,5,4,3,6,7,6,5,9,9,9,6,5,4,5,7,7,11,9,4,4,4,8,3,1,1,0,7,9,5,3,9,2,3,6,0,2,6,8,12,18,2,0,4,5,14,13,3,5,16,20,31,37,4,3,3,1,0,1,6,4,13,9,16,12,10,2,7,4,6,1,0,0,9,8,14,14,2,2,0,6,0,3,7,11,13,7,5,6,3,2,3,4,1,1,12,9,28,15,6,14,3,7,8,8,10,12,10,7,12,13,28,22,1,3,4,12,4,13,7,3,10,4,3,0,1,1,2,1,2,3,2,1,5,4,613,597,"1,210"
12,2,1,9,7,6,4,6,6,4,5,4,4,36,21,19,14,6,12,1,3,2,4,3,2,5,2,12,7,46,51,7,4,9,5,10,6,8,8,6,5,4,5,2,3,6,7,11,13,4,6,4,7,9,4,1,2,13,6,4,6,4,9,2,3,3,0,6,5,6,14,0,1,4,6,15,10,8,5,21,20,22,35,6,0,3,3,1,2,4,5,14,9,16,11,5,3,4,7,4,4,0,0,7,9,13,8,4,2,2,3,0,2,8,11,8,15,2,1,3,1,6,4,4,4,11,14,16,15,10,9,9,4,10,6,7,15,9,12,6,10,32,38,3,3,9,9,7,6,1,4,6,4,2,0,3,3,2,0,4,4,1,0,9,9,621,607,"1,228"
13,4,4,7,11,10,4,9,4,13,10,2,5,34,46,8,17,7,5,0,2,3,1,2,2,4,5,13,15,70,43,7,2,8,7,5,9,4,3,2,6,6,2,2,1,8,15,14,9,4,10,3,4,10,7,0,4,6,7,2,6,6,5,5,6,3,0,7,4,15,17,0,1,6,1,18,12,6,4,20,14,14,20,1,9,6,2,2,0,6,8,17,20,16,20,1,3,9,13,1,10,0,0,10,11,10,17,5,2,6,3,3,2,18,8,15,16,3,8,3,4,6,3,5,4,7,12,20,12,9,12,8,8,11,8,17,6,10,12,11,8,34,32,2,3,6,6,10,4,3,4,7,7,0,1,7,2,3,0,2,1,1,1,2,6,680,658,"1,338"
14,3,5,9,8,8,7,6,4,10,5,2,5,25,22,15,13,9,5,3,1,1,2,4,2,5,4,17,14,57,59,5,2,4,11,5,7,2,4,3,7,8,8,4,4,6,6,5,7,6,1,8,6,2,6,3,3,7,4,6,4,6,6,3,3,1,0,7,3,10,9,0,0,6,5,19,16,5,8,15,17,11,13,4,4,7,5,1,1,3,6,10,11,18,18,4,5,10,7,5,6,0,0,9,8,16,11,7,3,4,7,0,2,10,15,11,6,2,6,0,1,5,3,5,5,11,18,11,11,16,8,4,3,8,16,13,8,10,12,10,10,33,35,3,2,9,5,9,8,1,2,7,9,5,0,3,2,1,2,0,3,1,4,7,8,624,612,"1,236"
15,6,1,7,11,3,7,7,10,6,8,3,3,32,19,11,14,6,4,3,4,2,2,3,0,5,4,8,6,67,49,6,8,7,9,6,11,2,4,11,3,5,9,3,2,8,9,11,10,8,4,8,11,8,4,4,2,6,10,6,2,6,9,2,0,0,1,7,8,8,8,4,2,1,7,11,18,7,10,20,15,8,15,6,4,3,9,0,2,6,5,12,10,12,24,6,5,7,13,8,7,0,0,9,10,10,22,4,7,3,5,3,1,10,10,11,8,2,3,3,0,7,7,1,1,14,11,17,13,13,7,8,6,9,6,12,10,17,12,14,5,42,30,1,1,5,12,7,6,3,3,6,9,0,4,6,1,1,3,3,1,3,2,6,10,652,638,"1,290"
16,4,4,9,9,9,4,6,5,2,2,4,5,33,35,13,17,4,8,3,1,3,3,5,4,8,4,12,9,54,50,5,2,5,3,8,6,4,4,6,10,7,4,5,0,8,1,9,7,12,3,3,8,6,4,3,4,9,7,2,1,9,4,2,2,1,1,8,8,4,6,0,2,5,2,9,15,3,6,21,13,3,8,2,5,4,3,0,3,9,4,10,9,20,13,4,6,6,4,6,7,0,0,7,4,17,11,4,9,4,4,2,1,8,11,13,14,4,7,2,2,6,1,1,3,9,17,15,18,10,7,6,3,10,7,14,8,13,16,8,9,30,29,1,2,4,6,11,6,5,3,6,8,0,1,5,1,2,2,0,2,1,1,8,9,613,567,"1,180"
17,1,5,6,11,10,2,7,9,11,7,5,2,29,24,14,14,8,9,5,0,0,1,3,3,7,5,7,6,54,52,3,2,12,5,6,10,4,4,2,5,0,5,2,0,7,4,7,12,3,3,7,3,10,9,3,0,11,4,4,3,5,6,5,3,1,1,10,9,8,10,0,0,6,3,12,5,9,8,18,18,11,5,3,8,5,5,3,1,4,10,13,10,18,12,4,2,5,5,6,5,0,0,12,2,8,8,5,8,5,2,3,2,9,9,8,12,6,6,2,2,7,7,4,5,7,5,7,12,7,9,11,7,11,8,9,10,13,11,10,11,35,36,3,3,6,5,9,6,3,6,7,8,0,1,3,3,0,4,1,2,2,1,8,11,615,567,"1,182"
18,5,3,5,11,6,7,7,10,8,10,3,5,34,28,21,12,12,12,5,3,2,2,3,3,6,4,13,12,68,61,5,2,9,2,9,6,5,4,12,8,8,9,4,3,11,7,10,4,6,9,5,8,5,7,2,4,12,9,7,5,6,4,0,2,0,0,5,6,15,8,2,4,4,5,5,9,6,9,27,22,6,3,8,1,4,7,3,1,10,8,21,12,15,18,4,6,8,6,7,6,0,0,10,11,11,19,3,5,5,5,1,0,24,18,12,16,5,4,3,2,7,3,1,3,13,11,14,14,11,13,7,6,10,10,12,14,11,15,10,16,32,36,7,3,9,9,8,9,11,3,3,8,2,3,3,2,2,1,1,0,2,2,6,11,720,679,"1,399"
19,4,4,14,16,13,8,10,9,7,4,6,4,18,21,12,13,7,15,2,2,0,0,2,4,0,3,18,11,66,66,4,5,6,11,12,2,5,6,4,7,10,6,6,1,4,13,13,11,3,7,4,2,7,6,3,0,8,7,3,4,10,10,5,2,1,1,9,5,12,12,5,7,8,3,4,9,9,12,33,24,3,8,8,6,7,7,1,2,8,9,10,15,20,11,12,5,5,8,14,7,0,0,5,7,21,12,7,7,3,3,0,3,29,31,12,8,6,6,3,1,3,3,1,2,10,19,21,12,6,11,9,9,7,6,9,6,16,16,11,12,31,27,4,2,10,7,7,11,12,6,4,7,0,1,2,2,6,2,1,1,4,4,8,7,723,682,"1,405"
20,7,6,11,9,6,11,6,7,6,7,8,4,17,17,16,22,9,15,5,1,1,1,4,2,8,6,13,15,70,60,3,2,5,8,8,4,3,10,9,12,6,7,3,7,12,16,10,11,4,6,9,1,10,5,5,3,19,7,9,5,13,4,3,4,1,1,11,12,18,18,5,10,12,10,13,11,3,9,27,19,14,6,7,4,7,2,1,3,11,14,6,17,20,14,7,9,6,7,23,6,0,0,9,6,14,11,4,6,4,5,2,0,20,26,17,11,7,9,0,2,4,4,2,1,8,12,14,12,11,15,6,9,11,6,11,14,23,25,10,12,24,17,2,2,10,5,5,10,7,8,6,10,1,3,2,2,4,2,3,2,3,1,7,10,761,725,"1,486"
21,4,5,14,16,7,15,12,5,9,12,7,5,30,15,22,15,11,9,3,1,1,0,9,7,6,3,15,21,86,59,7,4,8,10,10,12,5,7,11,10,12,9,6,8,12,6,7,7,2,4,7,9,7,9,2,0,10,7,7,4,7,13,7,1,0,0,12,19,13,14,12,10,8,5,9,14,13,15,26,26,9,6,11,3,6,6,3,3,11,11,15,16,12,11,7,5,9,9,8,8,0,0,8,9,14,22,2,4,2,4,2,1,19,26,12,12,4,8,3,1,3,8,3,6,11,16,13,10,8,13,6,7,9,11,17,16,16,19,19,12,12,25,2,4,9,6,7,16,14,10,7,2,2,2,2,1,3,0,3,1,2,1,11,17,792,779,"1,571"
22,6,2,15,23,8,9,12,6,4,11,5,4,18,20,18,13,10,13,2,0,4,0,6,2,6,10,15,22,97,55,11,8,3,5,7,12,7,8,13,15,18,13,8,6,12,13,13,14,2,4,5,1,6,15,1,1,8,4,4,5,9,9,0,2,0,0,11,17,16,27,6,11,9,5,6,12,10,12,32,25,5,5,4,9,4,5,2,6,18,18,12,17,13,13,8,2,8,8,6,14,0,0,10,10,3,8,6,2,3,3,1,2,17,21,14,15,6,3,2,2,5,3,2,4,13,15,8,8,8,9,7,8,7,6,11,10,8,15,15,12,12,19,3,3,8,5,10,10,4,9,4,2,1,6,5,1,2,5,1,0,3,3,15,12,737,762,"1,499"
23,4,5,17,30,8,2,13,18,8,8,5,9,15,19,15,11,9,3,0,2,1,0,3,3,5,3,17,22,66,60,4,4,7,3,7,8,9,7,28,21,11,16,4,8,16,16,12,7,3,5,9,8,13,16,4,1,8,15,1,1,10,13,0,0,1,0,16,17,26,18,12,5,3,12,3,13,8,17,34,28,9,9,12,6,4,10,1,3,19,22,13,12,13,16,5,8,6,3,7,3,0,0,11,13,13,21,3,6,4,3,5,3,23,14,6,6,7,4,1,2,3,6,0,5,11,18,14,10,12,15,2,5,7,5,8,7,19,8,14,15,5,17,3,5,5,2,8,7,6,9,3,4,0,0,0,1,0,2,0,1,3,1,9,13,729,774,"1,503"
24,6,3,14,31,5,7,9,15,16,10,7,10,11,17,21,10,15,4,2,1,5,1,5,2,9,6,17,19,61,52,5,3,13,4,5,7,5,6,27,23,10,15,7,15,22,14,5,10,5,3,1,7,13,4,4,6,10,6,3,2,8,3,1,1,0,0,13,18,18,21,9,11,11,8,5,10,14,16,31,37,8,7,6,2,7,4,3,0,11,15,15,11,8,11,10,7,7,5,5,4,0,0,12,11,8,11,3,2,2,2,1,1,21,21,11,12,6,4,1,2,1,5,3,1,11,18,7,8,12,11,4,10,6,6,8,6,23,15,13,13,10,13,2,0,1,7,6,11,8,1,2,2,2,1,3,1,3,1,3,1,1,1,19,14,741,716,"1,457"
25,6,2,24,24,6,10,20,15,3,9,6,6,13,15,15,12,16,7,2,0,1,0,1,2,10,6,18,19,75,53,3,5,4,10,10,7,15,9,31,18,11,18,8,11,16,15,16,6,2,0,3,6,13,16,3,3,9,9,4,1,4,4,3,3,0,0,12,14,30,20,9,5,22,9,6,11,8,15,18,39,5,7,8,3,2,5,1,2,11,14,15,20,12,9,6,5,4,7,6,8,0,0,13,10,10,7,1,4,2,2,1,2,20,27,15,13,3,9,3,2,3,2,4,2,21,12,11,9,15,11,5,10,8,6,9,4,17,11,7,18,7,12,3,2,6,1,13,19,6,11,2,2,1,1,4,3,1,2,1,1,0,0,14,17,772,746,"1,518"
26,1,3,15,26,12,12,18,13,9,10,3,5,11,13,10,11,12,14,0,0,1,1,4,2,8,9,28,14,59,51,4,3,5,6,15,9,5,6,31,15,14,10,9,13,16,9,6,3,6,3,2,4,8,16,5,4,7,12,3,3,7,4,0,0,1,1,13,11,24,15,8,3,12,8,7,5,5,17,27,32,3,8,6,3,7,7,0,3,12,15,8,26,13,14,14,9,4,4,10,3,0,0,16,10,9,2,1,7,4,1,4,4,30,21,7,14,3,2,1,0,5,3,2,2,22,20,7,7,15,10,2,9,3,5,3,5,16,13,16,12,3,7,1,2,2,5,13,8,1,2,1,3,1,3,4,1,1,1,0,1,1,0,15,11,717,679,"1,396"
27,6,3,14,31,11,9,20,17,10,11,4,4,11,16,14,7,5,4,0,0,5,3,5,3,6,1,28,14,73,48,7,6,6,8,5,6,8,10,27,22,21,14,4,5,16,12,8,7,2,3,2,4,18,7,4,4,7,6,2,7,4,9,1,0,0,0,17,7,20,17,13,9,14,8,8,14,11,12,24,24,4,5,6,6,4,4,0,0,16,14,21,18,14,6,8,10,6,2,5,7,0,0,12,6,7,9,1,3,3,3,3,0,19,20,9,11,3,3,2,2,1,2,3,2,17,21,9,5,17,19,5,4,4,7,5,5,10,8,21,13,5,10,3,1,10,6,3,13,5,3,1,6,2,0,6,1,1,1,3,1,0,0,13,9,748,658,"1,406"
28,3,2,23,23,10,7,12,7,12,9,7,11,10,16,8,7,9,6,1,1,2,1,3,0,10,17,21,22,41,45,4,2,7,4,9,4,9,10,23,20,17,19,4,5,16,13,10,6,5,4,4,2,6,10,4,5,4,3,4,4,4,7,2,1,0,2,18,9,20,13,8,2,11,11,8,4,15,12,26,31,4,11,4,7,2,3,3,0,13,12,14,12,13,14,13,9,3,4,7,4,0,0,11,7,8,5,2,3,3,2,1,2,21,23,12,10,5,6,0,3,0,2,2,3,15,20,2,2,16,8,6,5,9,9,10,3,12,11,18,11,8,9,3,0,6,3,5,7,6,4,1,3,0,2,1,1,0,0,3,1,0,0,12,22,684,640,"1,324"
29,5,0,27,14,5,6,12,16,14,8,6,4,13,19,14,5,5,7,2,2,1,2,2,2,10,7,20,16,55,35,2,5,11,5,8,10,10,11,36,12,15,14,9,11,18,7,2,4,7,6,3,2,11,10,2,3,12,8,2,6,6,2,0,0,1,0,13,20,16,22,6,5,13,14,4,6,16,13,25,21,7,12,3,1,3,7,2,0,15,18,13,15,18,17,11,9,4,2,8,9,0,0,7,12,10,5,4,2,3,1,0,2,22,34,12,6,7,10,0,3,2,2,2,2,12,12,5,6,8,3,4,5,6,5,6,7,11,13,14,14,6,13,1,1,3,0,8,6,9,4,5,4,0,2,0,0,0,2,2,1,0,1,12,16,704,644,"1,348"
30,3,7,20,22,14,5,12,7,7,13,7,5,11,14,15,6,8,6,1,2,3,5,7,5,12,7,24,19,50,44,4,4,7,7,9,8,7,10,23,17,15,17,10,6,12,8,2,6,4,6,3,4,13,15,2,4,5,4,8,3,10,9,2,2,1,1,15,12,14,14,4,3,17,14,5,3,10,19,36,27,8,9,6,8,4,4,1,0,9,11,13,20,17,9,15,11,4,6,3,8,0,0,8,8,9,11,4,5,2,2,2,0,29,20,6,7,4,5,4,2,3,2,4,6,11,14,6,7,9,5,9,8,6,2,4,5,12,9,9,13,6,6,2,2,2,2,9,12,4,4,1,2,1,0,0,0,2,0,1,1,2,1,12,9,695,646,"1,341"
31,7,5,25,17,5,5,7,12,8,9,8,4,18,17,6,6,9,6,4,5,3,2,4,3,12,7,16,15,41,44,5,4,12,5,6,7,5,11,26,11,18,26,5,5,11,8,5,9,6,8,4,2,4,9,3,2,3,6,5,3,2,5,0,3,0,0,13,6,19,18,5,3,9,8,4,5,11,10,14,34,8,3,6,4,3,1,0,0,7,9,19,10,18,17,15,3,3,5,3,2,0,0,15,3,14,10,1,2,3,3,2,1,28,16,8,13,6,8,3,1,3,2,1,4,22,20,3,8,7,7,6,4,12,5,2,7,18,18,18,7,23,15,1,1,3,3,5,6,3,5,3,4,0,0,2,2,1,0,1,0,0,0,18,11,682,605,"1,287"
32,2,5,13,22,5,5,12,11,8,7,3,5,15,8,5,11,8,6,4,1,2,5,7,3,11,4,13,13,52,41,4,2,3,6,12,5,6,11,22,17,14,9,5,9,13,9,10,12,9,7,3,5,9,7,3,1,7,8,6,8,8,10,0,0,1,0,22,15,27,19,8,3,11,11,3,9,16,10,25,10,10,11,3,4,3,6,1,0,12,13,11,17,23,17,10,11,7,4,6,7,0,0,12,9,14,6,1,1,3,3,1,0,27,16,12,12,5,4,1,3,3,2,6,5,19,13,10,2,13,6,1,4,4,7,9,7,12,10,10,11,14,17,2,1,3,2,11,6,5,5,3,2,0,1,1,2,2,0,4,1,2,0,17,7,720,605,"1,325"
33,3,4,15,12,6,8,10,10,8,6,5,7,21,14,9,6,11,10,2,3,3,6,4,1,7,8,12,20,37,33,2,3,5,4,12,12,14,11,22,22,10,10,5,3,13,13,3,8,4,10,5,4,12,8,2,3,11,7,8,5,6,6,2,1,0,0,18,22,16,20,5,5,10,7,10,8,14,15,28,16,10,14,4,6,4,8,2,1,3,10,23,18,14,18,16,7,5,7,13,5,0,0,11,8,11,14,4,6,3,2,1,2,24,25,12,10,3,5,2,2,3,3,2,2,10,25,5,8,11,18,6,4,1,5,13,5,16,23,17,6,12,19,2,2,4,6,8,12,6,7,1,0,1,1,0,4,1,0,5,1,1,0,12,11,692,701,"1,393"
34,4,3,19,15,4,10,17,11,11,9,5,10,18,15,13,11,11,7,3,0,5,3,6,5,10,11,11,13,44,41,4,9,5,4,9,9,14,12,24,14,10,12,6,4,12,10,13,8,10,6,8,2,6,13,4,2,10,11,4,3,9,5,3,2,1,0,13,14,24,12,7,1,3,11,9,4,7,18,28,20,15,17,4,4,8,7,1,1,12,8,13,12,11,26,16,7,6,7,4,6,0,0,10,11,14,9,1,5,3,0,5,3,23,23,14,11,11,2,0,3,5,1,1,1,20,16,9,14,9,24,5,6,7,10,10,5,14,15,14,11,19,31,1,0,5,5,6,12,8,7,7,3,0,3,2,2,4,1,4,3,0,0,16,14,761,716,"1,477"
