町丁目別人口・世帯数　令和４年７月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,432,528,960,516
関戸２丁目,"1,322","1,423","2,745","1,531"
関戸３丁目,652,724,"1,376",712
関戸４丁目,"1,060","1,146","2,206","1,298"
関戸５丁目,706,762,"1,468",771
関戸６丁目,471,481,952,449
,"4,643","5,064","9,707","5,277"
,,,,
連光寺１丁目,"1,904","1,907","3,811","1,650"
連光寺２丁目,"1,183","1,174","2,357","1,024"
連光寺３丁目,876,872,"1,748",831
連光寺４丁目,282,256,538,262
連光寺５丁目,205,186,391,199
連光寺６丁目,421,347,768,396
,"4,871","4,742","9,613","4,362"
,,,,
貝取,606,558,"1,164",623
,606,558,"1,164",623
,,,,
乞田,"1,304","1,211","2,515","1,310"
,"1,304","1,211","2,515","1,310"
,,,,
和田,"4,807","4,549","9,356","4,365"
,"4,807","4,549","9,356","4,365"
,,,,
百草,454,438,892,435
,454,438,892,435
,,,,
落川,639,630,"1,269",578
,639,630,"1,269",578
,,,,
東寺方,878,844,"1,722",836
東寺方１丁目,581,657,"1,238",619
,"1,459","1,501","2,960","1,455"
,,,,
一ノ宮１丁目,"1,202",989,"2,191","1,411"
一ノ宮２丁目,792,777,"1,569",953
一ノ宮３丁目,428,454,882,520
一ノ宮４丁目,"1,010","1,021","2,031","1,065"
,"3,432","3,241","6,673","3,949"
,,,,
桜ヶ丘１丁目,936,"1,033","1,969",921
桜ヶ丘２丁目,646,735,"1,381",626
桜ヶ丘３丁目,591,637,"1,228",538
桜ヶ丘４丁目,772,826,"1,598",850
,"2,945","3,231","6,176","2,935"
,,,,
和田（百草団地）,606,656,"1,262",874
,606,656,"1,262",874
,,,,
聖ヶ丘１丁目,890,988,"1,878",882
聖ヶ丘２丁目,800,939,"1,739",837
聖ヶ丘３丁目,"1,018","1,084","2,102",949
聖ヶ丘４丁目,358,383,741,302
聖ヶ丘５丁目,64,52,116,37
,"3,130","3,446","6,576","3,007"
,,,,
馬引沢１丁目,930,911,"1,841",966
馬引沢２丁目,"1,248","1,155","2,403","1,314"
,"2,178","2,066","4,244","2,280"
,,,,
山王下１丁目,294,317,611,490
,294,317,611,490
,,,,
中沢１丁目,710,635,"1,345",794
中沢２丁目,905,966,"1,871",853
,"1,615","1,601","3,216","1,647"
,,,,
唐木田１丁目,"1,094","1,194","2,288","1,163"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,094","1,194","2,288","1,163"
,,,,
諏訪１丁目,"2,066","2,077","4,143","2,064"
諏訪２丁目,"1,731","1,907","3,638","1,606"
諏訪３丁目,513,523,"1,036",518
諏訪４丁目,606,752,"1,358",745
諏訪５丁目,301,409,710,442
諏訪６丁目,0,0,0,0
,"5,217","5,668","10,885","5,375"
,,,,
永山１丁目,948,977,"1,925","1,148"
永山２丁目,"1,554","1,566","3,120","1,562"
永山３丁目,"1,866","2,099","3,965","2,039"
永山４丁目,"1,352","1,528","2,880","1,847"
永山５丁目,924,"1,073","1,997",889
永山６丁目,619,608,"1,227",614
永山７丁目,0,0,0,0
,"7,263","7,851","15,114","8,099"
,,,,
貝取１丁目,"1,035",938,"1,973",989
貝取２丁目,"1,555","1,733","3,288","1,514"
貝取３丁目,403,547,950,452
貝取４丁目,509,547,"1,056",533
貝取５丁目,242,296,538,320
,"3,744","4,061","7,805","3,808"
,,,,
豊ヶ丘１丁目,"1,622","1,560","3,182","1,658"
豊ヶ丘２丁目,"1,406","1,455","2,861","1,337"
豊ヶ丘３丁目,731,848,"1,579",707
豊ヶ丘４丁目,326,376,702,409
豊ヶ丘５丁目,585,679,"1,264",651
豊ヶ丘６丁目,417,492,909,509
,"5,087","5,410","10,497","5,271"
,,,,
落合１丁目,"1,446","1,555","3,001","1,522"
落合２丁目,"1,154","1,112","2,266",917
落合３丁目,"1,443","1,531","2,974","1,512"
落合４丁目,944,"1,110","2,054","1,108"
落合５丁目,"1,034","1,087","2,121",931
落合６丁目,880,844,"1,724",796
,"6,901","7,239","14,140","6,786"
,,,,
鶴牧１丁目,"1,310","1,346","2,656","1,264"
鶴牧２丁目,892,809,"1,701",891
鶴牧３丁目,"2,073","2,236","4,309","1,582"
鶴牧４丁目,349,390,739,334
鶴牧５丁目,899,"1,030","1,929",856
鶴牧６丁目,858,892,"1,750",799
,"6,381","6,703","13,084","5,726"
,,,,
南野１丁目,1,0,1,1
南野２丁目,486,459,945,498
南野３丁目,449,464,913,393
,936,923,"1,859",892
,,,,
東寺方３丁目,128,192,320,179
,128,192,320,179
,,,,
和田３丁目,381,461,842,503
,381,461,842,503
,,,,
愛宕１丁目,246,269,515,291
愛宕２丁目,413,439,852,487
愛宕３丁目,284,415,699,454
愛宕４丁目,"1,218","1,371","2,589","1,397"
,"2,161","2,494","4,655","2,629"
,,,,
,"72,276","75,447","147,723","74,018"
