年齢別人口　令和４年７月１日現在,,,,
年齢,男,女,合計,
0,358,358,716,
1,413,374,787,
2,463,455,918,
3,476,437,913,
4,537,483,"1,020",
5,559,537,"1,096",
6,521,520,"1,041",
7,575,585,"1,160",
8,599,586,"1,185",
9,617,567,"1,184",
小計,"5,118","4,902","10,020",
10,612,555,"1,167",
11,613,597,"1,210",
12,621,607,"1,228",
13,680,658,"1,338",
14,624,612,"1,236",
15,652,638,"1,290",
16,613,567,"1,180",
17,615,567,"1,182",
18,720,679,"1,399",
19,723,682,"1,405",
小計,"6,473","6,162","12,635",
20,761,725,"1,486",
21,792,779,"1,571",
22,737,762,"1,499",
23,729,774,"1,503",
24,741,716,"1,457",
25,772,746,"1,518",
26,717,679,"1,396",
27,748,658,"1,406",
28,684,640,"1,324",
29,704,644,"1,348",
小計,"7,385","7,123","14,508",
30,695,646,"1,341",
31,682,605,"1,287",
32,720,605,"1,325",
33,692,701,"1,393",
34,761,716,"1,477",
35,858,778,"1,636",
36,802,807,"1,609",
37,917,826,"1,743",
38,935,901,"1,836",
39,927,927,"1,854",
小計,"7,989","7,512","15,501",
40,928,931,"1,859",
41,"1,000",918,"1,918",
42,"1,057",932,"1,989",
43,"1,110","1,000","2,110",
44,"1,083","1,099","2,182",
45,"1,170","1,100","2,270",
46,"1,153","1,121","2,274",
47,"1,250","1,209","2,459",
48,"1,270","1,245","2,515",
49,"1,268","1,248","2,516",
小計,"11,289","10,803","22,092",
50,"1,392","1,262","2,654",
51,"1,199","1,177","2,376",
52,"1,201","1,141","2,342",
53,"1,220","1,176","2,396",
54,"1,166","1,099","2,265",
55,"1,100",960,"2,060",
56,954,961,"1,915",
57,"1,029","1,010","2,039",
58,995,921,"1,916",
59,911,881,"1,792",
小計,"11,167","10,588","21,755",
60,879,846,"1,725",
61,815,812,"1,627",
62,778,784,"1,562",
63,769,845,"1,614",
64,738,855,"1,593",
65,730,801,"1,531",
66,745,862,"1,607",
67,747,928,"1,675",
68,777,943,"1,720",
69,841,"1,029","1,870",
小計,"7,819","8,705","16,524",
70,913,"1,036","1,949",
71,961,"1,172","2,133",
72,"1,029","1,288","2,317",
73,"1,198","1,381","2,579",
74,"1,230","1,487","2,717",
75,"1,015","1,207","2,222",
76,622,819,"1,441",
77,778,930,"1,708",
78,878,"1,210","2,088",
79,848,"1,025","1,873",
小計,"9,472","11,555","21,027",
80,842,989,"1,831",
81,729,933,"1,662",
82,629,796,"1,425",
83,510,667,"1,177",
84,519,637,"1,156",
85,454,588,"1,042",
86,393,619,"1,012",
87,314,477,791,
88,285,414,699,
89,230,399,629,
小計,"4,905","6,519","11,424",
90,186,332,518,
91,151,279,430,
92,94,209,303,
93,80,182,262,
94,46,172,218,
95,38,115,153,
96,27,90,117,
97,16,70,86,
98,9,38,47,
99,7,35,42,
小計,654,"1,522","2,176",
100以上,5,56,61,
合計,"72,276","75,447","147,723",
,,,,
