町丁目別人口・世帯数　令和４年８月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,434,525,959,515
関戸２丁目,"1,331","1,427","2,758","1,541"
関戸３丁目,654,724,"1,378",712
関戸４丁目,"1,060","1,147","2,207","1,303"
関戸５丁目,706,761,"1,467",770
関戸６丁目,465,478,943,448
,"4,650","5,062","9,712","5,289"
,,,,
連光寺１丁目,"1,905","1,906","3,811","1,650"
連光寺２丁目,"1,181","1,174","2,355","1,025"
連光寺３丁目,880,875,"1,755",837
連光寺４丁目,284,259,543,265
連光寺５丁目,206,188,394,199
連光寺６丁目,425,348,773,396
,"4,881","4,750","9,631","4,372"
,,,,
貝取,606,554,"1,160",621
,606,554,"1,160",621
,,,,
乞田,"1,307","1,211","2,518","1,311"
,"1,307","1,211","2,518","1,311"
,,,,
和田,"4,809","4,549","9,358","4,368"
,"4,809","4,549","9,358","4,368"
,,,,
百草,453,438,891,436
,453,438,891,436
,,,,
落川,637,631,"1,268",577
,637,631,"1,268",577
,,,,
東寺方,881,847,"1,728",838
東寺方１丁目,579,656,"1,235",616
,"1,460","1,503","2,963","1,454"
,,,,
一ノ宮１丁目,"1,212",997,"2,209","1,426"
一ノ宮２丁目,797,777,"1,574",962
一ノ宮３丁目,433,456,889,521
一ノ宮４丁目,"1,011","1,021","2,032","1,069"
,"3,453","3,251","6,704","3,978"
,,,,
桜ヶ丘１丁目,934,"1,031","1,965",919
桜ヶ丘２丁目,645,732,"1,377",627
桜ヶ丘３丁目,587,634,"1,221",540
桜ヶ丘４丁目,767,817,"1,584",842
,"2,933","3,214","6,147","2,928"
,,,,
和田（百草団地）,601,653,"1,254",872
,601,653,"1,254",872
,,,,
聖ヶ丘１丁目,885,986,"1,871",880
聖ヶ丘２丁目,798,940,"1,738",838
聖ヶ丘３丁目,"1,018","1,085","2,103",950
聖ヶ丘４丁目,358,382,740,301
聖ヶ丘５丁目,64,52,116,37
,"3,123","3,445","6,568","3,006"
,,,,
馬引沢１丁目,926,911,"1,837",964
馬引沢２丁目,"1,251","1,155","2,406","1,313"
,"2,177","2,066","4,243","2,277"
,,,,
山王下１丁目,295,317,612,491
,295,317,612,491
,,,,
中沢１丁目,711,639,"1,350",798
中沢２丁目,908,960,"1,868",853
,"1,619","1,599","3,218","1,651"
,,,,
唐木田１丁目,"1,098","1,192","2,290","1,167"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,098","1,192","2,290","1,167"
,,,,
諏訪１丁目,"2,064","2,071","4,135","2,060"
諏訪２丁目,"1,725","1,901","3,626","1,600"
諏訪３丁目,515,522,"1,037",518
諏訪４丁目,604,746,"1,350",740
諏訪５丁目,295,408,703,441
諏訪６丁目,0,0,0,0
,"5,203","5,648","10,851","5,359"
,,,,
永山１丁目,946,973,"1,919","1,147"
永山２丁目,"1,560","1,572","3,132","1,568"
永山３丁目,"1,872","2,104","3,976","2,045"
永山４丁目,"1,337","1,522","2,859","1,838"
永山５丁目,923,"1,072","1,995",887
永山６丁目,617,607,"1,224",613
永山７丁目,0,0,0,0
,"7,255","7,850","15,105","8,098"
,,,,
貝取１丁目,"1,028",936,"1,964",985
貝取２丁目,"1,551","1,727","3,278","1,512"
貝取３丁目,404,548,952,454
貝取４丁目,512,546,"1,058",534
貝取５丁目,239,296,535,320
,"3,734","4,053","7,787","3,805"
,,,,
豊ヶ丘１丁目,"1,621","1,558","3,179","1,655"
豊ヶ丘２丁目,"1,408","1,453","2,861","1,337"
豊ヶ丘３丁目,729,846,"1,575",706
豊ヶ丘４丁目,324,374,698,409
豊ヶ丘５丁目,581,677,"1,258",647
豊ヶ丘６丁目,413,493,906,508
,"5,076","5,401","10,477","5,262"
,,,,
落合１丁目,"1,451","1,560","3,011","1,528"
落合２丁目,"1,155","1,113","2,268",916
落合３丁目,"1,445","1,538","2,983","1,516"
落合４丁目,945,"1,108","2,053","1,108"
落合５丁目,"1,032","1,088","2,120",932
落合６丁目,877,843,"1,720",794
,"6,905","7,250","14,155","6,794"
,,,,
鶴牧１丁目,"1,307","1,342","2,649","1,267"
鶴牧２丁目,895,808,"1,703",893
鶴牧３丁目,"2,078","2,237","4,315","1,585"
鶴牧４丁目,350,390,740,334
鶴牧５丁目,899,"1,023","1,922",854
鶴牧６丁目,859,896,"1,755",798
,"6,388","6,696","13,084","5,731"
,,,,
南野１丁目,1,0,1,1
南野２丁目,484,459,943,496
南野３丁目,455,475,930,398
,940,934,"1,874",895
,,,,
東寺方３丁目,128,191,319,179
,128,191,319,179
,,,,
和田３丁目,382,458,840,503
,382,458,840,503
,,,,
愛宕１丁目,247,274,521,294
愛宕２丁目,416,438,854,486
愛宕３丁目,285,414,699,456
愛宕４丁目,"1,230","1,373","2,603","1,409"
,"2,178","2,499","4,677","2,645"
,,,,
,"72,291","75,415","147,706","74,069"
