町丁目別人口・世帯数　令和４年４月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,435,528,963,513
関戸２丁目,"1,326","1,434","2,760","1,543"
関戸３丁目,654,706,"1,360",695
関戸４丁目,"1,045","1,130","2,175","1,273"
関戸５丁目,696,745,"1,441",748
関戸６丁目,464,475,939,440
,"4,620","5,018","9,638","5,212"
,,,,
連光寺１丁目,"1,904","1,900","3,804","1,635"
連光寺２丁目,"1,190","1,181","2,371","1,026"
連光寺３丁目,873,872,"1,745",824
連光寺４丁目,280,259,539,264
連光寺５丁目,199,187,386,197
連光寺６丁目,411,337,748,381
,"4,857","4,736","9,593","4,327"
,,,,
貝取,609,555,"1,164",626
,609,555,"1,164",626
,,,,
乞田,"1,304","1,208","2,512","1,306"
,"1,304","1,208","2,512","1,306"
,,,,
和田,"4,788","4,512","9,300","4,321"
,"4,788","4,512","9,300","4,321"
,,,,
百草,456,439,895,436
,456,439,895,436
,,,,
落川,635,629,"1,264",576
,635,629,"1,264",576
,,,,
東寺方,882,850,"1,732",838
東寺方１丁目,577,655,"1,232",618
,"1,459","1,505","2,964","1,456"
,,,,
一ノ宮１丁目,"1,175",975,"2,150","1,392"
一ノ宮２丁目,783,778,"1,561",945
一ノ宮３丁目,420,436,856,503
一ノ宮４丁目,992,994,"1,986","1,031"
,"3,370","3,183","6,553","3,871"
,,,,
桜ヶ丘１丁目,946,"1,039","1,985",927
桜ヶ丘２丁目,639,734,"1,373",624
桜ヶ丘３丁目,600,646,"1,246",540
桜ヶ丘４丁目,765,818,"1,583",843
,"2,950","3,237","6,187","2,934"
,,,,
和田（百草団地）,611,656,"1,267",882
,611,656,"1,267",882
,,,,
聖ヶ丘１丁目,892,989,"1,881",879
聖ヶ丘２丁目,814,947,"1,761",846
聖ヶ丘３丁目,"1,026","1,082","2,108",951
聖ヶ丘４丁目,358,381,739,299
聖ヶ丘５丁目,58,49,107,34
,"3,148","3,448","6,596","3,009"
,,,,
馬引沢１丁目,921,894,"1,815",953
馬引沢２丁目,"1,234","1,157","2,391","1,293"
,"2,155","2,051","4,206","2,246"
,,,,
山王下１丁目,290,312,602,483
,290,312,602,483
,,,,
中沢１丁目,698,623,"1,321",771
中沢２丁目,905,976,"1,881",852
,"1,603","1,599","3,202","1,623"
,,,,
唐木田１丁目,"1,099","1,190","2,289","1,166"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,099","1,190","2,289","1,166"
,,,,
諏訪１丁目,"2,058","2,069","4,127","2,047"
諏訪２丁目,"1,739","1,907","3,646","1,607"
諏訪３丁目,513,516,"1,029",509
諏訪４丁目,609,759,"1,368",745
諏訪５丁目,300,410,710,443
諏訪６丁目,0,0,0,0
,"5,219","5,661","10,880","5,351"
,,,,
永山１丁目,949,985,"1,934","1,146"
永山２丁目,"1,565","1,568","3,133","1,573"
永山３丁目,"1,865","2,118","3,983","2,046"
永山４丁目,"1,349","1,522","2,871","1,844"
永山５丁目,919,"1,079","1,998",889
永山６丁目,619,619,"1,238",619
永山７丁目,0,0,0,0
,"7,266","7,891","15,157","8,117"
,,,,
貝取１丁目,"1,036",931,"1,967",980
貝取２丁目,"1,563","1,740","3,303","1,512"
貝取３丁目,406,547,953,453
貝取４丁目,516,557,"1,073",541
貝取５丁目,239,295,534,316
,"3,760","4,070","7,830","3,802"
,,,,
豊ヶ丘１丁目,"1,618","1,552","3,170","1,647"
豊ヶ丘２丁目,"1,405","1,463","2,868","1,339"
豊ヶ丘３丁目,737,855,"1,592",711
豊ヶ丘４丁目,320,372,692,404
豊ヶ丘５丁目,586,691,"1,277",660
豊ヶ丘６丁目,423,494,917,508
,"5,089","5,427","10,516","5,269"
,,,,
落合１丁目,"1,451","1,563","3,014","1,524"
落合２丁目,"1,148","1,108","2,256",911
落合３丁目,"1,447","1,533","2,980","1,506"
落合４丁目,946,"1,112","2,058","1,107"
落合５丁目,"1,035","1,083","2,118",927
落合６丁目,878,837,"1,715",790
,"6,905","7,236","14,141","6,765"
,,,,
鶴牧１丁目,"1,292","1,339","2,631","1,247"
鶴牧２丁目,893,802,"1,695",884
鶴牧３丁目,"2,081","2,237","4,318","1,587"
鶴牧４丁目,351,393,744,336
鶴牧５丁目,903,"1,031","1,934",856
鶴牧６丁目,863,887,"1,750",794
,"6,383","6,689","13,072","5,704"
,,,,
南野１丁目,1,0,1,1
南野２丁目,482,455,937,487
南野３丁目,455,468,923,394
,938,923,"1,861",882
,,,,
東寺方３丁目,131,196,327,184
,131,196,327,184
,,,,
和田３丁目,386,464,850,507
,386,464,850,507
,,,,
愛宕１丁目,247,269,516,295
愛宕２丁目,415,441,856,489
愛宕３丁目,288,422,710,461
愛宕４丁目,"1,229","1,375","2,604","1,398"
,"2,179","2,507","4,686","2,643"
,,,,
,"72,210","75,342","147,552","73,698"
