町丁目別人口・世帯数　令和４年９月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,435,528,963,517
関戸２丁目,"1,336","1,424","2,760","1,542"
関戸３丁目,655,728,"1,383",711
関戸４丁目,"1,107","1,188","2,295","1,343"
関戸５丁目,698,759,"1,457",765
関戸６丁目,465,479,944,447
,"4,696","5,106","9,802","5,325"
,,,,
連光寺１丁目,"1,897","1,904","3,801","1,645"
連光寺２丁目,"1,176","1,170","2,346","1,024"
連光寺３丁目,877,873,"1,750",835
連光寺４丁目,284,262,546,266
連光寺５丁目,207,187,394,200
連光寺６丁目,425,351,776,397
,"4,866","4,747","9,613","4,367"
,,,,
貝取,608,556,"1,164",624
,608,556,"1,164",624
,,,,
乞田,"1,308","1,211","2,519","1,314"
,"1,308","1,211","2,519","1,314"
,,,,
和田,"4,801","4,542","9,343","4,365"
,"4,801","4,542","9,343","4,365"
,,,,
百草,451,437,888,436
,451,437,888,436
,,,,
落川,642,645,"1,287",580
,642,645,"1,287",580
,,,,
東寺方,880,846,"1,726",838
東寺方１丁目,579,652,"1,231",615
,"1,459","1,498","2,957","1,453"
,,,,
一ノ宮１丁目,"1,218",992,"2,210","1,426"
一ノ宮２丁目,799,776,"1,575",962
一ノ宮３丁目,428,459,887,521
一ノ宮４丁目,"1,010","1,020","2,030","1,070"
,"3,455","3,247","6,702","3,979"
,,,,
桜ヶ丘１丁目,932,"1,027","1,959",916
桜ヶ丘２丁目,648,736,"1,384",629
桜ヶ丘３丁目,590,635,"1,225",541
桜ヶ丘４丁目,764,820,"1,584",844
,"2,934","3,218","6,152","2,930"
,,,,
和田(百草団地）,597,646,"1,243",866
,597,646,"1,243",866
,,,,
聖ヶ丘１丁目,882,988,"1,870",879
聖ヶ丘２丁目,797,936,"1,733",837
聖ヶ丘３丁目,"1,016","1,083","2,099",949
聖ヶ丘４丁目,358,382,740,301
聖ヶ丘５丁目,66,53,119,38
,"3,119","3,442","6,561","3,004"
,,,,
馬引沢１丁目,933,911,"1,844",971
馬引沢２丁目,"1,255","1,155","2,410","1,317"
,"2,188","2,066","4,254","2,288"
,,,,
山王下１丁目,296,319,615,491
,296,319,615,491
,,,,
中沢１丁目,712,645,"1,357",799
中沢２丁目,901,956,"1,857",851
,"1,613","1,601","3,214","1,650"
,,,,
唐木田１丁目,"1,099","1,200","2,299","1,176"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,099","1,200","2,299","1,176"
,,,,
諏訪１丁目,"2,060","2,073","4,133","2,065"
諏訪２丁目,"1,724","1,901","3,625","1,593"
諏訪３丁目,517,520,"1,037",516
諏訪４丁目,605,746,"1,351",739
諏訪５丁目,297,409,706,447
諏訪６丁目,0,0,0,0
,"5,203","5,649","10,852","5,360"
,,,,
永山１丁目,939,967,"1,906","1,136"
永山２丁目,"1,554","1,567","3,121","1,567"
永山３丁目,"1,872","2,113","3,985","2,056"
永山４丁目,"1,336","1,522","2,858","1,836"
永山５丁目,920,"1,068","1,988",885
永山６丁目,620,610,"1,230",617
永山７丁目,0,0,0,0
,"7,241","7,847","15,088","8,097"
,,,,
貝取１丁目,"1,032",936,"1,968",988
貝取２丁目,"1,550","1,723","3,273","1,511"
貝取３丁目,402,546,948,456
貝取４丁目,512,545,"1,057",535
貝取５丁目,237,294,531,319
,"3,733","4,044","7,777","3,809"
,,,,
豊ヶ丘１丁目,"1,617","1,559","3,176","1,655"
豊ヶ丘２丁目,"1,404","1,461","2,865","1,340"
豊ヶ丘３丁目,725,844,"1,569",705
豊ヶ丘４丁目,321,372,693,406
豊ヶ丘５丁目,580,669,"1,249",642
豊ヶ丘６丁目,414,494,908,506
,"5,061","5,399","10,460","5,254"
,,,,
落合１丁目,"1,451","1,563","3,014","1,529"
落合２丁目,"1,145","1,109","2,254",910
落合３丁目,"1,443","1,529","2,972","1,514"
落合４丁目,944,"1,109","2,053","1,108"
落合５丁目,"1,028","1,083","2,111",928
落合６丁目,875,839,"1,714",791
,"6,886","7,232","14,118","6,780"
,,,,
鶴牧１丁目,"1,308","1,343","2,651","1,267"
鶴牧２丁目,899,806,"1,705",898
鶴牧３丁目,"2,079","2,243","4,322","1,587"
鶴牧４丁目,347,386,733,333
鶴牧５丁目,901,"1,021","1,922",855
鶴牧６丁目,862,897,"1,759",803
,"6,396","6,696","13,092","5,743"
,,,,
南野１丁目,1,0,1,1
南野２丁目,486,458,944,500
南野３丁目,458,480,938,399
,945,938,"1,883",900
,,,,
東寺方３丁目,128,191,319,179
,128,191,319,179
,,,,
和田３丁目,382,457,839,502
,382,457,839,502
,,,,
愛宕１丁目,246,274,520,294
愛宕２丁目,409,437,846,484
愛宕３丁目,289,416,705,461
愛宕４丁目,"1,249","1,400","2,649","1,434"
,"2,193","2,527","4,720","2,673"
,,,,
,"72,300","75,461","147,761","74,145"
