市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2022-06-30,関戸１丁目,960,432,528,7,10,18,7,13,17,20,17,27,21,21,10,19,24,27,19,22,21,34,39,23,45,33,31,34,38,28,38,32,48,28,35,21,30,25,78,516,
132241,12,東京都,多摩市,2022-06-30,関戸２丁目,2745,1322,1423,45,39,64,41,43,47,41,58,71,109,103,118,92,88,108,89,120,91,110,99,101,121,104,110,88,81,55,59,75,76,38,66,36,58,28,73,1531,
132241,13,東京都,多摩市,2022-06-30,関戸３丁目,1376,652,724,21,15,19,25,35,25,41,28,34,44,44,44,34,33,41,52,44,50,38,48,73,65,51,44,46,37,30,43,37,43,26,50,21,31,17,47,712,
132241,14,東京都,多摩市,2022-06-30,関戸４丁目,2206,1060,1146,25,30,29,33,29,25,37,43,52,51,82,68,58,51,75,77,85,53,85,92,112,108,84,83,63,75,71,70,54,82,52,76,39,50,28,79,1298,
132241,15,東京都,多摩市,2022-06-30,関戸５丁目,1468,706,762,22,33,18,35,40,35,34,31,43,48,48,47,42,44,53,52,60,63,74,57,65,48,46,49,33,37,36,38,38,51,23,29,16,24,15,41,771,
132241,16,東京都,多摩市,2022-06-30,関戸６丁目,952,471,481,23,21,18,19,17,21,21,19,32,32,26,30,28,31,37,31,33,31,32,33,46,43,44,38,28,29,29,26,30,29,14,24,6,12,7,12,449,
132241,21,東京都,多摩市,2022-06-30,連光寺１丁目,3811,1904,1907,61,63,95,67,138,133,146,127,91,88,58,79,83,68,92,84,140,158,206,225,214,184,142,124,83,85,79,81,100,96,65,82,56,71,55,92,1650,
132241,22,東京都,多摩市,2022-06-30,連光寺２丁目,2357,1183,1174,29,29,50,39,63,65,71,70,92,71,61,42,48,40,56,54,65,67,98,110,140,139,117,119,82,71,51,60,70,71,45,48,28,45,17,34,1024,
132241,23,東京都,多摩市,2022-06-30,連光寺３丁目,1748,876,872,26,38,37,33,33,31,37,48,54,44,47,38,47,35,65,56,70,47,63,70,86,72,75,64,56,58,37,44,51,54,34,49,31,45,27,46,831,
132241,24,東京都,多摩市,2022-06-30,連光寺４丁目,538,282,256,12,5,11,8,6,10,18,10,12,5,5,3,14,11,17,18,21,17,25,20,30,22,29,17,12,14,13,16,18,22,12,14,12,20,15,24,262,
132241,25,東京都,多摩市,2022-06-30,連光寺５丁目,391,205,186,11,11,13,11,7,10,7,8,12,2,10,7,16,21,21,10,11,10,18,15,18,10,12,6,10,10,12,7,12,15,7,8,5,6,3,19,199,
132241,26,東京都,多摩市,2022-06-30,連光寺６丁目,768,421,347,11,15,10,13,23,12,16,14,27,16,15,9,28,17,30,28,39,27,41,21,51,30,25,17,17,12,17,21,26,22,26,26,14,18,5,29,396,
132241,30,東京都,多摩市,2022-06-30,貝取,1164,606,558,30,24,30,21,27,16,26,20,34,28,44,40,52,37,50,42,51,51,60,64,48,45,42,43,36,38,22,23,27,26,16,18,8,10,3,12,623,
132241,40,東京都,多摩市,2022-06-30,乞田,2515,1304,1211,51,45,53,42,60,51,58,44,77,99,115,85,76,80,77,78,96,74,137,112,104,93,120,108,97,73,65,52,51,54,24,44,24,39,19,38,1310,
132241,60,東京都,多摩市,2022-06-30,和田,9356,4807,4549,153,145,230,229,298,260,309,278,380,286,303,232,224,203,279,266,374,337,457,407,474,397,375,296,242,224,198,191,172,208,152,187,116,187,71,216,4365,
132241,70,東京都,多摩市,2022-06-30,百草,892,454,438,15,20,17,15,31,15,23,19,30,21,20,21,19,22,23,26,37,29,45,47,40,30,30,23,14,22,25,21,23,24,21,30,26,23,15,30,435,
132241,80,東京都,多摩市,2022-06-30,落川,1269,639,630,29,31,28,27,32,31,39,30,36,30,33,33,32,26,42,45,48,32,61,55,63,57,46,39,28,27,25,30,31,32,21,40,26,35,19,30,578,
132241,90,東京都,多摩市,2022-06-30,東寺方,1722,878,844,44,31,52,50,38,32,41,35,37,43,47,36,48,41,66,47,61,68,74,57,86,64,33,44,44,26,30,52,69,89,43,60,42,41,23,28,836,
132241,91,東京都,多摩市,2022-06-30,東寺方１丁目,1238,581,657,32,39,28,43,24,31,20,22,29,38,47,46,46,55,51,48,56,56,55,52,38,53,36,29,29,21,28,22,19,21,12,18,14,21,17,42,619,
132241,101,東京都,多摩市,2022-06-30,一ノ宮１丁目,2191,1202,989,32,34,35,29,24,33,35,33,88,81,148,87,117,81,107,79,101,67,105,78,81,62,80,54,57,45,49,44,49,52,49,37,18,38,27,55,1411,
132241,102,東京都,多摩市,2022-06-30,一ノ宮２丁目,1569,792,777,32,24,16,18,25,24,30,33,57,60,78,75,67,74,63,58,71,42,48,63,66,54,58,50,36,32,17,25,40,40,33,44,25,24,30,37,953,
132241,103,東京都,多摩市,2022-06-30,一ノ宮３丁目,882,428,454,15,15,21,16,14,15,20,6,28,44,34,45,31,27,27,31,37,35,42,34,38,32,17,24,25,21,17,17,23,29,17,19,13,20,9,24,520,
132241,104,東京都,多摩市,2022-06-30,一ノ宮４丁目,2031,1010,1021,53,43,45,52,35,36,38,34,74,65,82,56,61,48,84,93,91,60,83,76,81,78,68,84,53,54,42,39,32,54,30,53,23,29,35,67,1065,
132241,111,東京都,多摩市,2022-06-30,桜ヶ丘１丁目,1969,936,1033,31,18,36,43,47,48,50,44,47,49,42,26,33,43,41,43,58,54,70,70,79,85,62,77,65,58,58,63,76,73,51,69,37,67,53,103,921,
132241,112,東京都,多摩市,2022-06-30,桜ヶ丘２丁目,1381,646,735,20,32,33,24,24,22,32,26,16,22,22,16,33,37,42,42,38,44,40,45,42,39,37,36,50,55,49,53,62,77,47,40,31,39,28,86,626,
132241,113,東京都,多摩市,2022-06-30,桜ヶ丘３丁目,1228,591,637,20,25,32,15,27,30,27,32,31,26,14,18,23,17,28,32,31,38,45,44,44,46,45,38,36,36,36,35,45,53,44,47,26,44,37,61,538,
132241,114,東京都,多摩市,2022-06-30,桜ヶ丘４丁目,1598,772,826,22,17,19,24,31,27,36,30,49,49,56,59,44,52,54,47,38,41,57,39,55,56,62,52,41,41,37,48,44,70,44,52,43,52,40,70,850,
132241,120,東京都,多摩市,2022-06-30,和田（百草団地）,1262,606,656,9,5,5,6,8,11,15,10,16,11,18,19,14,12,16,19,27,25,59,36,67,34,44,46,34,33,42,40,73,79,72,97,53,104,34,69,874,
132241,131,東京都,多摩市,2022-06-30,聖ヶ丘１丁目,1878,890,988,22,23,43,33,39,30,46,37,55,39,39,38,36,36,47,54,67,57,53,66,56,81,57,71,62,73,57,80,80,123,60,68,49,40,22,39,882,
132241,132,東京都,多摩市,2022-06-30,聖ヶ丘２丁目,1739,800,939,13,8,15,28,23,20,22,15,24,17,15,21,31,22,43,34,41,52,49,54,41,54,38,42,38,55,46,85,131,158,102,114,68,83,60,77,837,
132241,133,東京都,多摩市,2022-06-30,聖ヶ丘３丁目,2102,1018,1084,18,29,42,44,32,36,36,33,47,42,25,26,35,35,53,52,62,66,75,66,76,82,53,58,59,68,73,93,118,127,84,98,78,66,52,63,949,
132241,134,東京都,多摩市,2022-06-30,聖ヶ丘４丁目,741,358,383,9,14,22,19,18,27,14,9,11,8,6,4,7,8,14,26,31,28,39,34,14,26,15,15,6,11,17,33,51,52,38,30,30,25,16,14,302,
132241,135,東京都,多摩市,2022-06-30,聖ヶ丘５丁目,116,64,52,3,1,5,6,7,5,3,4,2,1,2,3,3,1,4,4,9,7,3,4,8,6,3,2,3,1,1,3,2,1,1,1,1,2,4,0,37,
132241,141,東京都,多摩市,2022-06-30,馬引沢１丁目,1841,930,911,43,47,62,57,36,23,39,36,63,83,73,61,81,69,82,80,85,79,72,83,78,52,62,66,50,43,37,31,26,28,17,22,14,20,10,31,966,
132241,142,東京都,多摩市,2022-06-30,馬引沢２丁目,2403,1248,1155,43,41,66,62,62,66,47,44,91,98,110,87,100,83,116,101,134,106,100,100,125,115,93,72,55,52,37,39,32,32,17,25,11,17,9,15,1314,
132241,151,東京都,多摩市,2022-06-30,山王下１丁目,611,294,317,4,4,4,0,2,2,11,15,44,47,44,24,29,15,24,15,17,10,20,14,17,8,26,15,9,10,10,8,9,12,8,28,7,23,9,67,490,
132241,161,東京都,多摩市,2022-06-30,中沢１丁目,1345,710,635,18,22,22,19,25,19,24,20,43,40,72,50,50,51,50,37,55,30,51,44,54,47,78,67,36,48,43,39,40,46,20,23,20,21,9,12,794,
132241,162,東京都,多摩市,2022-06-30,中沢２丁目,1871,905,966,16,17,48,33,78,69,41,56,36,60,33,40,31,29,40,48,77,85,104,79,62,66,70,64,60,68,54,49,63,71,45,45,25,33,22,54,853,
132241,171,東京都,多摩市,2022-06-30,唐木田１丁目,2288,1094,1194,36,38,36,46,30,30,34,45,48,69,55,69,58,72,86,69,71,73,68,80,73,64,71,81,73,73,79,105,117,109,84,59,41,55,34,57,1163,
132241,172,東京都,多摩市,2022-06-30,唐木田２丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132241,311,東京都,多摩市,2022-06-30,諏訪１丁目,4143,2066,2077,61,64,61,67,84,88,119,92,150,135,120,147,131,107,136,119,129,117,143,153,221,198,179,186,139,113,89,99,100,124,80,106,64,74,60,88,2064,
132241,312,東京都,多摩市,2022-06-30,諏訪２丁目,3638,1731,1907,78,71,154,154,122,134,31,39,45,33,23,43,51,54,131,160,202,202,172,168,127,129,80,85,77,84,90,102,126,142,89,131,93,97,40,79,1606,
132241,313,東京都,多摩市,2022-06-30,諏訪３丁目,1036,513,523,14,14,15,14,17,23,27,24,40,24,27,20,23,26,32,22,27,21,42,35,36,45,46,43,27,35,25,25,33,43,33,41,24,39,25,29,518,
132241,314,東京都,多摩市,2022-06-30,諏訪４丁目,1358,606,752,24,12,21,29,28,15,23,31,28,27,18,26,22,26,32,31,35,37,40,41,44,63,42,45,25,30,34,50,59,80,45,87,58,69,28,53,745,
132241,315,東京都,多摩市,2022-06-30,諏訪５丁目,710,301,409,1,0,4,1,5,5,7,9,10,15,6,5,5,2,3,3,9,8,7,22,28,34,21,24,17,26,21,21,31,58,55,70,48,61,23,45,442,
132241,321,東京都,多摩市,2022-06-30,永山１丁目,1925,948,977,17,12,14,21,21,30,37,36,70,80,67,73,43,51,55,58,73,67,71,73,107,95,101,85,77,72,60,52,64,66,28,38,20,31,23,37,1148,
132241,322,東京都,多摩市,2022-06-30,永山２丁目,3120,1554,1566,64,49,69,60,68,62,66,56,61,73,71,91,79,77,123,99,114,122,138,125,143,131,122,101,77,77,76,75,96,127,79,84,61,83,47,74,1562,
132241,323,東京都,多摩市,2022-06-30,永山３丁目,3965,1866,2099,70,78,57,75,75,70,85,78,66,65,70,60,83,87,134,106,126,138,142,146,154,163,107,107,99,101,100,132,156,182,134,209,121,160,87,142,2039,
132241,324,東京都,多摩市,2022-06-30,永山４丁目,2880,1352,1528,27,24,26,25,26,18,30,24,37,31,52,42,72,39,54,70,70,65,97,95,142,113,89,78,83,105,94,103,149,184,125,181,101,174,78,157,1847,
132241,325,東京都,多摩市,2022-06-30,永山５丁目,1997,924,1073,21,24,30,36,36,38,31,36,36,32,21,19,25,29,24,39,55,50,61,75,77,80,72,60,39,48,65,58,76,131,106,155,91,90,58,73,889,
132241,326,東京都,多摩市,2022-06-30,永山６丁目,1227,619,608,20,17,19,20,20,26,41,32,49,35,36,31,29,28,34,27,41,48,45,46,63,46,36,34,32,41,39,32,36,58,32,35,29,28,18,24,614,
