市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2022-03-31,関戸１丁目,963,435,528,10,11,17,8,13,17,20,18,27,21,23,12,18,22,28,21,22,23,34,34,21,44,35,35,33,35,29,42,32,46,29,32,20,30,24,77,513,
132241,12,東京都,多摩市,2022-03-31,関戸２丁目,2760,1326,1434,46,42,61,40,43,49,46,55,69,116,102,115,97,89,102,89,128,94,107,107,102,120,102,107,91,76,53,61,77,77,34,63,38,59,28,75,1543,
132241,13,東京都,多摩市,2022-03-31,関戸３丁目,1360,654,706,20,12,18,25,35,24,44,30,40,44,45,35,27,29,42,52,45,50,36,48,75,62,49,44,47,37,29,42,37,45,26,50,22,30,17,47,695,
132241,14,東京都,多摩市,2022-03-31,関戸４丁目,2175,1045,1130,24,32,31,29,25,28,37,40,53,52,78,67,58,48,69,77,84,48,87,96,115,105,76,79,62,76,74,66,54,86,52,71,37,49,29,81,1273,
132241,15,東京都,多摩市,2022-03-31,関戸５丁目,1441,696,745,21,32,20,34,39,34,33,35,38,42,45,41,43,40,52,52,63,63,75,58,59,47,46,49,34,35,35,38,38,53,24,28,16,21,15,43,748,
132241,16,東京都,多摩市,2022-03-31,関戸６丁目,939,464,475,21,21,18,18,17,20,19,22,34,31,25,31,28,32,38,30,30,27,33,31,48,45,42,37,28,28,27,26,31,29,12,23,6,12,7,12,440,
132241,21,東京都,多摩市,2022-03-31,連光寺１丁目,3804,1904,1900,63,58,97,68,140,132,139,125,97,88,53,82,83,70,94,81,142,165,205,227,215,181,139,120,88,86,75,79,96,100,65,79,56,71,57,88,1635,
132241,22,東京都,多摩市,2022-03-31,連光寺２丁目,2371,1190,1181,30,28,52,41,61,64,72,76,99,68,61,44,46,44,50,54,69,63,103,111,137,144,118,114,83,69,46,61,76,72,42,51,28,45,17,32,1026,
132241,23,東京都,多摩市,2022-03-31,連光寺３丁目,1745,873,872,25,37,38,33,33,30,34,50,56,46,46,36,46,36,71,54,68,49,64,69,84,81,78,56,50,59,39,45,48,54,34,50,30,43,29,44,824,
132241,24,東京都,多摩市,2022-03-31,連光寺４丁目,539,280,259,10,4,11,9,6,12,20,8,12,7,5,3,15,10,12,18,21,17,25,22,30,20,29,17,13,13,14,17,16,23,13,14,13,20,15,25,264,
132241,25,東京都,多摩市,2022-03-31,連光寺５丁目,386,199,187,9,11,12,10,7,10,8,8,9,2,10,8,16,22,21,9,11,11,18,14,17,10,12,6,10,10,12,6,12,15,7,8,5,7,3,20,197,
132241,26,東京都,多摩市,2022-03-31,連光寺６丁目,748,411,337,10,13,11,12,22,12,17,14,25,16,14,9,28,16,30,25,39,26,37,20,50,31,23,16,18,14,17,20,27,23,25,24,13,18,5,28,381,
132241,30,東京都,多摩市,2022-03-31,貝取,1164,609,555,30,25,28,20,30,17,24,20,38,24,44,37,50,38,49,48,53,48,62,65,46,44,47,45,32,34,23,23,28,26,14,19,9,9,2,13,626,
132241,40,東京都,多摩市,2022-03-31,乞田,2512,1304,1208,55,48,49,41,60,52,57,46,78,98,119,85,75,78,74,77,103,75,132,108,105,94,120,109,98,70,63,54,48,51,26,46,23,36,19,40,1306,
132241,60,東京都,多摩市,2022-03-31,和田,9300,4788,4512,161,148,234,222,298,262,306,273,367,281,297,226,227,209,282,270,375,327,465,405,469,394,364,285,238,225,197,193,175,207,151,189,114,181,68,215,4321,
132241,70,東京都,多摩市,2022-03-31,百草,895,456,439,15,20,22,16,28,17,23,19,29,21,17,20,19,22,21,25,40,30,46,48,40,30,31,23,14,22,23,22,26,23,19,30,26,23,17,28,436,
132241,80,東京都,多摩市,2022-03-31,落川,1264,635,629,29,33,30,24,32,34,39,28,35,32,32,29,30,29,44,42,51,36,60,52,61,58,41,37,28,29,25,30,30,35,23,38,25,34,20,29,576,
132241,90,東京都,多摩市,2022-03-31,東寺方,1732,882,850,47,34,49,53,36,31,41,32,38,43,47,34,50,44,67,49,64,66,72,64,83,64,34,38,45,28,30,52,73,90,45,59,38,43,23,26,838,
132241,91,東京都,多摩市,2022-03-31,東寺方１丁目,1232,577,655,33,37,28,45,22,32,22,21,31,39,48,42,39,53,53,48,53,59,56,50,37,53,37,30,27,21,30,21,18,22,11,18,14,23,18,41,618,
132241,101,東京都,多摩市,2022-03-31,一ノ宮１丁目,2150,1175,975,31,28,34,29,25,32,30,36,98,75,141,89,105,79,108,76,95,70,108,74,76,59,78,57,55,42,46,45,52,51,47,39,18,38,28,56,1392,
132241,102,東京都,多摩市,2022-03-31,一ノ宮２丁目,1561,783,778,32,25,16,19,27,27,24,27,53,60,81,76,62,72,64,61,69,45,51,60,68,51,53,50,36,30,21,27,38,40,34,45,25,23,29,40,945,
132241,103,東京都,多摩市,2022-03-31,一ノ宮３丁目,856,420,436,14,11,21,16,14,13,20,4,23,42,29,39,32,25,26,30,39,37,39,32,43,33,17,24,22,23,18,17,23,28,17,25,14,14,9,23,503,
132241,104,東京都,多摩市,2022-03-31,一ノ宮４丁目,1986,992,994,55,43,42,49,33,35,38,27,72,58,75,55,56,51,86,91,90,58,82,76,82,71,65,83,54,56,41,40,34,51,28,53,24,29,35,68,1031,
132241,111,東京都,多摩市,2022-03-31,桜ヶ丘１丁目,1985,946,1039,32,17,36,48,46,46,51,43,50,49,44,26,37,45,43,43,57,55,68,71,79,81,62,76,65,62,58,64,77,74,50,70,39,62,52,107,927,
132241,112,東京都,多摩市,2022-03-31,桜ヶ丘２丁目,1373,639,734,21,29,34,23,22,22,32,25,15,24,22,21,32,34,40,39,39,46,37,43,42,40,37,36,50,56,48,50,62,80,48,38,28,40,30,88,624,
132241,113,東京都,多摩市,2022-03-31,桜ヶ丘３丁目,1246,600,646,22,24,37,17,25,34,29,28,28,27,14,19,27,18,24,36,33,38,46,42,46,49,44,38,37,37,35,32,48,57,41,45,27,40,37,65,540,
132241,114,東京都,多摩市,2022-03-31,桜ヶ丘４丁目,1583,765,818,21,16,19,26,30,27,38,26,49,49,55,54,44,47,51,52,38,40,58,38,55,55,57,52,42,40,39,52,44,69,43,53,41,52,41,70,843,
132241,120,東京都,多摩市,2022-03-31,和田（百草団地）,1267,611,656,10,5,5,5,9,10,15,7,15,13,15,14,14,13,17,18,28,25,60,35,68,35,44,43,33,34,46,44,74,82,69,98,56,102,33,73,882,
132241,131,東京都,多摩市,2022-03-31,聖ヶ丘１丁目,1881,892,989,24,26,38,29,42,32,45,37,59,41,37,35,37,39,49,52,63,60,54,66,54,80,59,72,65,76,58,80,82,127,57,59,49,41,20,37,879,
132241,132,東京都,多摩市,2022-03-31,聖ヶ丘２丁目,1761,814,947,14,6,15,29,22,19,26,15,23,18,15,22,32,22,43,34,45,53,50,55,42,53,37,50,38,47,47,88,143,161,94,113,68,83,60,79,846,
132241,133,東京都,多摩市,2022-03-31,聖ヶ丘３丁目,2108,1026,1082,19,28,41,45,34,34,36,30,46,44,26,27,34,31,59,55,59,68,76,67,74,79,52,57,61,69,73,98,121,127,89,98,73,63,53,62,951,
132241,134,東京都,多摩市,2022-03-31,聖ヶ丘４丁目,739,358,381,9,13,23,20,18,26,13,10,14,8,3,3,8,10,15,24,32,30,37,31,15,26,14,14,6,13,17,31,52,57,36,27,32,23,14,15,299,
132241,135,東京都,多摩市,2022-03-31,聖ヶ丘５丁目,107,58,49,2,1,3,7,7,5,3,4,2,0,2,2,2,0,4,3,7,7,3,4,10,6,1,2,3,2,1,2,2,1,1,1,1,2,4,0,34,
132241,141,東京都,多摩市,2022-03-31,馬引沢１丁目,1815,921,894,45,50,59,49,36,25,37,34,60,77,73,59,79,70,82,82,86,81,73,75,76,52,61,63,52,45,35,30,28,31,17,19,14,22,8,30,953,
132241,142,東京都,多摩市,2022-03-31,馬引沢２丁目,2391,1234,1157,40,45,69,62,62,65,46,47,87,98,103,88,102,83,118,105,128,100,103,109,126,106,93,71,51,52,36,40,35,31,16,25,11,15,8,15,1293,
132241,151,東京都,多摩市,2022-03-31,山王下１丁目,602,290,312,3,4,5,0,2,3,10,8,42,49,42,19,28,18,24,12,20,11,19,14,18,8,24,16,8,9,11,8,9,16,5,22,8,25,12,70,483,
132241,161,東京都,多摩市,2022-03-31,中沢１丁目,1321,698,623,19,23,22,17,24,19,22,22,43,36,73,51,42,52,49,37,55,28,54,43,52,44,75,69,38,44,42,40,39,45,19,23,20,18,10,12,771,
