町丁目別人口・世帯数　令和４年５月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,433,531,964,514
関戸２丁目,"1,327","1,429","2,756","1,537"
関戸３丁目,655,712,"1,367",702
関戸４丁目,"1,057","1,140","2,197","1,291"
関戸５丁目,701,751,"1,452",757
関戸６丁目,469,478,947,444
,"4,642","5,041","9,683","5,245"
,,,,
連光寺１丁目,"1,901","1,900","3,801","1,637"
連光寺２丁目,"1,191","1,179","2,370","1,026"
連光寺３丁目,877,873,"1,750",832
連光寺４丁目,280,257,537,263
連光寺５丁目,198,185,383,195
連光寺６丁目,415,342,757,388
,"4,862","4,736","9,598","4,341"
,,,,
貝取,608,560,"1,168",628
,608,560,"1,168",628
,,,,
乞田,"1,305","1,207","2,512","1,307"
,"1,305","1,207","2,512","1,307"
,,,,
和田,"4,794","4,528","9,322","4,340"
,"4,794","4,528","9,322","4,340"
,,,,
百草,458,438,896,438
,458,438,896,438
,,,,
落川,639,631,"1,270",579
,639,631,"1,270",579
,,,,
東寺方,879,850,"1,729",839
東寺方１丁目,581,652,"1,233",620
,"1,460","1,502","2,962","1,459"
,,,,
一ノ宮１丁目,"1,187",983,"2,170","1,406"
一ノ宮２丁目,788,774,"1,562",949
一ノ宮３丁目,423,448,871,513
一ノ宮４丁目,"1,004","1,015","2,019","1,057"
,"3,402","3,220","6,622","3,925"
,,,,
桜ヶ丘１丁目,944,"1,038","1,982",929
桜ヶ丘２丁目,645,738,"1,383",627
桜ヶ丘３丁目,596,636,"1,232",540
桜ヶ丘４丁目,774,822,"1,596",852
,"2,959","3,234","6,193","2,948"
,,,,
和田(百草団地),609,666,"1,275",881
,609,666,"1,275",881
,,,,
聖ヶ丘１丁目,895,986,"1,881",882
聖ヶ丘２丁目,809,947,"1,756",845
聖ヶ丘３丁目,"1,026","1,085","2,111",951
聖ヶ丘４丁目,358,381,739,299
聖ヶ丘５丁目,58,49,107,34
,"3,146","3,448","6,594","3,011"
,,,,
馬引沢１丁目,929,896,"1,825",961
馬引沢２丁目,"1,228","1,158","2,386","1,299"
,"2,157","2,054","4,211","2,260"
,,,,
山王下１丁目,294,317,611,488
,294,317,611,488
,,,,
中沢１丁目,703,625,"1,328",779
中沢２丁目,901,970,"1,871",850
,"1,604","1,595","3,199","1,629"
,,,,
唐木田１丁目,"1,101","1,191","2,292","1,168"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,101","1,191","2,292","1,168"
,,,,
諏訪１丁目,"2,055","2,068","4,123","2,054"
諏訪２丁目,"1,745","1,913","3,658","1,614"
諏訪３丁目,523,523,"1,046",523
諏訪４丁目,607,756,"1,363",747
諏訪５丁目,302,409,711,443
諏訪６丁目,0,0,0,0
,"5,232","5,669","10,901","5,381"
,,,,
永山１丁目,952,983,"1,935","1,149"
永山２丁目,"1,560","1,570","3,130","1,572"
永山３丁目,"1,867","2,116","3,983","2,051"
永山４丁目,"1,352","1,529","2,881","1,850"
永山５丁目,920,"1,073","1,993",889
永山６丁目,618,614,"1,232",617
永山７丁目,0,0,0,0
,"7,269","7,885","15,154","8,128"
,,,,
貝取１丁目,"1,038",936,"1,974",988
貝取２丁目,"1,558","1,735","3,293","1,511"
貝取３丁目,406,547,953,454
貝取４丁目,515,552,"1,067",538
貝取５丁目,238,294,532,317
,"3,755","4,064","7,819","3,808"
,,,,
豊ヶ丘１丁目,"1,620","1,557","3,177","1,652"
豊ヶ丘２丁目,"1,400","1,456","2,856","1,332"
豊ヶ丘３丁目,737,854,"1,591",712
豊ヶ丘４丁目,322,373,695,405
豊ヶ丘５丁目,588,684,"1,272",654
豊ヶ丘６丁目,412,491,903,504
,"5,079","5,415","10,494","5,259"
,,,,
落合１丁目,"1,447","1,560","3,007","1,521"
落合２丁目,"1,152","1,111","2,263",917
落合３丁目,"1,442","1,529","2,971","1,505"
落合４丁目,941,"1,110","2,051","1,106"
落合５丁目,"1,035","1,082","2,117",928
落合６丁目,882,841,"1,723",798
,"6,899","7,233","14,132","6,775"
,,,,
鶴牧１丁目,"1,305","1,347","2,652","1,263"
鶴牧２丁目,898,802,"1,700",890
鶴牧３丁目,"2,080","2,241","4,321","1,587"
鶴牧４丁目,349,390,739,332
鶴牧５丁目,898,"1,023","1,921",852
鶴牧６丁目,863,895,"1,758",800
,"6,393","6,698","13,091","5,724"
,,,,
南野１丁目,1,0,1,1
南野２丁目,485,459,944,494
南野３丁目,454,468,922,394
,940,927,"1,867",889
,,,,
東寺方３丁目,130,196,326,184
,130,196,326,184
,,,,
和田３丁目,384,463,847,506
,384,463,847,506
,,,,
愛宕１丁目,247,271,518,295
愛宕２丁目,414,440,854,488
愛宕３丁目,287,419,706,458
愛宕４丁目,"1,218","1,372","2,590","1,393"
,"2,166","2,502","4,668","2,634"
,,,,
,"72,287","75,420","147,707","73,935"
