年齢別人口　令和４年５月１日現在,,,,
年齢,男,女,合計,
0,370,346,716,
1,415,392,807,
2,462,448,910,
3,479,441,920,
4,537,491,"1,028",
5,546,551,"1,097",
6,544,525,"1,069",
7,562,587,"1,149",
8,627,583,"1,210",
9,604,539,"1,143",
小計,"5,146","4,903","10,049",
10,600,567,"1,167",
11,607,605,"1,212",
12,649,633,"1,282",
13,663,624,"1,287",
14,631,622,"1,253",
15,661,631,"1,292",
16,609,550,"1,159",
17,613,583,"1,196",
18,711,709,"1,420",
19,727,647,"1,374",
小計,"6,471","6,171","12,642",
20,758,740,"1,498",
21,776,760,"1,536",
22,731,767,"1,498",
23,758,792,"1,550",
24,736,710,"1,446",
25,763,735,"1,498",
26,728,675,"1,403",
27,733,678,"1,411",
28,695,637,"1,332",
29,676,617,"1,293",
小計,"7,354","7,111","14,465",
30,702,630,"1,332",
31,678,624,"1,302",
32,707,615,"1,322",
33,704,696,"1,400",
34,795,746,"1,541",
35,843,759,"1,602",
36,810,802,"1,612",
37,908,844,"1,752",
38,950,896,"1,846",
39,931,947,"1,878",
小計,"8,028","7,559","15,587",
40,918,923,"1,841",
41,"1,060",932,"1,992",
42,"1,051",904,"1,955",
43,"1,104","1,014","2,118",
44,"1,112","1,131","2,243",
45,"1,182","1,077","2,259",
46,"1,136","1,113","2,249",
47,"1,259","1,237","2,496",
48,"1,265","1,220","2,485",
49,"1,276","1,265","2,541",
小計,"11,363","10,816","22,179",
50,"1,385","1,242","2,627",
51,"1,188","1,165","2,353",
52,"1,162","1,166","2,328",
53,"1,239","1,149","2,388",
54,"1,175","1,082","2,257",
55,"1,042",948,"1,990",
56,998,962,"1,960",
57,"1,032","1,024","2,056",
58,957,882,"1,839",
59,900,893,"1,793",
小計,"11,078","10,513","21,591",
60,885,844,"1,729",
61,789,797,"1,586",
62,781,796,"1,577",
63,755,851,"1,606",
64,757,836,"1,593",
65,721,813,"1,534",
66,741,885,"1,626",
67,759,918,"1,677",
68,793,954,"1,747",
69,832,"1,040","1,872",
小計,"7,813","8,734","16,547",
70,928,"1,045","1,973",
71,956,"1,187","2,143",
72,"1,098","1,332","2,430",
73,"1,184","1,374","2,558",
74,"1,238","1,494","2,732",
75,949,"1,120","2,069",
76,640,820,"1,460",
77,792,946,"1,738",
78,865,"1,211","2,076",
79,847,"1,027","1,874",
小計,"9,497","11,556","21,053",
80,837,983,"1,820",
81,732,943,"1,675",
82,618,762,"1,380",
83,497,665,"1,162",
84,538,631,"1,169",
85,442,599,"1,041",
86,390,601,991,
87,324,457,781,
88,285,432,717,
89,225,395,620,
小計,"4,888","6,468","11,356",
90,188,341,529,
91,141,271,412,
92,95,203,298,
93,74,196,270,
94,47,168,215,
95,44,115,159,
96,22,92,114,
97,16,69,85,
98,9,46,55,
99,8,28,36,
小計,644,"1,529","2,173",
100以上,5,60,65,
合計,"72,287","75,420","147,707",
,,,,
