町丁目別人口・世帯数　令和４年１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,429,530,959,513
関戸２丁目,"1,316","1,412","2,728","1,520"
関戸３丁目,659,713,"1,372",687
関戸４丁目,"1,033","1,123","2,156","1,253"
関戸５丁目,703,751,"1,454",747
関戸６丁目,451,444,895,418
,"4,591","4,973","9,564","5,138"
,,,,
連光寺１丁目,"1,891","1,883","3,774","1,626"
連光寺２丁目,"1,205","1,182","2,387","1,019"
連光寺３丁目,888,880,"1,768",836
連光寺４丁目,283,261,544,266
連光寺５丁目,200,186,386,198
連光寺６丁目,410,341,751,383
,"4,877","4,733","9,610","4,328"
,,,,
貝取,614,553,"1,167",623
,614,553,"1,167",623
,,,,
乞田,"1,311","1,221","2,532","1,301"
,"1,311","1,221","2,532","1,301"
,,,,
和田,"4,783","4,508","9,291","4,294"
,"4,783","4,508","9,291","4,294"
,,,,
百草,457,432,889,432
,457,432,889,432
,,,,
落川,649,644,"1,293",579
,649,644,"1,293",579
,,,,
東寺方,881,840,"1,721",828
東寺方１丁目,566,658,"1,224",619
,"1,447","1,498","2,945","1,447"
,,,,
一ノ宮１丁目,"1,174",963,"2,137","1,391"
一ノ宮２丁目,771,762,"1,533",922
一ノ宮３丁目,425,431,856,499
一ノ宮４丁目,987,987,"1,974","1,022"
,"3,357","3,143","6,500","3,834"
,,,,
桜ヶ丘１丁目,943,"1,039","1,982",925
桜ヶ丘２丁目,640,740,"1,380",625
桜ヶ丘３丁目,602,651,"1,253",543
桜ヶ丘４丁目,754,815,"1,569",835
,"2,939","3,245","6,184","2,928"
,,,,
和田（百草団地）,609,657,"1,266",874
,609,657,"1,266",874
,,,,
聖ヶ丘１丁目,898,999,"1,897",885
聖ヶ丘２丁目,809,951,"1,760",848
聖ヶ丘３丁目,"1,027","1,073","2,100",940
聖ヶ丘４丁目,358,381,739,299
聖ヶ丘５丁目,56,48,104,34
,"3,148","3,452","6,600","3,006"
,,,,
馬引沢１丁目,912,888,"1,800",933
馬引沢２丁目,"1,233","1,141","2,374","1,282"
,"2,145","2,029","4,174","2,215"
,,,,
山王下１丁目,297,326,623,498
,297,326,623,498
,,,,
中沢１丁目,663,586,"1,249",739
中沢２丁目,899,971,"1,870",844
,"1,562","1,557","3,119","1,583"
,,,,
唐木田１丁目,"1,105","1,198","2,303","1,172"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,105","1,198","2,303","1,172"
,,,,
諏訪１丁目,"2,060","2,066","4,126","2,034"
諏訪２丁目,"1,756","1,923","3,679","1,622"
諏訪３丁目,514,518,"1,032",505
諏訪４丁目,610,770,"1,380",748
諏訪５丁目,300,409,709,442
諏訪６丁目,0,0,0,0
,"5,240","5,686","10,926","5,351"
,,,,
永山１丁目,945,978,"1,923","1,128"
永山２丁目,"1,563","1,570","3,133","1,578"
永山３丁目,"1,865","2,118","3,983","2,051"
永山４丁目,"1,354","1,533","2,887","1,853"
永山５丁目,921,"1,080","2,001",886
永山６丁目,623,621,"1,244",624
永山７丁目,0,0,0,0
,"7,271","7,900","15,171","8,120"
,,,,
貝取１丁目,"1,032",926,"1,958",979
貝取２丁目,"1,569","1,738","3,307","1,511"
貝取３丁目,406,550,956,453
貝取４丁目,513,554,"1,067",534
貝取５丁目,233,290,523,312
,"3,753","4,058","7,811","3,789"
,,,,
豊ヶ丘１丁目,"1,620","1,534","3,154","1,632"
豊ヶ丘２丁目,"1,409","1,467","2,876","1,345"
豊ヶ丘３丁目,741,860,"1,601",714
豊ヶ丘４丁目,329,371,700,403
豊ヶ丘５丁目,586,683,"1,269",654
豊ヶ丘６丁目,423,497,920,504
,"5,108","5,412","10,520","5,252"
,,,,
落合１丁目,"1,445","1,560","3,005","1,521"
落合２丁目,"1,141","1,110","2,251",902
落合３丁目,"1,452","1,541","2,993","1,509"
落合４丁目,957,"1,117","2,074","1,112"
落合５丁目,"1,046","1,094","2,140",931
落合６丁目,882,829,"1,711",796
,"6,923","7,251","14,174","6,771"
,,,,
鶴牧１丁目,"1,293","1,341","2,634","1,251"
鶴牧２丁目,883,798,"1,681",867
鶴牧３丁目,"2,093","2,242","4,335","1,589"
鶴牧４丁目,353,395,748,335
鶴牧５丁目,904,"1,029","1,933",854
鶴牧６丁目,858,895,"1,753",801
,"6,384","6,700","13,084","5,697"
,,,,
南野１丁目,1,0,1,1
南野２丁目,478,455,933,480
南野３丁目,463,468,931,401
,942,923,"1,865",882
,,,,
東寺方３丁目,131,197,328,185
,131,197,328,185
,,,,
和田３丁目,395,471,866,512
,395,471,866,512
,,,,
愛宕１丁目,247,269,516,291
愛宕２丁目,426,443,869,492
愛宕３丁目,295,426,721,468
愛宕４丁目,"1,244","1,373","2,617","1,398"
,"2,212","2,511","4,723","2,649"
,,,,
,"72,250","75,278","147,528","73,460"
