年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,7,4,17,21,6,8,11,13,5,8,8,10,9,13,8,7,15,10,1,1,9,1,4,3,6,6,11,13,63,50,1,5,9,11,19,10,9,9,25,9,10,16,9,5,15,19,9,8,3,11,8,7,9,17,2,3,7,9,5,6,9,11,3,5,1,0,12,16,17,20,7,4,11,9,10,7,15,5,22,20,23,32,4,2,7,1,1,0,11,10,25,15,25,17,16,14,3,6,3,3,0,0,13,10,7,14,2,2,1,2,1,2,29,21,10,10,8,7,2,1,3,2,7,7,22,28,15,10,11,4,7,5,8,7,6,4,14,21,13,7,14,22,2,3,9,10,10,9,7,5,7,8,1,0,2,1,1,1,5,4,1,1,11,19,794,757,"1,551"
36,3,4,15,17,11,11,15,16,13,11,10,4,20,15,10,11,14,18,2,4,2,2,8,6,14,10,18,14,46,38,5,8,8,7,13,8,10,15,20,14,9,14,4,4,18,22,5,5,8,8,0,10,9,10,4,4,12,12,6,3,12,7,2,0,1,1,19,12,18,26,5,2,17,6,1,9,23,17,27,28,20,31,7,7,5,6,0,2,7,9,18,21,19,18,5,11,3,6,10,5,0,0,13,14,13,17,6,3,2,5,1,0,30,12,11,11,8,5,3,2,4,3,1,0,26,24,15,16,14,13,5,8,15,11,19,9,22,19,14,9,35,30,3,3,7,5,14,8,6,7,3,2,0,0,1,6,1,2,3,4,0,2,14,11,860,810,"1,670"
37,4,1,25,17,7,13,17,16,13,12,3,4,20,13,19,17,15,5,3,4,4,1,7,5,11,13,17,18,48,63,5,3,9,14,12,10,10,5,18,14,17,8,6,8,17,18,6,6,10,9,6,8,9,7,3,2,9,7,11,7,10,13,5,11,1,1,22,28,28,12,7,1,7,5,13,7,15,11,28,21,29,38,6,3,3,8,2,1,10,15,26,20,29,27,13,17,3,10,7,4,0,0,16,10,15,11,4,2,4,3,4,0,18,12,12,10,1,6,2,1,3,2,3,5,22,30,15,19,12,23,6,8,12,10,7,12,25,25,11,7,20,30,2,2,11,17,16,13,5,7,5,7,1,0,4,3,2,1,4,2,0,4,17,14,904,877,"1,781"
38,7,4,20,18,10,11,13,20,12,8,4,4,18,19,8,8,12,4,2,3,3,4,4,5,10,6,15,17,57,47,6,4,9,9,16,10,10,9,17,21,16,13,3,6,16,13,10,9,9,6,7,5,13,7,5,5,11,10,12,6,12,14,2,5,0,0,15,14,24,28,1,5,9,9,10,13,18,15,32,32,33,32,5,6,10,7,0,0,13,9,30,18,26,23,15,8,12,7,7,12,0,0,12,14,18,11,3,5,4,3,1,4,21,25,12,19,5,7,2,1,3,7,5,4,31,31,9,23,15,17,9,11,13,8,8,7,23,25,12,11,34,31,1,4,13,13,10,13,7,5,9,7,1,1,3,7,1,3,7,3,1,2,11,15,933,905,"1,838"
39,6,12,17,13,10,7,11,13,8,14,8,5,26,19,9,11,20,17,4,4,3,1,6,7,10,13,19,17,64,74,4,7,7,7,9,13,12,11,22,14,16,10,3,7,15,13,14,15,8,5,4,5,6,11,5,4,14,18,10,13,15,12,4,2,1,2,20,14,28,26,3,0,4,3,9,13,17,21,17,24,38,42,5,5,9,9,1,2,16,10,23,30,26,24,16,16,7,10,8,6,0,0,16,10,16,20,4,1,4,8,1,4,24,24,19,19,5,7,2,2,4,3,4,5,32,27,23,25,8,14,7,8,10,7,7,8,25,16,10,10,30,28,1,2,7,12,8,11,11,6,4,2,0,0,5,1,3,4,4,3,0,3,15,13,946,954,"1,900"
40,3,5,21,16,9,10,16,13,12,10,8,6,13,25,11,10,13,7,8,3,2,2,8,3,11,10,18,11,55,49,11,8,6,5,15,14,8,13,15,19,16,10,9,8,20,9,9,11,8,7,4,8,10,9,9,2,14,12,7,11,12,15,6,5,0,3,13,14,22,19,3,4,14,3,6,12,9,15,27,28,43,41,6,4,5,7,1,1,16,13,17,23,23,22,13,8,13,11,7,7,0,0,16,20,25,19,3,3,7,3,2,1,18,19,18,9,7,7,3,5,3,3,5,9,26,22,16,20,15,13,11,8,7,8,11,13,28,27,12,7,31,26,4,2,7,17,7,11,7,9,7,7,0,2,3,4,1,2,3,5,0,5,16,10,944,897,"1,841"
41,5,3,25,13,11,10,18,7,12,12,10,2,28,24,10,12,11,14,0,3,4,1,8,3,13,7,25,16,74,58,6,3,14,3,11,17,12,13,25,9,12,9,13,8,19,15,9,11,5,9,9,6,8,13,4,5,16,12,7,7,17,14,2,6,2,2,24,21,29,18,5,1,8,7,14,22,14,18,32,21,47,43,8,3,10,6,5,2,14,22,28,20,22,25,12,8,6,11,7,8,0,0,8,7,28,13,3,6,4,3,5,2,22,20,18,9,4,10,4,2,8,7,4,5,23,26,22,23,21,19,6,16,10,11,9,14,17,18,7,8,30,32,4,4,10,13,4,11,6,3,7,7,1,3,1,2,6,3,4,3,4,1,15,11,"1,045",915,"1,960"
42,2,2,27,28,5,11,18,12,8,12,4,5,31,33,23,15,11,11,6,1,0,1,5,6,6,8,13,20,80,59,8,10,8,11,12,14,12,13,19,12,11,9,7,12,17,8,17,8,8,12,9,8,6,6,5,3,13,7,6,12,10,13,6,4,2,0,15,15,34,12,3,2,11,5,19,16,12,13,28,25,42,38,3,6,8,5,1,3,17,13,18,29,35,25,15,11,8,7,13,11,0,0,8,20,13,16,4,4,1,5,3,5,28,23,16,8,9,2,5,3,7,6,3,1,29,26,30,24,31,21,15,14,15,9,13,13,16,23,7,13,27,41,6,10,13,5,17,11,11,3,11,5,0,0,1,4,0,2,2,1,4,2,15,12,"1,057",954,"2,011"
43,8,2,28,24,8,17,17,8,18,16,3,10,41,36,9,14,15,5,4,4,5,5,10,7,14,11,26,10,84,75,4,4,11,6,12,10,10,11,21,16,14,5,5,3,19,14,6,12,9,10,6,7,9,2,4,8,13,9,14,12,10,9,10,3,2,0,17,15,23,18,3,1,11,9,16,18,12,14,23,23,37,36,4,2,6,9,1,0,11,9,30,28,29,38,16,22,17,12,6,13,0,0,19,16,24,16,4,9,4,3,2,0,26,21,25,20,9,5,1,0,5,6,2,7,35,29,23,21,23,15,13,9,7,16,12,22,26,21,18,12,32,41,9,7,13,7,13,14,7,2,8,8,2,3,0,3,1,4,3,2,2,2,15,20,"1,114","1,013","2,127"
44,3,9,29,15,11,4,16,6,16,14,5,2,28,50,17,17,18,11,3,6,3,3,10,6,9,13,20,18,93,76,13,4,14,12,19,11,11,7,19,14,11,14,9,5,14,15,16,12,13,7,9,10,6,8,5,8,6,14,11,9,7,12,8,15,0,1,15,22,21,27,3,2,9,7,23,17,20,14,25,20,34,46,11,7,7,10,0,1,16,11,23,13,22,30,10,16,12,12,5,8,0,0,18,14,18,30,5,8,9,5,3,1,25,14,14,17,9,6,5,4,7,10,7,4,31,29,31,34,22,19,10,15,18,14,23,14,26,23,20,17,40,53,5,4,12,19,18,13,7,15,7,6,3,2,4,6,5,5,6,6,5,6,21,20,"1,162","1,124","2,286"
45,3,5,15,23,5,7,18,18,17,6,7,5,41,47,15,15,9,11,5,5,4,5,2,2,14,10,28,23,90,71,13,7,17,11,16,13,7,5,24,16,7,13,8,6,16,15,14,11,8,10,9,12,9,9,11,5,12,16,10,9,16,12,9,8,1,0,12,12,20,19,5,1,12,7,19,13,17,20,26,31,34,41,5,5,8,4,2,4,12,17,21,19,24,22,14,15,12,17,12,10,0,0,16,9,25,24,6,7,9,6,3,3,27,20,18,19,7,8,0,4,9,8,6,1,25,30,31,21,26,21,11,12,23,19,27,19,18,25,22,11,50,51,1,5,12,10,13,13,9,5,10,14,0,1,1,4,3,5,5,5,4,3,16,10,"1,168","1,081","2,249"
46,7,8,19,15,6,10,14,21,17,14,4,9,39,44,25,22,15,11,3,6,3,1,11,2,14,12,23,22,84,95,3,10,10,10,12,16,10,17,29,16,11,6,8,2,12,15,9,9,4,5,8,9,15,6,11,2,12,11,11,11,19,19,3,7,0,0,15,15,15,18,1,3,9,7,29,17,8,12,26,33,35,33,7,4,6,7,1,2,13,16,23,18,26,28,16,20,11,12,10,9,0,0,25,11,31,26,3,7,7,5,2,3,22,30,16,21,9,15,6,8,8,5,3,4,36,27,23,17,30,12,14,16,14,14,11,13,26,29,16,23,45,62,4,4,11,16,13,5,9,9,12,11,1,2,3,4,5,5,6,5,5,4,14,18,"1,152","1,148","2,300"
47,11,5,22,21,11,10,17,24,13,15,12,6,54,51,17,24,11,13,5,4,2,2,12,8,9,14,22,18,83,95,7,6,13,9,13,11,20,7,14,11,9,15,5,7,23,8,14,18,10,12,11,7,10,8,17,8,11,11,12,14,12,10,13,3,0,1,18,12,18,21,5,3,11,7,16,21,11,9,38,30,44,39,7,6,10,9,3,5,19,12,28,31,31,33,17,19,9,12,7,9,0,0,19,12,24,29,9,9,3,9,5,2,26,25,25,33,13,13,7,8,10,15,3,5,29,25,30,27,21,23,26,24,17,6,19,16,24,28,16,18,55,61,7,9,12,16,8,16,9,8,8,5,1,5,4,6,4,6,6,3,3,2,15,13,"1,265","1,231","2,496"
48,8,8,23,21,6,11,17,13,12,11,5,6,37,45,22,22,15,23,8,3,4,4,5,5,13,13,33,27,103,78,8,16,9,12,18,6,13,14,20,13,13,15,9,9,21,19,15,20,7,8,7,9,15,5,11,12,10,15,5,12,13,8,7,9,2,2,15,21,20,22,5,3,12,9,24,13,14,22,24,26,37,29,9,8,5,9,0,5,18,16,41,27,22,27,26,25,18,15,10,9,0,0,23,13,28,32,8,6,6,11,5,6,29,16,33,20,9,8,3,2,8,9,5,4,26,32,24,25,21,16,17,21,13,18,23,14,37,27,20,16,60,48,10,6,13,13,10,16,11,6,11,9,0,1,7,11,7,2,9,9,7,4,12,20,"1,309","1,221","2,530"
49,3,13,29,21,9,17,20,19,15,8,3,8,46,50,22,30,19,15,3,7,7,1,6,7,12,14,24,20,92,62,12,12,14,9,12,18,11,10,17,15,13,11,7,10,15,16,18,15,6,7,8,4,9,12,7,8,13,14,11,8,18,19,4,6,0,1,15,12,26,28,8,4,11,12,17,17,19,18,44,45,33,33,8,13,7,12,1,6,17,26,32,39,42,37,37,25,18,22,11,12,0,0,17,15,19,27,9,4,12,9,2,2,28,23,25,35,8,12,11,5,17,16,5,4,31,33,22,18,19,22,19,17,14,21,14,17,26,23,14,13,52,60,4,5,16,10,19,9,8,8,6,9,2,6,3,6,2,6,9,7,2,4,17,16,"1,303","1,310","2,613"
50,6,7,21,18,12,18,17,20,13,13,12,5,47,36,27,32,14,10,9,4,3,1,16,1,14,5,26,15,108,92,6,8,10,12,19,14,11,10,20,14,9,12,12,7,18,10,14,16,17,8,10,11,10,9,16,6,8,11,10,8,10,21,2,6,2,2,21,14,28,20,5,1,7,4,11,18,16,11,41,35,14,24,11,7,11,15,4,8,15,21,21,21,31,44,36,27,22,15,13,8,0,0,16,11,19,19,11,5,6,7,1,5,31,28,24,28,9,13,5,2,8,9,8,15,22,30,17,23,23,29,14,16,17,10,10,19,37,21,21,19,46,30,5,4,14,11,9,15,10,6,6,7,3,4,6,3,8,4,9,8,6,4,18,19,"1,295","1,179","2,474"
51,5,5,15,22,14,14,20,27,13,6,6,11,47,35,28,28,16,15,5,6,2,3,14,10,6,13,18,20,96,81,8,7,11,10,17,14,3,11,17,14,19,8,9,6,15,20,10,18,6,8,9,10,13,14,13,6,9,18,9,13,13,13,5,3,1,0,10,6,21,26,2,3,11,12,15,13,11,12,49,32,31,35,6,9,12,16,8,8,18,14,33,24,26,26,27,17,13,12,9,14,0,0,12,14,14,28,8,6,14,6,3,3,22,26,25,26,8,18,8,3,13,8,5,2,34,26,18,18,19,24,30,13,9,20,16,13,41,24,19,14,31,28,6,7,9,9,10,17,7,9,10,9,3,3,7,10,3,8,7,3,3,4,14,21,"1,222","1,188","2,410"
52,5,10,20,31,26,21,29,21,7,8,9,9,33,29,31,30,12,19,6,3,2,4,9,5,6,7,20,17,84,78,9,2,10,9,16,10,5,13,16,12,12,9,4,8,10,9,20,13,3,5,9,14,9,10,18,11,15,18,4,11,16,21,4,5,1,1,13,12,26,19,3,0,14,7,14,9,16,12,32,43,27,22,9,11,8,12,7,3,22,17,25,33,35,28,22,30,9,13,15,9,0,0,21,13,17,15,6,6,10,12,9,3,21,31,18,24,9,7,3,4,2,11,6,6,24,21,20,20,25,18,12,19,12,14,16,15,23,30,13,15,46,28,3,5,6,13,15,11,7,11,10,8,4,1,4,7,4,3,12,5,4,5,9,12,"1,168","1,146","2,314"
53,1,7,18,28,13,2,20,21,16,13,14,10,44,38,23,24,15,15,8,2,4,1,6,6,11,11,17,19,93,86,9,4,14,12,17,14,7,9,12,14,17,9,8,5,16,19,19,17,6,9,10,6,12,14,14,3,9,20,9,12,15,9,3,3,1,1,16,14,24,18,2,2,8,11,10,11,18,12,52,44,21,20,6,5,12,12,6,9,33,18,23,30,37,34,29,16,14,20,13,8,0,0,13,18,17,15,2,16,5,5,0,4,32,32,28,24,11,19,6,8,12,8,8,2,32,21,16,27,18,20,19,18,19,10,12,12,23,28,18,15,31,33,6,5,13,13,8,10,11,6,8,10,3,4,3,4,4,3,7,8,4,4,15,19,"1,229","1,168","2,397"
54,5,10,25,21,14,5,26,15,10,8,6,6,30,39,34,34,26,21,5,2,0,0,7,7,11,8,30,28,95,73,9,7,12,11,12,7,7,6,10,9,14,11,8,7,16,13,13,20,9,9,6,10,12,10,12,10,13,13,9,10,19,11,4,8,5,2,15,6,25,23,3,4,9,6,11,14,15,18,40,39,19,20,7,12,3,13,8,10,15,17,33,22,22,24,20,13,15,17,8,8,0,0,21,9,16,18,6,11,8,11,2,5,30,23,18,25,17,12,4,6,14,9,4,9,29,21,22,11,16,21,11,16,12,13,24,5,25,18,15,10,39,22,4,3,14,14,17,12,5,5,4,6,0,4,8,4,2,4,9,4,3,5,13,24,"1,194","1,077","2,271"
55,5,6,19,18,9,5,10,18,11,14,8,4,27,25,25,22,11,13,5,0,3,1,6,1,3,3,11,13,76,61,8,3,8,3,8,7,12,5,17,9,22,7,5,8,11,13,7,12,4,9,13,2,8,11,9,6,10,13,6,7,9,17,3,1,1,0,13,14,20,10,5,3,14,10,8,8,6,14,28,32,19,13,8,6,7,10,5,7,15,12,20,19,18,22,14,17,6,12,7,9,0,0,16,14,14,12,0,6,6,9,2,2,22,20,14,12,4,9,3,0,8,9,3,3,17,6,10,9,26,17,12,10,7,6,11,8,16,21,10,11,24,20,0,4,11,10,9,14,5,5,4,3,0,2,5,6,5,4,6,8,2,2,24,20,899,837,"1,736"
56,10,7,18,20,11,9,22,15,12,13,12,9,34,20,24,24,20,15,6,4,4,2,6,6,8,11,30,21,67,63,5,3,15,9,8,9,6,6,10,11,6,14,5,7,17,19,11,18,6,6,13,7,14,11,2,9,17,15,7,9,8,13,1,4,0,0,11,12,20,24,5,4,17,16,18,12,11,14,42,47,12,14,10,13,11,13,7,3,30,16,23,27,32,22,19,16,23,10,9,4,0,0,14,16,19,29,4,6,4,8,0,2,29,28,22,16,6,6,4,5,6,5,7,7,20,27,14,13,19,19,15,14,12,11,12,9,16,18,23,16,28,18,4,4,5,10,16,12,5,5,8,4,3,2,8,3,4,2,6,3,2,7,13,25,"1,083","1,026","2,109"
57,5,6,26,26,5,9,14,23,3,5,9,14,28,25,25,23,11,9,4,5,4,1,1,3,10,9,31,19,90,56,7,6,7,8,3,8,6,5,21,14,8,10,4,2,14,15,16,15,6,6,6,8,16,10,10,11,12,18,9,8,11,12,4,3,0,0,15,14,19,9,6,1,20,15,17,9,21,21,44,36,13,20,11,11,7,11,1,3,17,24,34,19,19,23,24,20,12,14,8,5,0,0,13,11,13,20,2,6,2,3,2,4,22,13,17,15,8,8,4,4,7,6,2,7,22,22,13,14,18,12,9,11,9,17,10,5,18,10,14,19,16,28,3,6,3,8,13,12,4,7,7,7,3,4,8,4,6,2,3,5,3,6,18,22,"1,006",965,"1,971"
58,10,7,23,23,12,11,22,14,10,9,9,6,29,22,16,24,18,9,7,4,0,1,6,3,10,10,18,34,69,44,5,5,7,13,9,7,8,10,14,9,6,9,1,2,10,19,15,15,15,10,8,12,9,11,11,11,7,13,7,7,10,9,3,2,0,0,11,14,14,13,2,4,17,13,12,22,13,14,36,37,22,16,7,6,14,5,1,5,24,15,21,17,20,13,11,12,13,16,7,8,0,0,22,13,13,17,5,7,9,4,7,1,24,20,15,12,4,10,2,5,5,4,7,5,20,26,16,12,14,16,16,13,13,16,12,9,14,14,10,9,19,18,2,3,7,10,10,17,7,8,6,4,1,1,0,2,2,1,5,4,3,6,15,14,954,916,"1,870"
59,6,6,18,18,9,11,8,8,10,11,4,2,21,20,30,14,18,14,5,4,2,3,4,2,13,10,25,15,54,53,5,5,7,5,8,7,5,4,17,10,8,9,6,3,17,17,10,9,8,7,4,9,8,7,5,3,14,13,9,19,9,7,0,3,0,1,8,9,23,7,5,3,6,11,12,11,19,23,30,37,15,15,10,6,6,3,3,6,17,17,18,10,17,31,20,19,16,7,4,8,0,0,12,17,17,24,3,4,8,9,3,3,20,18,13,16,8,7,5,3,4,7,6,2,23,14,13,11,15,13,14,9,11,12,6,10,13,15,17,21,16,20,6,4,5,7,16,12,3,7,7,7,0,3,3,8,2,1,5,4,2,4,28,21,900,865,"1,765"
60,6,7,25,17,8,8,20,17,6,6,9,8,13,19,14,15,14,11,1,2,2,2,5,2,6,7,16,17,68,56,2,8,5,6,12,6,4,3,13,17,8,6,5,7,10,15,11,8,11,10,4,5,12,9,7,6,15,18,4,8,20,10,2,3,0,0,13,8,10,11,3,3,7,11,12,12,15,14,31,26,20,17,5,4,5,7,5,4,14,13,18,14,22,18,15,21,8,11,7,10,0,0,18,12,17,19,2,5,6,3,4,2,18,22,15,16,9,11,2,2,3,8,2,8,12,17,12,9,10,15,8,11,9,12,9,5,9,18,15,6,16,21,2,2,10,14,11,19,4,3,1,2,1,4,4,5,3,0,7,4,1,3,21,22,829,843,"1,672"
61,13,5,15,16,10,6,8,12,5,7,5,4,23,11,18,13,10,12,2,1,2,0,1,3,5,4,21,21,39,46,2,5,5,6,8,4,8,5,12,10,9,6,6,3,10,8,14,10,8,7,6,4,11,7,8,7,11,14,11,9,10,13,2,0,0,0,9,8,10,12,2,3,10,10,9,6,15,10,30,17,14,17,8,7,3,6,2,6,20,14,19,19,19,17,18,28,2,7,7,11,0,0,12,6,23,21,2,4,10,9,1,2,19,18,20,9,7,17,2,3,10,6,9,3,16,19,11,12,19,15,8,4,18,15,6,6,16,18,10,6,18,17,4,2,6,10,13,15,3,5,5,5,2,2,4,4,2,6,6,7,4,5,11,25,812,773,"1,585"
62,7,8,13,11,9,8,8,13,2,7,7,11,18,18,17,11,10,9,5,2,2,1,2,3,7,15,23,9,45,38,2,4,6,8,12,8,5,4,12,5,5,3,3,4,13,11,16,18,14,9,10,10,6,6,9,5,12,17,8,14,10,16,1,2,1,0,11,14,8,9,2,0,8,7,11,20,14,13,28,24,9,21,3,9,4,5,4,4,13,19,17,20,11,20,19,18,5,10,5,9,0,0,10,14,22,25,3,1,5,6,5,1,13,14,19,13,9,11,5,2,4,3,4,3,17,14,10,8,11,19,8,10,11,11,7,10,9,22,13,8,24,21,2,1,7,6,10,14,10,8,6,5,0,1,1,6,0,4,9,7,2,3,15,19,763,820,"1,583"
63,2,11,15,16,12,7,13,18,13,8,3,3,14,23,15,19,8,12,2,7,2,4,3,2,4,4,17,12,37,35,4,3,7,4,6,6,7,4,7,4,7,8,3,2,7,11,12,13,8,17,11,9,7,12,4,10,16,14,9,11,8,14,0,2,1,1,13,6,13,10,1,2,9,7,13,13,13,12,26,17,17,13,6,8,6,6,3,7,13,10,13,14,22,20,14,17,9,11,8,4,0,0,13,10,15,21,2,1,8,7,0,3,19,18,17,25,10,17,4,6,9,6,5,9,13,22,16,8,14,21,5,11,12,25,8,11,14,18,9,6,24,20,2,3,11,11,9,12,3,7,4,4,1,3,1,10,3,4,4,8,0,3,14,28,752,861,"1,613"
64,4,6,14,14,8,6,15,21,6,8,4,5,18,15,11,10,3,10,3,2,2,2,5,4,8,5,18,10,37,41,5,3,2,6,7,5,3,5,12,6,4,5,3,6,9,12,12,17,14,12,6,7,7,7,5,6,6,17,5,5,11,18,1,4,1,1,8,6,8,14,0,2,7,11,13,15,14,17,18,15,23,17,5,4,5,13,3,5,20,12,11,12,19,19,18,25,11,11,9,5,0,0,9,16,19,31,4,7,5,10,1,3,9,13,17,30,14,21,4,3,5,6,2,4,13,12,12,10,15,11,3,12,21,17,10,4,13,8,11,4,14,15,0,6,10,9,13,15,5,4,4,6,1,1,4,3,3,4,4,11,4,5,19,23,729,828,"1,557"
65,3,10,14,12,5,8,10,15,13,7,8,2,14,11,4,9,7,9,2,4,3,0,2,4,7,5,15,7,47,36,3,2,4,9,3,9,5,3,6,5,4,7,3,1,12,11,11,12,10,11,9,2,8,11,13,8,7,19,7,16,16,14,5,6,0,0,6,4,9,7,1,2,7,6,11,11,16,16,17,17,21,15,2,6,4,4,2,3,8,10,14,7,23,28,19,20,10,10,6,9,0,0,8,11,17,34,2,14,6,7,5,6,15,20,15,18,15,17,6,3,4,9,2,7,18,16,10,8,21,16,7,8,12,18,8,11,13,13,12,5,11,16,3,5,9,15,22,13,6,4,5,0,2,1,6,7,3,6,6,6,4,8,19,23,748,805,"1,553"
66,3,8,10,9,7,7,15,8,5,7,7,8,9,18,13,16,6,11,1,2,1,1,2,1,4,6,10,14,43,33,6,1,6,4,7,8,4,4,7,13,5,3,2,1,8,5,8,10,12,6,8,7,9,10,4,6,17,14,5,18,16,9,2,4,0,0,7,6,7,6,3,2,12,6,13,13,10,24,19,21,14,25,5,6,7,10,6,7,12,10,19,23,14,21,19,18,14,12,9,8,0,0,16,12,22,42,4,9,4,4,3,5,22,12,19,25,14,25,4,3,9,11,9,11,13,12,10,18,17,21,11,22,16,27,7,12,10,17,6,9,12,27,6,9,10,22,13,12,6,10,5,10,1,4,4,6,5,5,4,8,4,2,25,24,763,926,"1,689"
67,7,5,7,12,6,6,14,12,4,6,4,4,16,10,12,16,8,7,5,5,2,0,7,5,4,2,9,14,45,44,5,6,5,3,3,13,9,8,7,9,2,5,6,1,4,6,15,13,2,12,4,9,8,11,5,4,10,15,14,17,13,27,3,15,1,1,9,13,8,6,2,2,8,4,13,9,19,22,21,19,15,19,6,2,3,16,1,3,9,11,18,19,12,26,19,21,13,11,6,4,0,0,11,16,33,49,3,7,7,11,0,5,16,14,15,19,12,24,7,6,4,10,5,9,13,12,11,13,20,27,15,16,8,16,5,10,11,8,6,4,18,21,3,4,9,21,9,16,8,4,4,7,5,5,5,6,5,4,5,2,3,8,24,22,748,926,"1,674"
68,10,6,11,10,4,10,19,14,8,9,5,7,24,14,10,13,9,9,2,3,2,1,4,7,2,6,16,11,39,46,3,4,6,8,9,13,7,3,11,14,3,5,3,9,10,7,14,16,10,11,9,8,7,12,12,17,12,12,10,22,17,28,3,3,0,1,8,4,1,6,1,1,9,14,8,12,15,23,14,26,17,26,4,7,10,5,9,2,10,9,15,10,27,30,19,19,15,15,7,8,0,0,11,9,33,40,5,8,5,9,5,4,16,12,19,21,15,24,4,4,6,10,7,5,12,21,13,17,13,23,13,20,22,24,8,15,10,11,6,6,11,20,8,6,14,18,11,17,4,6,7,7,2,5,5,1,1,3,12,7,4,9,16,26,818,984,"1,802"
69,6,16,18,17,5,9,19,13,7,9,6,4,13,23,7,7,12,16,5,2,5,3,1,4,4,3,14,11,24,40,4,10,6,6,11,13,5,3,12,9,10,7,3,6,9,11,10,9,8,12,6,6,6,8,12,12,14,17,12,19,17,19,3,4,0,0,5,4,12,11,6,0,5,6,10,7,18,29,16,23,26,20,5,7,11,13,1,7,13,11,16,26,33,30,17,23,12,14,12,10,0,0,13,18,31,47,12,13,6,11,4,6,13,15,28,28,29,21,4,7,9,9,5,14,19,19,7,10,16,34,15,25,17,38,7,10,13,11,9,14,17,27,2,5,15,24,20,16,2,2,10,8,3,0,5,9,6,3,6,5,1,6,19,24,875,"1,068","1,943"
70,4,10,14,14,8,5,7,9,4,7,7,6,18,17,18,14,9,10,1,6,1,2,8,5,9,7,10,6,37,36,3,6,6,5,15,29,4,3,9,6,6,4,2,4,6,11,15,13,7,15,7,11,7,8,17,15,17,28,24,32,17,17,8,5,0,0,6,6,11,3,0,1,4,8,15,24,24,21,21,22,20,21,4,8,9,10,9,7,10,8,13,28,24,24,24,30,13,18,8,9,0,0,12,13,40,36,7,13,6,8,1,7,17,21,29,30,22,26,6,8,12,5,7,7,15,18,14,11,18,31,18,32,23,22,10,18,18,11,7,6,19,25,6,7,15,21,15,18,4,5,8,7,2,4,5,12,3,6,13,13,4,7,30,25,946,"1,087","2,033"
71,10,9,9,17,7,12,7,17,6,11,6,7,24,17,11,8,10,5,3,5,2,0,4,6,4,3,5,13,36,36,5,5,11,6,14,12,1,3,7,5,11,6,5,10,6,10,16,15,16,15,5,11,8,11,18,14,12,28,22,31,23,19,8,13,0,0,4,7,7,4,1,1,9,9,13,10,26,16,20,22,24,31,8,5,9,14,2,9,9,16,18,27,37,29,36,32,13,27,2,11,0,0,14,19,35,46,5,17,20,11,3,11,24,26,26,30,24,28,8,4,11,14,8,10,16,21,10,9,32,43,30,30,19,16,13,23,9,16,4,5,17,25,3,10,16,30,10,19,4,4,8,8,2,1,10,15,3,1,8,15,2,12,16,24,980,"1,193","2,173"
72,6,9,16,17,10,10,16,23,11,13,5,5,20,29,17,24,11,9,3,3,0,6,4,6,7,7,16,14,31,52,6,4,6,6,12,15,3,3,16,16,4,6,8,5,7,11,15,11,10,15,9,11,9,15,12,19,16,22,25,24,27,32,13,11,2,0,4,6,6,11,1,3,13,10,16,16,34,29,24,30,24,42,8,10,18,14,8,14,18,18,24,24,29,50,26,37,13,22,12,10,0,0,13,18,48,56,14,20,5,17,7,8,17,24,24,38,29,28,7,5,12,12,10,12,18,21,10,10,29,49,31,43,34,43,16,14,6,12,7,10,23,40,12,13,25,27,21,16,5,5,8,8,6,3,12,10,4,8,13,12,11,11,42,29,"1,170","1,421","2,591"
