町丁目別人口・世帯数　令和４年３月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,435,530,965,513
関戸２丁目,"1,322","1,420","2,742","1,530"
関戸３丁目,658,709,"1,367",689
関戸４丁目,"1,027","1,112","2,139","1,247"
関戸５丁目,694,745,"1,439",745
関戸６丁目,456,458,914,428
,"4,592","4,974","9,566","5,152"
,,,,
連光寺１丁目,"1,899","1,893","3,792","1,627"
連光寺２丁目,"1,200","1,183","2,383","1,020"
連光寺３丁目,879,876,"1,755",827
連光寺４丁目,283,261,544,265
連光寺５丁目,203,188,391,199
連光寺６丁目,408,337,745,379
,"4,872","4,738","9,610","4,317"
,,,,
貝取,611,553,"1,164",625
,611,553,"1,164",625
,,,,
乞田,"1,303","1,209","2,512","1,293"
,"1,303","1,209","2,512","1,293"
,,,,
和田,"4,770","4,509","9,279","4,300"
,"4,770","4,509","9,279","4,300"
,,,,
百草,455,434,889,431
,455,434,889,431
,,,,
落川,638,629,"1,267",574
,638,629,"1,267",574
,,,,
東寺方,880,842,"1,722",834
東寺方１丁目,571,656,"1,227",616
,"1,451","1,498","2,949","1,450"
,,,,
一ノ宮１丁目,"1,168",964,"2,132","1,384"
一ノ宮２丁目,770,767,"1,537",925
一ノ宮３丁目,425,425,850,495
一ノ宮４丁目,990,988,"1,978","1,023"
,"3,353","3,144","6,497","3,827"
,,,,
桜ヶ丘１丁目,940,"1,038","1,978",920
桜ヶ丘２丁目,642,736,"1,378",626
桜ヶ丘３丁目,602,647,"1,249",541
桜ヶ丘４丁目,757,815,"1,572",837
,"2,941","3,236","6,177","2,924"
,,,,
和田（百草団地）,609,657,"1,266",882
,609,657,"1,266",882
,,,,
聖ヶ丘１丁目,892,997,"1,889",881
聖ヶ丘２丁目,806,948,"1,754",844
聖ヶ丘３丁目,"1,024","1,074","2,098",946
聖ヶ丘４丁目,359,381,740,299
聖ヶ丘５丁目,58,49,107,34
,"3,139","3,449","6,588","3,004"
,,,,
馬引沢１丁目,908,884,"1,792",928
馬引沢２丁目,"1,232","1,146","2,378","1,281"
,"2,140","2,030","4,170","2,209"
,,,,
山王下１丁目,300,321,621,496
,300,321,621,496
,,,,
中沢１丁目,662,590,"1,252",739
中沢２丁目,912,971,"1,883",847
,"1,574","1,561","3,135","1,586"
,,,,
唐木田１丁目,"1,095","1,193","2,288","1,161"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,095","1,193","2,288","1,161"
,,,,
諏訪１丁目,"2,049","2,062","4,111","2,031"
諏訪２丁目,"1,745","1,918","3,663","1,617"
諏訪３丁目,513,516,"1,029",504
諏訪４丁目,609,759,"1,368",744
諏訪５丁目,302,411,713,443
諏訪６丁目,0,0,0,0
,"5,218","5,666","10,884","5,339"
,,,,
永山１丁目,949,974,"1,923","1,127"
永山２丁目,"1,570","1,571","3,141","1,576"
永山３丁目,"1,868","2,119","3,987","2,054"
永山４丁目,"1,349","1,527","2,876","1,842"
永山５丁目,919,"1,080","1,999",887
永山６丁目,621,619,"1,240",622
永山７丁目,0,0,0,0
,"7,276","7,890","15,166","8,108"
,,,,
貝取１丁目,"1,038",926,"1,964",977
貝取２丁目,"1,569","1,741","3,310","1,512"
貝取３丁目,404,548,952,451
貝取４丁目,517,556,"1,073",540
貝取５丁目,235,295,530,314
,"3,763","4,066","7,829","3,794"
,,,,
豊ヶ丘１丁目,"1,621","1,540","3,161","1,638"
豊ヶ丘２丁目,"1,404","1,462","2,866","1,337"
豊ヶ丘３丁目,742,858,"1,600",713
豊ヶ丘４丁目,322,369,691,403
豊ヶ丘５丁目,585,690,"1,275",657
豊ヶ丘６丁目,423,493,916,505
,"5,097","5,412","10,509","5,253"
,,,,
落合１丁目,"1,447","1,558","3,005","1,521"
落合２丁目,"1,145","1,108","2,253",904
落合３丁目,"1,450","1,540","2,990","1,506"
落合４丁目,950,"1,113","2,063","1,107"
落合５丁目,"1,040","1,088","2,128",931
落合６丁目,877,830,"1,707",784
,"6,909","7,237","14,146","6,753"
,,,,
鶴牧１丁目,"1,293","1,346","2,639","1,254"
鶴牧２丁目,883,801,"1,684",869
鶴牧３丁目,"2,089","2,240","4,329","1,587"
鶴牧４丁目,350,396,746,337
鶴牧５丁目,901,"1,031","1,932",854
鶴牧６丁目,861,888,"1,749",795
,"6,377","6,702","13,079","5,696"
,,,,
南野１丁目,1,0,1,1
南野２丁目,474,452,926,479
南野３丁目,457,468,925,396
,932,920,"1,852",876
,,,,
東寺方３丁目,132,197,329,185
,132,197,329,185
,,,,
和田３丁目,391,467,858,510
,391,467,858,510
,,,,
愛宕１丁目,248,269,517,295
愛宕２丁目,422,443,865,491
愛宕３丁目,290,423,713,461
愛宕４丁目,"1,228","1,375","2,603","1,392"
,"2,188","2,510","4,698","2,639"
,,,,
,"72,126","75,202","147,328","73,384"
,,,,
,,,,
