,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,0,0,フルコンテナ船,0,0,セミコンテナ船,0,0,その他コンテナ積船,0,0,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"46,663,348","12,154,980","34,508,368","46,398,973","12,076,399","34,322,574","160,294","74,835","85,459",182,5,177,,,,,
農水産品,,"4,377,525","258,618","4,118,907","4,363,540","258,612","4,104,928","11,264",6,"11,258",-,-,-,,,,,
1,麦,"23,777",4,"23,773","23,192",4,"23,188",585,-,585,-,-,-,,,,,
2,米,"23,999","4,369","19,630","23,999","4,369","19,630",-,-,-,-,-,-,,,,,
3,とうもろこし,"10,138",30,"10,108","10,138",30,"10,108",-,-,-,-,-,-,,,,,
4,豆類,"134,802",355,"134,447","134,022",355,"133,667",780,-,780,-,-,-,,,,,
5,その他雑穀,"6,047",-,"6,047","6,047",-,"6,047",-,-,-,-,-,-,,,,,
6,野菜・果物,"1,141,443","42,183","1,099,260","1,132,374","42,177","1,090,197","6,573",6,"6,567",-,-,-,,,,,
7,綿花,495,201,294,495,201,294,-,-,-,-,-,-,,,,,
8,その他農産品,"257,358","10,390","246,968","256,638","10,390","246,248",705,-,705,-,-,-,,,,,
9,羊毛,485,-,485,485,-,485,-,-,-,-,-,-,,,,,
10,その他畜産品,"1,695,995","35,547","1,660,448","1,695,980","35,547","1,660,433",15,-,15,-,-,-,,,,,
11,水産品,"1,082,986","165,539","917,447","1,080,170","165,539","914,631","2,606",-,"2,606",-,-,-,,,,,
林産品,,"971,235","18,254","952,981","960,006","18,254","941,752","7,539",-,"7,539",-,-,-,,,,,
12,原木,"5,480","2,638","2,842","5,450","2,638","2,812",30,-,30,-,-,-,,,,,
13,製材,"835,412","15,049","820,363","824,303","15,049","809,254","7,419",-,"7,419",-,-,-,,,,,
14,樹脂類,"73,555",315,"73,240","73,555",315,"73,240",-,-,-,-,-,-,,,,,
15,木材チップ,"5,914",144,"5,770","5,914",144,"5,770",-,-,-,-,-,-,,,,,
16,その他林産品,"1,398",53,"1,345","1,398",53,"1,345",-,-,-,-,-,-,,,,,
17,薪炭,"49,476",55,"49,421","49,386",55,"49,331",90,-,90,-,-,-,,,,,
鉱産品,,"326,550","23,718","302,832","326,328","23,703","302,625",192,15,177,-,-,-,,,,,
18,石炭,"48,057",262,"47,795","48,057",262,"47,795",-,-,-,-,-,-,,,,,
19,鉄鉱石,721,-,721,721,-,721,-,-,-,-,-,-,,,,,
20,金属鉱,"4,891",4,"4,887","4,891",4,"4,887",-,-,-,-,-,-,,,,,
