68,衣服・身廻品・はきもの,"14,374","11,784","2,590","7,069","6,684",385,702,687,15,"4,454","4,430",24,-,-,-,-,-,-,"1,663","1,327",336,68,衣服・身廻品・はきもの,,,,,,,,
69,文房具・運動娯楽用品・楽器,"5,562","4,368","1,194","3,294","3,007",287,67,67,-,"2,411","2,411",-,-,-,-,-,-,-,806,529,277,69,文房具・運動娯楽用品・楽器,,,,,,,,
70,家具装備品,"17,489","16,377","1,112","15,462","14,597",865,"10,076","9,911",165,"3,305","3,305",-,70,70,-,-,-,-,909,909,-,70,家具装備品,,,,,,,,
71,その他日用品,"71,432","65,584","5,848","65,967","60,833","5,134","52,748","48,258","4,490",805,805,-,-,-,-,106,97,9,"1,238","1,238",-,71,その他日用品,,,,,,,,
72,ゴム製品,"9,541","7,293","2,248","7,280","6,900",380,520,380,140,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,,,,
73,木製品,"5,241","5,241",-,"2,975","2,975",-,335,335,-,"1,320","1,320",-,-,-,-,-,-,-,"1,320","1,320",-,73,木製品,,,,,,,,
74,その他製造工業品,"37,251","31,466","5,785","37,071","31,301","5,770","25,271","20,716","4,555",-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,,,,
特殊品,,"1,615,213","752,791","862,422","1,420,382","644,888","775,494","247,058","95,311","151,747","277,150","119,124","158,026",442,-,442,"1,512",857,655,"227,098","29,084","198,014",特殊品,,,,,,,,,
75,金属くず,"2,813",563,"2,250","1,615",55,"1,560","1,615",55,"1,560",-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,,,,
76,再利用資材,"12,074","4,786","7,288","7,215",60,"7,155","7,215",60,"7,155",-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,,,,
77,動植物性製造飼肥料,"55,095","54,140",955,"31,040","30,085",955,"15,095","14,220",875,"11,000","11,000",-,-,-,-,-,-,-,"3,795","3,795",-,77,動植物性製造飼肥料,,,,,,,,
78,廃棄物,"3,415","2,925",490,"3,415","2,925",490,"2,925","2,925",-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,,
80,輸送用容器,"151,019","36,039","114,980","147,671","33,390","114,281","111,827","28,685","83,142",-,-,-,-,-,-,-,-,-,-,-,-,80,輸送用容器,,,,,,,,
81,取合せ品,"1,390,797","654,338","736,459","1,229,426","578,373","651,053","108,381","49,366","59,015","266,150","108,124","158,026",442,-,442,"1,512",857,655,"223,303","25,289","198,014",81,取合せ品,,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,,
