24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,960,-,960,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,-,-,-,"2,329",36,"2,293",90,-,90,"7,299",10,"7,289",26,原塩,,,,,,
27,非金属鉱物,116,60,56,"54,907","7,076","47,831","10,946",776,"10,170","44,992","6,689","38,303",27,非金属鉱物,,,,,,
金属機械工業品,,"16,076","10,363","5,713","5,854,802","1,791,488","4,063,314","366,548","103,347","263,201","3,669,969","435,463","3,234,506",金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,"19,684","10,846","8,838","1,348",674,674,"6,507","1,556","4,951",28,鉄鋼,,,,,,
29,鋼材,99,99,-,"207,920","168,239","39,681","38,316","10,771","27,545","53,669","12,925","40,744",29,鋼材,,,,,,
30,非鉄金属,413,413,-,"102,082","37,721","64,361","12,787","1,395","11,392","74,565","20,345","54,220",30,非鉄金属,,,,,,
31,金属製品,"4,695",775,"3,920","777,485","142,850","634,635","57,063","12,516","44,547","599,481","47,635","551,846",31,金属製品,,,,,,
32,鉄道車両,-,-,-,453,100,353,-,-,-,378,185,193,32,鉄道車両,,,,,,
33,完成自動車,389,102,287,"104,294","98,904","5,390",831,450,381,"1,836",785,"1,051",33,完成自動車,,,,,,
34,その他輸送用車両,30,-,30,"21,795","1,663","20,132","1,226",121,"1,105","64,034",200,"63,834",34,その他輸送用車両,,,,,,
35,二輪自動車,-,-,-,"9,085",790,"8,295",823,75,748,"32,383",299,"32,084",35,二輪自動車,,,,,,
36,自動車部品,"3,590","3,485",105,"857,865","411,562","446,303","23,040","3,890","19,150","253,180","66,422","186,758",36,自動車部品,,,,,,
37,その他輸送機械,330,256,74,"39,939","4,601","35,338",977,833,144,"296,268","1,110","295,158",37,その他輸送機械,,,,,,
38,産業機械,"2,902","2,798",104,"1,260,516","551,477","709,039","120,490","42,856","77,634","700,691","176,342","524,349",38,産業機械,,,,,,
39,電気機械,"1,939","1,759",180,"2,027,479","267,279","1,760,200","92,132","22,151","69,981","1,412,233","75,846","1,336,387",39,電気機械,,,,,,
40,測量・光学・医療機械,"1,655",642,"1,013","266,225","69,843","196,382","13,270","6,957","6,313","121,954","27,969","93,985",40,測量・光学・医療機械,,,,,,
41,事務用機器,34,34,-,"134,584","16,384","118,200","3,622",531,"3,091","47,569","3,398","44,171",41,事務用機器,,,,,,
42,その他機械,-,-,-,"25,396","9,229","16,167",623,127,496,"5,221",446,"4,775",42,その他機械,,,,,,
化学工業品,,"18,588","10,048","8,540","2,885,673","1,171,788","1,713,885","403,295","109,532","293,763","1,228,012","503,264","724,748",化学工業品,,,,,,,
43,陶磁器,37,7,30,"96,436","3,409","93,027","1,897",50,"1,847","21,782",714,"21,068",43,陶磁器,,,,,,
44,セメント,15,15,-,"11,087",517,"10,570",376,16,360,"4,810",17,"4,793",44,セメント,,,,,,
45,ガラス類,-,-,-,"123,064","53,772","69,292","14,177","6,166","8,011","87,380","10,437","76,943",45,ガラス類,,,,,,
46,窯業品,205,177,28,"100,688","51,121","49,567","22,037","4,867","17,170","94,805","14,649","80,156",46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,
48,揮発油,-,-,-,25,-,25,-,-,-,-,-,-,48,揮発油,,,,,,
49,その他の石油,30,30,-,"20,925","14,083","6,842","3,639","1,124","2,515","14,636","13,665",971,49,その他の石油,,,,,,
50,LNG/液化天然ガス,-,-,-,45,-,45,30,-,30,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,"1,605",-,"1,605",75,-,75,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,50,50,-,"9,572","4,022","5,550",381,99,282,"3,034","1,257","1,777",52,その他石油製品,,,,,,
53,コークス,-,-,-,"5,475",-,"5,475",30,-,30,"3,314",-,"3,314",53,コークス,,,,,,
54,石炭製品,-,-,-,"2,799","2,670",129,"1,460","1,455",5,842,-,842,54,石炭製品,,,,,,
55,化学薬品,906,409,497,"342,833","128,937","213,896","63,904","15,315","48,589","211,680","35,214","176,466",55,化学薬品,,,,,,
56,化学肥料,14,-,14,"17,211","1,773","15,438","5,191",61,"5,130","26,923",875,"26,048",56,化学肥料,,,,,,
57,その他化学工業品,"17,331","9,360","7,971","2,155,513","911,484","1,244,029","288,568","80,379","208,189","758,731","426,436","332,295",57,その他化学工業品,,,,,,
軽工業品,,"73,892","5,121","68,771","1,908,281","307,530","1,600,751","386,812","28,884","357,928","1,082,548","47,845","1,034,703",軽工業品,,,,,,,
58,紙・パルプ,975,121,854,"320,275","101,192","219,083","51,072","11,212","39,860","264,534","16,721","247,813",58,紙・パルプ,,,,,,
59,糸及び紡績半製品,-,-,-,"36,340","1,713","34,627","8,632",192,"8,440","3,709",497,"3,212",59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,675,11,664,"149,240","22,677","126,563","36,351","2,787","33,564","118,552","12,810","105,742",60,その他繊維工業品,,,,,,
61,砂糖,"3,294",-,"3,294","4,937",442,"4,495","2,167",4,"2,163","4,562",98,"4,464",61,砂糖,,,,,,
62,製造食品,"59,259","4,615","54,644","1,124,550","152,169","972,381","198,413","13,070","185,343","627,128","12,729","614,399",62,製造食品,,,,,,
63,飲料,"9,359",374,"8,985","168,489","22,974","145,515","64,704",859,"63,845","34,422","3,640","30,782",63,飲料,,,,,,
64,水,300,-,300,"64,770","6,264","58,506","3,523",746,"2,777","5,542",736,"4,806",64,水,,,,,,
65,たばこ,30,-,30,"18,991",53,"18,938","18,549",-,"18,549","19,349",174,"19,175",65,たばこ,,,,,,
66,その他食料工業品,-,-,-,"20,689",46,"20,643","3,401",14,"3,387","4,750",440,"4,310",66,その他食料工業品,,,,,,
雑工業品,,"31,539","4,181","27,358","5,784,925","478,461","5,306,464","282,567","73,757","208,810","4,398,814","176,927","4,221,887",雑工業品,,,,,,,
67,がん具,152,137,15,"508,936","10,274","498,662","4,312","1,181","3,131","108,728","8,167","100,561",67,がん具,,,,,,
68,衣服・身廻品・はきもの,842,626,216,"2,293,437","108,711","2,184,726","42,812","20,977","21,835","2,399,620","18,184","2,381,436",68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,"1,038",916,122,"426,213","44,835","381,378","27,128","8,474","18,654","229,138","22,573","206,565",69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,"1,054",341,713,"1,096,716","48,434","1,048,282","44,780","3,810","40,970","843,048","15,075","827,973",70,家具装備品,,,,,,
71,その他日用品,272,272,-,"207,836","41,317","166,519","24,635","5,491","19,144","183,980","11,978","172,002",71,その他日用品,,,,,,
72,ゴム製品,"1,680","1,635",45,"287,392","67,378","220,014","33,046","11,811","21,235","110,928","14,578","96,350",72,ゴム製品,,,,,,
73,木製品,"26,127",-,"26,127","687,232","3,299","683,933","69,063","3,691","65,372","336,475","2,713","333,762",73,木製品,,,,,,
74,その他製造工業品,374,254,120,"277,163","154,213","122,950","36,791","18,322","18,469","186,897","83,659","103,238",74,その他製造工業品,,,,,,
特殊品,,"6,833","4,013","2,820","1,899,387","1,235,069","664,318","197,014","144,094","52,920","1,174,614","777,651","396,963",特殊品,,,,,,,
75,金属くず,240,-,240,"70,054","50,843","19,211","21,664","18,490","3,174","32,451","26,962","5,489",75,金属くず,,,,,,
76,再利用資材,"1,064","1,039",25,"970,507","960,634","9,873","114,049","111,825","2,224","689,620","686,772","2,848",76,再利用資材,,,,,,
77,動植物性製造飼肥料,"2,360",-,"2,360","132,964","13,525","119,439","18,917","1,310","17,607","38,766","2,798","35,968",77,動植物性製造飼肥料,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,
80,輸送用容器,"2,939","2,744",195,"600,656","120,774","479,882","37,550","9,991","27,559","344,908","36,047","308,861",80,輸送用容器,,,,,,
81,取合せ品,230,230,-,"125,206","89,293","35,913","4,834","2,478","2,356","68,869","25,072","43,797",81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
