,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,定期航路,,,,,,,,,,,,品種,,,,,,,
,,オセアニア,,,東南アジア,,,韓国,,,中国,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,
合計,,"252,898","35,272","217,626","20,086,328","5,197,595","14,888,733","1,761,529","464,534","1,296,995","12,708,495","1,972,734","10,735,761",合計,,,,,,,
農水産品,,"75,545","1,486","74,059","1,310,871","196,372","1,114,499","68,474","3,975","64,499","935,687","12,206","923,481",農水産品,,,,,,,
1,麦,45,-,45,334,4,330,465,-,465,120,-,120,1,麦,,,,,,
2,米,-,-,-,"7,022","1,727","5,295",54,54,-,874,34,840,2,米,,,,,,
3,とうもろこし,480,-,480,309,-,309,-,-,-,120,-,120,3,とうもろこし,,,,,,
4,豆類,375,-,375,"5,724",159,"5,565","2,947",-,"2,947","4,312",122,"4,190",4,豆類,,,,,,
5,その他雑穀,15,-,15,45,-,45,30,-,30,300,-,300,5,その他雑穀,,,,,,
6,野菜・果物,"44,903",90,"44,813","211,829","31,273","180,556","6,632",32,"6,600","526,020","8,307","517,713",6,野菜・果物,,,,,,
7,綿花,-,-,-,383,89,294,-,-,-,112,112,-,7,綿花,,,,,,
8,その他農産品,"2,347",52,"2,295","81,450","5,074","76,376","3,151",121,"3,030","88,671","1,262","87,409",8,その他農産品,,,,,,
9,羊毛,150,-,150,75,-,75,-,-,-,105,-,105,9,羊毛,,,,,,
10,その他畜産品,"22,290",-,"22,290","485,769","31,128","454,641","11,831","2,220","9,611","50,093",321,"49,772",10,その他畜産品,,,,,,
11,水産品,"4,940","1,344","3,596","517,931","126,918","391,013","43,364","1,548","41,816","264,960","2,048","262,912",11,水産品,,,,,,
林産品,,"29,644",-,"29,644","290,675","6,245","284,430","41,188",70,"41,118","120,873","10,362","110,511",林産品,,,,,,,
12,原木,119,-,119,"3,163","2,517",646,83,69,14,"1,357",52,"1,305",12,原木,,,,,,
13,製材,"29,450",-,"29,450","183,925","3,320","180,605","38,370",-,"38,370","103,800","10,165","93,635",13,製材,,,,,,
14,樹脂類,-,-,-,"67,903",219,"67,684",91,1,90,871,91,780,14,樹脂類,,,,,,
15,木材チップ,75,-,75,"2,324",142,"2,182",45,-,45,495,-,495,15,木材チップ,,,,,,
16,その他林産品,-,-,-,"1,148",23,"1,125",-,-,-,30,30,-,16,その他林産品,,,,,,
17,薪炭,-,-,-,"32,212",24,"32,188","2,599",-,"2,599","14,320",24,"14,296",17,薪炭,,,,,,
鉱産品,,781,60,721,"151,714","10,642","141,072","15,631",875,"14,756","97,978","9,016","88,962",鉱産品,,,,,,,
18,石炭,140,-,140,"20,095",150,"19,945","2,460",75,"2,385","9,973",37,"9,936",18,石炭,,,,,,
19,鉄鉱石,480,-,480,30,-,30,-,-,-,181,-,181,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,333,3,330,-,-,-,375,-,375,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,"4,379",337,"4,042","1,065",-,"1,065","9,586",30,"9,556",21,砂利・砂,,,,,,
22,石材,45,-,45,"67,981","3,040","64,941","1,070",24,"1,046","25,512","2,250","23,262",22,石材,,,,,,
23,原油,-,-,-,700,-,700,-,-,-,60,-,60,23,原油,,,,,,
