空,"2,550",-,-,384,-,"2,166",-,"4,716","2,398",-,-,232,-,"2,166",-,"4,564",152,-,-,152,-,-,-,152,空,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
九州,"42,817",-,"32,859","5,681",-,"4,277",-,"33,950","18,881",-,"16,105","2,238",-,538,-,"12,977","23,936",-,"16,754","3,443",-,"3,739",-,"20,973",九州,,,,,,,,,,,
実入,"42,025",-,"32,859","4,953",-,"4,213",-,"33,094","18,795",-,"16,105","2,210",-,480,-,"12,833","23,230",-,"16,754","2,743",-,"3,733",-,"20,261",実入,,,,,,,,,,,
空,792,-,-,728,-,64,-,856,86,-,-,28,-,58,-,144,706,-,-,700,-,6,-,712,空,,,,,,,,,,,
沖縄,"73,853","20,773","24,606","28,474",-,-,-,"53,628","36,048","9,155","11,201","15,692",-,-,-,"26,991","37,805","11,618","13,405","12,782",-,-,-,"26,637",沖縄,,,,,,,,,,,
実入,"46,102","11,492","13,638","20,972",-,-,-,"34,903","35,994","9,149","11,171","15,674",-,-,-,"26,952","10,108","2,343","2,467","5,298",-,-,-,"7,951",実入,,,,,,,,,,,
空,"27,751","9,281","10,968","7,502",-,-,-,"18,725",54,6,30,18,-,-,-,39,"27,697","9,275","10,938","7,484",-,-,-,"18,686",空,,,,,,,,,,,
不定期航路,"132,111","12,641","2,110","26,689",-,"90,670",1,"215,534","115,447","9,064","1,783","23,642",-,"80,957",1,"191,085","16,664","3,577",327,"3,047",-,"9,713",-,"24,449",不定期航路,,,,,,,,,,,
実入,"39,705","12,641","2,110","7,533",-,"17,420",1,"49,878","23,460","9,064","1,783","4,515",-,"8,097",1,"26,238","16,245","3,577",327,"3,018",-,"9,323",-,"23,640",実入,,,,,,,,,,,
空,"92,406",-,-,"19,156",-,"73,250",-,"165,656","91,987",-,-,"19,127",-,"72,860",-,"164,847",419,-,-,29,-,390,-,809,空,,,,,,,,,,,
*　四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
