,,,,,,,,,,,,,,,,,,,,(単位：トン）
航路別,合計,,,1月,,,2月,,,,3月,,4月,,,5月,,,6月,航路別
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,
合計,"46,663,348","12,154,980","34,508,368","3,719,222","770,131","2,949,091","3,453,484","989,585","2,463,899","4,059,024","1,055,130","3,003,894","3,997,223","1,124,826","2,872,397","3,669,077","868,294","2,800,783","3,989,472",合計
定期航路計,"46,663,348","12,154,980","34,508,368","3,719,222","770,131","2,949,091","3,453,484","989,585","2,463,899","4,059,024","1,055,130","3,003,894","3,997,223","1,124,826","2,872,397","3,669,077","868,294","2,800,783","3,989,472",定期航路計
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周
北米西岸(メキシコ含む),"5,310,056","1,422,614","3,887,442","480,654","148,482","332,172","533,374","211,306","322,068","567,006","176,311","390,695","560,531","191,489","369,042","418,932","83,370","335,562","421,183",北米西岸(メキシコ含む)
北米東岸(カリビア海含む),"1,573,910","684,349","889,561","103,074","38,816","64,258","137,061","65,113","71,948","152,987","65,259","87,728","119,746","29,316","90,430","155,357","74,140","81,217","118,001",北米東岸(カリビア海含む)
北欧・地中海,"4,506,296","2,319,642","2,186,654","256,121","87,502","168,619","215,577","99,605","115,972","221,713","101,331","120,382","401,232","223,148","178,084","388,927","171,161","217,766","390,704",北欧・地中海
南米西岸,"463,836","58,240","405,596","46,922","5,907","41,015","44,354","5,020","39,334","41,554","6,844","34,710","41,323","4,512","36,811","23,476","1,972","21,504","42,777",南米西岸
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ
オセアニア,"252,898","35,272","217,626","18,011","2,042","15,969","20,221","2,496","17,725","21,242","2,785","18,457","25,869","2,799","23,070","27,945","2,926","25,019","22,968",オセアニア
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,印パ･ペルシャ･ベンガル
東南アジア,"20,086,328","5,197,595","14,888,733","1,609,817","326,643","1,283,174","1,477,461","406,758","1,070,703","1,821,364","479,765","1,341,599","1,648,643","437,251","1,211,392","1,526,995","357,077","1,169,918","1,687,685",東南アジア
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,台湾
韓国,"1,761,529","464,534","1,296,995","154,126","39,814","114,312","137,704","39,832","97,872","167,654","48,560","119,094","159,869","42,405","117,464","147,221","34,400","112,821","163,013",韓国
中国(香港含む),"12,708,495","1,972,734","10,735,761","1,050,497","120,925","929,572","887,732","159,455","728,277","1,065,504","174,275","891,229","1,040,010","193,906","846,104","980,224","143,248","836,976","1,143,141",中国(香港含む)
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ
不定期航路,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,不定期航路
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,
