,,,,,,,,,,,,(単位：隻、総トン）,,,,,,,,,,,,,,(単位：隻、総トン）
航路別,合計,,品川コンテナ,,品川外貿,,品川内貿,,10号西岸壁,,"青海コンテナ
ふ頭（公共）",,"青海コンテナ
ふ頭(埠頭㈱)",,お台場ライナーふ頭,,大井コンテナふ頭,,大井食品ふ頭（OM）,,若洲内貿ふ頭,,"中央防波堤内側
内貿ふ頭",,その他,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計,"2,507","26,769,627",25,"282,153",32,"435,962",757,"9,714,693",804,"8,849,697",105,"836,655",14,"19,694",85,"1,085,002",213,"751,298",23,"206,216",142,"1,424,828",245,"2,593,050",62,"570,379"
外航計,188,"2,781,561",21,"279,157",32,"435,962",-,-,-,-,23,"748,673",1,"9,957",12,"365,063",18,"177,699",23,"206,216",-,-,-,-,58,"558,834"
外航定期計,188,"2,781,561",21,"279,157",32,"435,962",-,-,-,-,23,"748,673",1,"9,957",12,"365,063",18,"177,699",23,"206,216",-,-,-,-,58,"558,834"
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),41,"1,176,622",-,-,-,-,-,-,-,-,23,"748,673",-,-,11,"358,061",7,"69,888",-,-,-,-,-,-,-,-
北米東岸(カリビア海含む),1,"7,002",-,-,-,-,-,-,-,-,-,-,-,-,1,"7,002",-,-,-,-,-,-,-,-,-,-
北欧・地中海,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米西岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,3,"32,801",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,"32,801"
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,78,"732,249",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,"206,216",-,-,-,-,55,"526,033"
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
韓国,3,"36,607",2,"22,925",1,"13,682",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国(香港含む),62,"796,280",19,"256,232",31,"422,280",-,-,-,-,-,-,1,"9,957",-,-,11,"107,811",-,-,-,-,-,-,-,-
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外航不定期,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内航計,"2,319","23,988,066",4,"2,996",-,-,757,"9,714,693",804,"8,849,697",82,"87,982",13,"9,737",73,"719,939",195,"573,599",-,-,142,"1,424,828",245,"2,593,050",4,"11,545"
内航定期計,"2,310","23,924,247",3,"2,247",-,-,757,"9,714,693",804,"8,849,697",82,"87,982",13,"9,737",66,"666,167",195,"573,599",-,-,142,"1,424,828",245,"2,593,050",3,"2,247"
北海道,"1,054","12,963,424",-,-,-,-,757,"9,714,693",-,-,-,-,2,"1,498",50,"654,183",-,-,-,-,-,-,245,"2,593,050",-,-
東北,113,"148,197",2,"1,498",-,-,-,-,8,"16,424",48,"62,516",6,"4,494",9,"6,741",40,"56,524",-,-,-,-,-,-,-,-
関東,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中部,144,"107,856",1,749,-,-,-,-,-,-,33,"24,717",5,"3,745",7,"5,243",95,"71,155",-,-,-,-,-,-,3,"2,247"
近畿,23,"164,253",-,-,-,-,-,-,-,-,1,749,-,-,-,-,22,"163,504",-,-,-,-,-,-,-,-
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
九州,692,"7,542,339",-,-,-,-,-,-,654,"7,259,923",-,-,-,-,-,-,38,"282,416",-,-,-,-,-,-,-,-
沖縄,284,"2,998,178",-,-,-,-,-,-,142,"1,573,350",-,-,-,-,-,-,-,-,-,-,142,"1,424,828",-,-,-,-
内航不定期,9,"63,819",1,749,-,-,-,-,-,-,-,-,-,-,7,"53,772",-,-,-,-,-,-,-,-,1,"9,298"
,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,
