,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,合計,,,芝浦,,,竹芝,,,品川,,,10号地その2,,,辰巳,,,品種,,,,,,,
,,,,,芝浦ふ頭,,,竹芝ふ頭,,,品川コンテナ,,,10号西岸壁,,,辰巳ふ頭,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"2,892,666","1,595,660","1,297,006","16,545","14,284","2,261",295,295,-,"5,633",-,"5,633","471,493","318,515","152,978","51,035","36,187","14,848",合計,,,,,,,
農水産品,,"189,487","113,757","75,730",-,-,-,-,-,-,606,-,606,"8,030","4,890","3,140","1,257","1,257",-,農水産品,,,,,,,
1,麦,"11,564","10,764",800,-,-,-,-,-,-,-,-,-,650,445,205,-,-,-,1,麦,,,,,,
2,米,"3,240","1,120","2,120",-,-,-,-,-,-,-,-,-,460,455,5,-,-,-,2,米,,,,,,
3,とうもろこし,427,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"17,422","16,315","1,107",-,-,-,-,-,-,77,-,77,790,235,555,-,-,-,4,豆類,,,,,,
5,その他雑穀,"2,232","1,847",385,-,-,-,-,-,-,-,-,-,255,255,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"85,603","51,786","33,817",-,-,-,-,-,-,102,-,102,"5,380","3,050","2,330","1,257","1,257",-,6,野菜・果物,,,,,,
7,綿花,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,"6,286","5,159","1,127",-,-,-,-,-,-,427,-,427,110,90,20,-,-,-,8,その他農産品,,,,,,
9,羊毛,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"22,344","6,969","15,375",-,-,-,-,-,-,-,-,-,380,355,25,-,-,-,10,その他畜産品,,,,,,
11,水産品,"40,318","19,349","20,969",-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,11,水産品,,,,,,
林産品,,"60,861","52,835","8,026",-,-,-,-,-,-,"4,738",-,"4,738","2,455","2,115",340,"4,154","2,226","1,928",林産品,,,,,,,
12,原木,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"47,906","46,893","1,013",-,-,-,-,-,-,-,-,-,130,115,15,"2,574","2,226",348,13,製材,,,,,,
14,樹脂類,"3,195","2,790",405,-,-,-,-,-,-,-,-,-,"2,165","1,855",310,-,-,-,14,樹脂類,,,,,,
15,木材チップ,"4,738",-,"4,738",-,-,-,-,-,-,"4,738",-,"4,738",-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,"4,755","2,920","1,835",-,-,-,-,-,-,-,-,-,145,145,-,"1,580",-,"1,580",16,その他林産品,,,,,,
17,薪炭,245,210,35,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,17,薪炭,,,,,,
鉱産品,,"7,316","6,426",890,-,-,-,-,-,-,-,-,-,"1,130",520,610,-,-,-,鉱産品,,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,"1,950","1,950",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,"1,886","1,206",680,-,-,-,-,-,-,-,-,-,790,205,585,-,-,-,21,砂利・砂,,,,,,
22,石材,713,643,70,-,-,-,-,-,-,-,-,-,310,285,25,-,-,-,22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,215,200,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,"2,552","2,427",125,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,"221,646","151,902","69,744",590,527,63,5,5,-,-,-,-,"18,395","14,515","3,880","5,390","4,125","1,265",金属機械工業品,,,,,,,
28,鉄鋼,355,270,85,-,-,-,-,-,-,-,-,-,90,5,85,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"2,246","1,305",941,-,-,-,-,-,-,-,-,-,"1,145",680,465,-,-,-,29,鋼材,,,,,,
30,非鉄金属,"3,729","3,529",200,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"18,926","9,757","9,169",-,-,-,-,-,-,-,-,-,"2,740","1,200","1,540","5,291","4,120","1,171",31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"2,824","2,157",667,-,-,-,-,-,-,-,-,-,5,5,-,15,5,10,33,完成自動車,,,,,,
34,その他輸送用車両,147,112,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"41,965","20,502","21,463",-,-,-,-,-,-,-,-,-,"10,250","10,070",180,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,34,32,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,,
38,産業機械,"9,304","3,202","6,102",590,527,63,5,5,-,-,-,-,395,190,205,84,-,84,38,産業機械,,,,,,
39,電気機械,"44,231","32,426","11,805",-,-,-,-,-,-,-,-,-,"1,310",35,"1,275",-,-,-,39,電気機械,,,,,,
40,測量・光学・医療機械,"41,317","27,940","13,377",-,-,-,-,-,-,-,-,-,65,10,55,-,-,-,40,測量・光学・医療機械,,,,,,
41,事務用機器,"43,470","42,593",877,-,-,-,-,-,-,-,-,-,"2,085","2,065",20,-,-,-,41,事務用機器,,,,,,
42,その他機械,"13,093","8,077","5,016",-,-,-,-,-,-,-,-,-,295,255,40,-,-,-,42,その他機械,,,,,,
化学工業品,,"95,084","66,808","28,276",-,-,-,-,-,-,233,-,233,"10,870","5,295","5,575","2,408","2,408",-,化学工業品,,,,,,,
43,陶磁器,94,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
