,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,品種,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,,
合計,,"2,892,666","1,595,660","1,297,006","200,172","115,153","85,019","201,158","110,050","91,108","244,195","140,665","103,530","257,144","127,752","129,392","227,582","124,165","103,417","259,065",合計,
農水産品,,"189,487","113,757","75,730","18,047","10,459","7,588","12,944","4,433","8,511","11,182","5,020","6,162","8,644","4,613","4,031","21,212","14,234","6,978","12,586",農水産品,
1,麦,"11,564","10,764",800,779,674,105,912,817,95,680,560,120,665,565,100,"1,692","1,677",15,767,1,麦
2,米,"3,240","1,120","2,120",180,20,160,260,105,155,150,10,140,145,50,95,145,35,110,700,2,米
3,とうもろこし,427,427,-,228,228,-,-,-,-,-,-,-,81,81,-,-,-,-,30,3,とうもろこし
4,豆類,"17,422","16,315","1,107","1,395","1,300",95,380,295,85,825,720,105,520,425,95,"1,815","1,760",55,"2,415",4,豆類
5,その他雑穀,"2,232","1,847",385,75,45,30,80,60,20,345,325,20,60,40,20,635,630,5,85,5,その他雑穀
6,野菜・果物,"85,603","51,786","33,817","8,275","3,973","4,302","5,218","2,153","3,065","4,201","2,066","2,135","3,273","2,001","1,272","7,598","5,583","2,015","3,261",6,野菜・果物
7,綿花,30,-,30,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,"6,286","5,159","1,127",379,269,110,329,209,120,210,90,120,164,119,45,694,674,20,276,8,その他農産品
9,羊毛,21,21,-,16,16,-,-,-,-,-,-,-,5,5,-,-,-,-,-,9,羊毛
10,その他畜産品,"22,344","6,969","15,375","1,834","1,734",100,"2,799",513,"2,286","2,608",690,"1,918","2,269",697,"1,572","2,744",875,"1,869","2,363",10,その他畜産品
11,水産品,"40,318","19,349","20,969","4,856","2,200","2,656","2,966",281,"2,685","2,163",559,"1,604","1,462",630,832,"5,889","3,000","2,889","2,689",11,水産品
