,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,合計,,,定期航路,,,,,,,,,,,,,,,品種,,,,
,,,,,合計,,,北米西岸（メキシコ含む）,,,北米東岸（カリビア海含む）,,,北欧・地中海,,,南米西岸,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"46,663,348","12,154,980","34,508,368","46,663,348","12,154,980","34,508,368","5,310,056","1,422,614","3,887,442","1,573,910","684,349","889,561","4,506,296","2,319,642","2,186,654","463,836","58,240","405,596",合計,,,,
農水産品,,"4,377,525","258,618","4,118,907","4,377,525","258,618","4,118,907","1,176,033","6,140","1,169,893","229,490",377,"229,113","322,773","38,008","284,765","258,652",54,"258,598",農水産品,,,,
1,麦,"23,777",4,"23,773","23,777",4,"23,773","20,805",-,"20,805",418,-,418,"1,590",-,"1,590",-,-,-,1,麦,,,
2,米,"23,999","4,369","19,630","23,999","4,369","19,630","12,560",620,"11,940",272,47,225,"3,217","1,887","1,330",-,-,-,2,米,,,
3,とうもろこし,"10,138",30,"10,108","10,138",30,"10,108","6,868",-,"6,868",945,-,945,"1,065",30,"1,035",351,-,351,3,とうもろこし,,,
4,豆類,"134,802",355,"134,447","134,802",355,"134,447","98,349",32,"98,317","19,335",10,"19,325","3,370",32,"3,338",390,-,390,4,豆類,,,
5,その他雑穀,"6,047",-,"6,047","6,047",-,"6,047","5,500",-,"5,500",-,-,-,45,-,45,112,-,112,5,その他雑穀,,,
6,野菜・果物,"1,141,443","42,183","1,099,260","1,141,443","42,183","1,099,260","156,638",302,"156,336","57,531",42,"57,489","33,678","2,137","31,541","104,212",-,"104,212",6,野菜・果物,,,
7,綿花,495,201,294,495,201,294,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,"257,358","10,390","246,968","257,358","10,390","246,968","19,525",725,"18,800","26,213",106,"26,107","31,820","3,026","28,794","4,181",24,"4,157",8,その他農産品,,,
9,羊毛,485,-,485,485,-,485,-,-,-,-,-,-,142,-,142,13,-,13,9,羊毛,,,
10,その他畜産品,"1,695,995","35,547","1,660,448","1,695,995","35,547","1,660,448","816,742",456,"816,286","93,335",-,"93,335","185,014","1,422","183,592","30,921",-,"30,921",10,その他畜産品,,,
11,水産品,"1,082,986","165,539","917,447","1,082,986","165,539","917,447","39,046","4,005","35,041","31,441",172,"31,269","62,832","29,474","33,358","118,472",30,"118,442",11,水産品,,,
林産品,,"971,235","18,254","952,981","971,235","18,254","952,981","400,022",397,"399,625","16,918",-,"16,918","70,593","1,180","69,413","1,322",-,"1,322",林産品,,,,
12,原木,"5,480","2,638","2,842","5,480","2,638","2,842",611,-,611,117,-,117,30,-,30,-,-,-,12,原木,,,
13,製材,"835,412","15,049","820,363","835,412","15,049","820,363","397,885",390,"397,495","16,801",-,"16,801","63,859","1,174","62,685","1,322",-,"1,322",13,製材,,,
14,樹脂類,"73,555",315,"73,240","73,555",315,"73,240",540,-,540,-,-,-,"4,150",4,"4,146",-,-,-,14,樹脂類,,,
15,木材チップ,"5,914",144,"5,770","5,914",144,"5,770",641,-,641,-,-,-,"2,334",2,"2,332",-,-,-,15,木材チップ,,,
16,その他林産品,"1,398",53,"1,345","1,398",53,"1,345",-,-,-,-,-,-,220,-,220,-,-,-,16,その他林産品,,,
17,薪炭,"49,476",55,"49,421","49,476",55,"49,421",345,7,338,-,-,-,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"326,550","23,718","302,832","326,550","23,718","302,832","10,854",742,"10,112","20,366",989,"19,377","25,611","1,394","24,217","3,615",-,"3,615",鉱産品,,,,
18,石炭,"48,057",262,"47,795","48,057",262,"47,795","1,046",-,"1,046","4,095",-,"4,095","10,248",-,"10,248",-,-,-,18,石炭,,,
19,鉄鉱石,721,-,721,721,-,721,-,-,-,-,-,-,30,-,30,-,-,-,19,鉄鉱石,,,
20,金属鉱,"4,891",4,"4,887","4,891",4,"4,887",256,1,255,207,-,207,300,-,300,"3,420",-,"3,420",20,金属鉱,,,
21,砂利・砂,"20,372",417,"19,955","20,372",417,"19,955","2,266",-,"2,266","2,577",22,"2,555",499,28,471,-,-,-,21,砂利・砂,,,
22,石材,"102,097","6,082","96,015","102,097","6,082","96,015",320,1,319,819,510,309,"6,200",257,"5,943",150,-,150,22,石材,,,
23,原油,"2,266",-,"2,266","2,266",-,"2,266",936,-,936,-,-,-,570,-,570,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,"1,057",1,"1,056","1,057",1,"1,056",96,-,96,-,-,-,1,1,-,-,-,-,25,石灰石,,,
26,原塩,"12,413",50,"12,363","12,413",50,"12,363",338,4,334,15,-,15,"2,342",-,"2,342",-,-,-,26,原塩,,,
27,非金属鉱物,"134,676","16,902","117,774","134,676","16,902","117,774","5,596",736,"4,860","12,653",457,"12,196","5,421","1,108","4,313",45,-,45,27,非金属鉱物,,,
金属機械工業品,,"13,597,425","5,238,154","8,359,271","13,597,425","5,238,154","8,359,271","1,325,021","1,048,609","276,412","585,370","509,261","76,109","1,745,754","1,328,603","417,151","33,885","11,020","22,865",金属機械工業品,,,,
28,鉄鋼,"55,443","25,215","30,228","55,443","25,215","30,228","1,411","1,212",199,309,62,247,"25,434","10,265","15,169",750,600,150,28,鉄鋼,,,
29,鋼材,"361,459","239,511","121,948","361,459","239,511","121,948","18,182","14,774","3,408","13,326","12,342",984,"29,888","20,361","9,527",59,-,59,29,鋼材,,,
30,非鉄金属,"254,990","97,423","157,567","254,990","97,423","157,567","22,047","11,772","10,275","3,397","1,738","1,659","32,618","23,983","8,635","7,081",56,"7,025",30,非鉄金属,,,
31,金属製品,"1,744,473","308,221","1,436,252","1,744,473","308,221","1,436,252","146,868","39,329","107,539","27,803","7,107","20,696","126,231","57,898","68,333","4,847",111,"4,736",31,金属製品,,,
32,鉄道車両,"4,530",725,"3,805","4,530",725,"3,805",127,109,18,-,-,-,"3,572",331,"3,241",-,-,-,32,鉄道車両,,,
33,完成自動車,"136,797","113,828","22,969","136,797","113,828","22,969","8,449","3,582","4,867","5,146","3,920","1,226","14,962","5,266","9,696",890,819,71,33,完成自動車,,,
34,その他輸送用車両,"92,639","2,691","89,948","92,639","2,691","89,948","2,426",470,"1,956",524,1,523,"2,604",236,"2,368",-,-,-,34,その他輸送用車両,,,
35,二輪自動車,"78,596","24,405","54,191","78,596","24,405","54,191","7,564","2,645","4,919","3,888","3,522",366,"24,853","17,074","7,779",-,-,-,35,二輪自動車,,,
36,自動車部品,"2,392,338","1,582,558","809,780","2,392,338","1,582,558","809,780","626,693","585,122","41,571","168,633","148,936","19,697","453,886","363,095","90,791","5,451",46,"5,405",36,自動車部品,,,
37,その他輸送機械,"407,124","68,020","339,104","407,124","68,020","339,104","27,057","23,906","3,151","13,215","12,208","1,007","29,291","25,106","4,185",47,-,47,37,その他輸送機械,,,
38,産業機械,"3,303,724","1,804,182","1,499,542","3,303,724","1,804,182","1,499,542","280,116","234,791","45,325","282,333","269,601","12,732","644,462","517,345","127,117","12,214","8,972","3,242",38,産業機械,,,
39,電気機械,"3,963,658","701,533","3,262,125","3,963,658","701,533","3,262,125","134,819","99,052","35,767","50,890","40,123","10,767","242,889","195,247","47,642","1,277",76,"1,201",39,電気機械,,,
40,測量・光学・医療機械,"569,910","229,044","340,866","569,910","229,044","340,866","46,059","29,202","16,857","14,423","9,084","5,339","105,100","85,052","20,048","1,224",295,929,40,測量・光学・医療機械,,,
41,事務用機器,"195,528","29,151","166,377","195,528","29,151","166,377","1,706","1,632",74,717,617,100,"7,251","6,510",741,45,45,-,41,事務用機器,,,
42,その他機械,"36,216","11,647","24,569","36,216","11,647","24,569","1,497","1,011",486,766,-,766,"2,713",834,"1,879",-,-,-,42,その他機械,,,
化学工業品,,"5,860,736","2,381,380","3,479,356","5,860,736","2,381,380","3,479,356","387,197","117,005","270,192","198,181","71,571","126,610","713,305","382,862","330,443","26,485","15,310","11,175",化学工業品,,,,
43,陶磁器,"152,511","10,389","142,122","152,511","10,389","142,122","5,832","2,170","3,662","2,833",72,"2,761","23,679","3,967","19,712",15,-,15,43,陶磁器,,,
44,セメント,"17,303",710,"16,593","17,303",710,"16,593",421,43,378,90,-,90,504,102,402,-,-,-,44,セメント,,,
45,ガラス類,"267,415","85,640","181,775","267,415","85,640","181,775","17,042","4,916","12,126","3,245",344,"2,901","21,742","10,005","11,737",765,-,765,45,ガラス類,,,
46,窯業品,"322,791","120,701","202,090","322,791","120,701","202,090","36,924","8,088","28,836","13,213","10,088","3,125","51,543","28,517","23,026","3,376","3,194",182,46,窯業品,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,
48,揮発油,354,-,354,354,-,354,45,-,45,-,-,-,284,-,284,-,-,-,48,揮発油,,,
49,その他の石油,"48,989","30,357","18,632","48,989","30,357","18,632","2,836",525,"2,311","2,261",9,"2,252","4,647",921,"3,726",15,-,15,49,その他の石油,,,
50,LNG/液化天然ガス,120,-,120,120,-,120,-,-,-,-,-,-,45,-,45,-,-,-,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,"1,680",-,"1,680","1,680",-,"1,680",-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,
52,その他石油製品,"20,858","6,423","14,435","20,858","6,423","14,435","1,834",200,"1,634","2,930",15,"2,915","3,057",780,"2,277",-,-,-,52,その他石油製品,,,
53,コークス,"8,849",-,"8,849","8,849",-,"8,849",30,-,30,-,-,-,-,-,-,-,-,-,53,コークス,,,
54,石炭製品,"7,186","6,129","1,057","7,186","6,129","1,057",30,-,30,"1,679","1,649",30,51,30,21,325,325,-,54,石炭製品,,,
55,化学薬品,"885,249","293,597","591,652","885,249","293,597","591,652","89,029","34,561","54,468","35,481","10,959","24,522","136,135","66,403","69,732","5,281","1,799","3,482",55,化学薬品,,,
56,化学肥料,"54,966","3,033","51,933","54,966","3,033","51,933","2,541",7,"2,534",370,1,369,"2,716",316,"2,400",-,-,-,56,化学肥料,,,
57,その他化学工業品,"4,072,465","1,824,401","2,248,064","4,072,465","1,824,401","2,248,064","230,633","66,495","164,138","136,079","48,434","87,645","468,902","271,821","197,081","16,708","9,992","6,716",57,その他化学工業品,,,
軽工業品,,"5,390,562","624,075","4,766,487","5,390,562","624,075","4,766,487","769,588","52,641","716,947","320,929","50,076","270,853","759,669","129,774","629,895","88,843","2,204","86,639",軽工業品,,,,
58,紙・パルプ,"980,045","219,248","760,797","980,045","219,248","760,797","82,539","12,692","69,847","193,847","40,632","153,215","66,196","36,175","30,021",607,503,104,58,紙・パルプ,,,
59,糸及び紡績半製品,"55,303","6,175","49,128","55,303","6,175","49,128",362,197,165,"3,856","2,590","1,266","2,262",986,"1,276",142,-,142,59,糸及び紡績半製品,,,
60,その他繊維工業品,"352,184","55,711","296,473","352,184","55,711","296,473","9,917","3,718","6,199","9,994","2,302","7,692","27,367","11,356","16,011",88,50,38,60,その他繊維工業品,,,
61,砂糖,"45,725",855,"44,870","45,725",855,"44,870","16,255",38,"16,217","3,823",239,"3,584","10,556",34,"10,522",131,-,131,61,砂糖,,,
62,製造食品,"2,821,619","277,757","2,543,862","2,821,619","277,757","2,543,862","449,072","28,179","420,893","40,852","3,556","37,296","301,792","62,246","239,546","20,553","1,193","19,360",62,製造食品,,,
63,飲料,"701,813","55,248","646,565","701,813","55,248","646,565","69,749","7,499","62,250","38,086",757,"37,329","250,059","18,687","231,372","66,945",458,"66,487",63,飲料,,,
64,水,"201,421","8,135","193,286","201,421","8,135","193,286","93,814",120,"93,694","2,145",-,"2,145","31,297",269,"31,028",30,-,30,64,水,,,
65,たばこ,"96,953",233,"96,720","96,953",233,"96,720",156,6,150,"26,631",-,"26,631","12,947",-,"12,947",300,-,300,65,たばこ,,,
66,その他食料工業品,"135,499",713,"134,786","135,499",713,"134,786","47,724",192,"47,532","1,695",-,"1,695","57,193",21,"57,172",47,-,47,66,その他食料工業品,,,
