18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,"1,875","1,875",-,-,-,-,75,75,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,263,263,-,-,-,-,833,738,95,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,58,58,-,-,-,-,345,300,45,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,200,15,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"1,925","1,925",-,-,-,-,"1,925","1,925",-,262,262,-,-,-,-,335,210,125,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"102,388","65,678","36,710","101,917","65,403","36,514",471,275,196,"16,640","12,084","4,556","38,908","38,908",-,"39,330","16,060","23,270",-,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,120,120,-,-,-,-,145,145,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,251,50,201,-,-,-,850,575,275,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,"3,529","3,529",-,-,-,-,185,-,185,-,-,-,30,非鉄金属,,,,,
31,金属製品,"2,566",225,"2,341","2,253",-,"2,253",313,225,88,"1,219",677,542,-,-,-,"7,110","3,535","3,575",-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,495,135,360,-,-,-,"2,309","2,012",297,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,60,60,-,-,-,-,87,52,35,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"4,977",-,"4,977","4,943",-,"4,943",34,-,34,"4,673","4,142",531,-,-,-,"22,065","6,290","15,775",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,31,31,-,-,-,-,3,1,2,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"3,988",-,"3,988","3,962",-,"3,962",26,-,26,"2,821","1,685","1,136",-,-,-,"1,421",795,626,-,-,-,38,産業機械,,,,,
39,電気機械,"38,445","29,722","8,723","38,347","29,672","8,675",98,50,48,"2,611","1,194","1,417",-,-,-,"1,865","1,475",390,-,-,-,39,電気機械,,,,,
40,測量・光学・医療機械,"40,419","27,464","12,955","40,419","27,464","12,955",-,-,-,808,461,347,-,-,-,25,5,20,-,-,-,40,測量・光学・医療機械,,,,,
41,事務用機器,"1,105","1,105",-,"1,105","1,105",-,-,-,-,22,-,22,"38,908","38,908",-,"1,350",515,835,-,-,-,41,事務用機器,,,,,
42,その他機械,"10,888","7,162","3,726","10,888","7,162","3,726",-,-,-,-,-,-,-,-,-,"1,910",660,"1,250",-,-,-,42,その他機械,,,,,
化学工業品,,"22,499","6,436","16,063","21,774","5,871","15,903",725,565,160,"11,092","8,240","2,852",-,-,-,"47,982","44,429","3,553",-,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,94,94,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,525,450,75,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,225,169,56,-,-,-,270,245,25,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,"2,980","2,025",955,-,-,-,"1,055","1,045",10,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,020","1,915",105,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,60,10,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,65,65,-,-,-,-,545,525,20,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,-,-,-,"2,277","1,625",652,-,-,-,"38,287","36,634","1,653",-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,45,30,15,-,-,-,"2,735","1,135","1,600",-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"22,499","6,436","16,063","21,774","5,871","15,903",725,565,160,"5,406","4,232","1,174",-,-,-,"2,470","2,420",50,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"98,715","76,867","21,848","42,224","20,546","21,678","56,491","56,321",170,"29,764","29,196",568,"23,914",-,"23,914","250,265","130,820","119,445",-,-,-,軽工業品,,,,,,
58,紙・パルプ,"7,224","3,850","3,374","3,374",-,"3,374","3,850","3,850",-,"6,860","6,860",-,-,-,-,"78,080","14,465","63,615",-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,244,184,60,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,737,737,-,737,737,-,-,-,-,467,278,189,-,-,-,885,885,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,"12,445","1,094","11,351","12,445","1,094","11,351",-,-,-,"2,415","2,415",-,-,-,-,"40,390","3,265","37,125",-,-,-,61,砂糖,,,,,
62,製造食品,"26,879","19,801","7,078","25,591","18,645","6,946","1,288","1,156",132,"11,195","10,906",289,-,-,-,"42,910","30,015","12,895",-,-,-,62,製造食品,,,,,
63,飲料,833,795,38,70,70,-,763,725,38,"6,678","6,648",30,"23,914",-,"23,914","82,750","81,120","1,630",-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,760",300,"3,460",-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,60,60,-,-,-,-,60,60,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"50,597","50,590",7,7,-,7,"50,590","50,590",-,"1,845","1,845",-,-,-,-,"1,430",710,720,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"35,253","29,237","6,016","30,654","25,207","5,447","4,599","4,030",569,"6,030","5,867",163,-,-,-,"85,482","76,117","9,365",-,-,-,雑工業品,,,,,,
67,がん具,111,-,111,-,-,-,111,-,111,-,-,-,-,-,-,20,20,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"12,210","9,680","2,530","12,007","9,680","2,327",203,-,203,"1,789","1,754",35,-,-,-,140,125,15,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"5,118","3,979","1,139","5,118","3,979","1,139",-,-,-,394,349,45,-,-,-,40,40,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"8,121","7,931",190,"7,931","7,931",-,190,-,190,282,281,1,-,-,-,"8,145","7,980",165,-,-,-,70,家具装備品,,,,,
71,その他日用品,"3,802","3,617",185,"3,737","3,617",120,65,-,65,"1,779","1,719",60,-,-,-,"51,341","46,851","4,490",-,-,-,71,その他日用品,,,,,
72,ゴム製品,"1,858",-,"1,858","1,858",-,"1,858",-,-,-,403,393,10,-,-,-,520,380,140,-,-,-,72,ゴム製品,,,,,
73,木製品,"4,030","4,030",-,-,-,-,"4,030","4,030",-,"1,206","1,206",-,-,-,-,5,5,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,3,-,3,3,-,3,-,-,-,177,165,12,-,-,-,"25,271","20,716","4,555",-,-,-,74,その他製造工業品,,,,,
特殊品,,"33,143","32,310",833,811,-,811,"32,332","32,310",22,"922,506","270,666","651,840","198,290","172,402","25,888","145,444","44,326","101,118","4,726","4,726",-,特殊品,,,,,,
75,金属くず,901,215,686,686,-,686,215,215,-,293,293,-,-,-,-,"1,615",55,"1,560",-,-,-,75,金属くず,,,,,
76,再利用資材,125,-,125,125,-,125,-,-,-,-,-,-,-,-,-,"7,215",60,"7,155","4,726","4,726",-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"26,230","26,230",-,-,-,-,"26,230","26,230",-,"18,827","18,827",-,-,-,-,"8,880","8,005",875,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,925","2,925",-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,-,-,-,"1,540","1,540",-,"1,482",-,"1,482","111,827","28,685","83,142",-,-,-,80,輸送用容器,,,,,
81,取合せ品,"5,887","5,865",22,-,-,-,"5,887","5,865",22,"901,846","250,006","651,840","196,808","172,402","24,406","12,982","4,596","8,386",-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
