"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20140101,"芝地区総合支所管内","芝一丁目",810,724,701,1425
20140101,"芝地区総合支所管内","芝二丁目",1643,1412,1509,2921
20140101,"芝地区総合支所管内","芝三丁目",1930,1593,1745,3338
20140101,"芝地区総合支所管内","芝四丁目",1251,1014,1124,2138
20140101,"芝地区総合支所管内","芝五丁目",2024,1434,1798,3232
20140101,"芝地区総合支所管内","海岸一丁目",1188,1098,1011,2109
20140101,"芝地区総合支所管内","東新橋一丁目",725,667,740,1407
20140101,"芝地区総合支所管内","東新橋二丁目",221,199,143,342
20140101,"芝地区総合支所管内","新橋一丁目",20,11,14,25
20140101,"芝地区総合支所管内","新橋二丁目",80,71,68,139
20140101,"芝地区総合支所管内","新橋三丁目",134,149,118,267
20140101,"芝地区総合支所管内","新橋四丁目",266,216,202,418
20140101,"芝地区総合支所管内","新橋五丁目",328,295,263,558
20140101,"芝地区総合支所管内","新橋六丁目",620,494,374,868
20140101,"芝地区総合支所管内","西新橋一丁目",192,166,136,302
20140101,"芝地区総合支所管内","西新橋二丁目",236,187,184,371
20140101,"芝地区総合支所管内","西新橋三丁目",398,273,297,570
20140101,"芝地区総合支所管内","三田一丁目",2189,2010,2287,4297
20140101,"芝地区総合支所管内","三田二丁目",1775,1642,1920,3562
20140101,"芝地区総合支所管内","三田三丁目",883,754,798,1552
20140101,"芝地区総合支所管内","浜松町一丁目",735,724,669,1393
20140101,"芝地区総合支所管内","浜松町二丁目",182,141,153,294
20140101,"芝地区総合支所管内","芝大門一丁目",426,324,384,708
20140101,"芝地区総合支所管内","芝大門二丁目",478,384,417,801
20140101,"芝地区総合支所管内","芝公園一丁目",139,112,103,215
20140101,"芝地区総合支所管内","芝公園二丁目",396,306,302,608
20140101,"芝地区総合支所管内","芝公園三丁目",156,153,155,308
20140101,"芝地区総合支所管内","芝公園四丁目",39,27,23,50
20140101,"芝地区総合支所管内","虎ノ門一丁目",160,135,159,294
20140101,"芝地区総合支所管内","虎ノ門二丁目",22,25,21,46
20140101,"芝地区総合支所管内","虎ノ門三丁目",849,727,781,1508
20140101,"芝地区総合支所管内","虎ノ門四丁目",365,267,370,637
20140101,"芝地区総合支所管内","虎ノ門五丁目",222,218,258,476
20140101,"芝地区総合支所管内","愛宕一丁目",27,33,23,56
20140101,"芝地区総合支所管内","愛宕二丁目",147,266,224,490
20140201,"芝地区総合支所管内","芝一丁目",805,720,695,1415
20140201,"芝地区総合支所管内","芝二丁目",1648,1423,1509,2932
20140201,"芝地区総合支所管内","芝三丁目",1933,1602,1754,3356
20140201,"芝地区総合支所管内","芝四丁目",1246,1010,1121,2131
20140201,"芝地区総合支所管内","芝五丁目",2025,1431,1804,3235
20140201,"芝地区総合支所管内","海岸一丁目",1190,1104,1020,2124
20140201,"芝地区総合支所管内","東新橋一丁目",723,664,737,1401
20140201,"芝地区総合支所管内","東新橋二丁目",227,203,146,349
20140201,"芝地区総合支所管内","新橋一丁目",20,11,14,25
20140201,"芝地区総合支所管内","新橋二丁目",79,71,67,138
20140201,"芝地区総合支所管内","新橋三丁目",134,149,119,268
20140201,"芝地区総合支所管内","新橋四丁目",265,216,202,418
20140201,"芝地区総合支所管内","新橋五丁目",341,306,267,573
20140201,"芝地区総合支所管内","新橋六丁目",619,494,373,867
20140201,"芝地区総合支所管内","西新橋一丁目",193,168,136,304
20140201,"芝地区総合支所管内","西新橋二丁目",236,185,185,370
20140201,"芝地区総合支所管内","西新橋三丁目",399,270,298,568
20140201,"芝地区総合支所管内","三田一丁目",2189,2004,2297,4301
20140201,"芝地区総合支所管内","三田二丁目",1783,1653,1930,3583
20140201,"芝地区総合支所管内","三田三丁目",882,753,795,1548
20140201,"芝地区総合支所管内","浜松町一丁目",741,724,673,1397
20140201,"芝地区総合支所管内","浜松町二丁目",182,143,152,295
20140201,"芝地区総合支所管内","芝大門一丁目",431,329,386,715
20140201,"芝地区総合支所管内","芝大門二丁目",483,388,418,806
20140201,"芝地区総合支所管内","芝公園一丁目",138,113,103,216
20140201,"芝地区総合支所管内","芝公園二丁目",393,307,299,606
20140201,"芝地区総合支所管内","芝公園三丁目",156,153,156,309
20140201,"芝地区総合支所管内","芝公園四丁目",38,26,23,49
20140201,"芝地区総合支所管内","虎ノ門一丁目",163,137,159,296
20140201,"芝地区総合支所管内","虎ノ門二丁目",21,23,21,44
20140201,"芝地区総合支所管内","虎ノ門三丁目",861,739,778,1517
20140201,"芝地区総合支所管内","虎ノ門四丁目",359,262,368,630
20140201,"芝地区総合支所管内","虎ノ門五丁目",219,218,258,476
20140201,"芝地区総合支所管内","愛宕一丁目",27,33,23,56
20140201,"芝地区総合支所管内","愛宕二丁目",149,269,221,490
20140301,"芝地区総合支所管内","芝一丁目",813,722,705,1427
20140301,"芝地区総合支所管内","芝二丁目",1651,1417,1519,2936
20140301,"芝地区総合支所管内","芝三丁目",1944,1610,1756,3366
20140301,"芝地区総合支所管内","芝四丁目",1245,1009,1130,2139
20140301,"芝地区総合支所管内","芝五丁目",2027,1428,1802,3230
20140301,"芝地区総合支所管内","海岸一丁目",1194,1098,1023,2121
20140301,"芝地区総合支所管内","東新橋一丁目",725,664,738,1402
20140301,"芝地区総合支所管内","東新橋二丁目",243,216,158,374
20140301,"芝地区総合支所管内","新橋一丁目",19,11,13,24
20140301,"芝地区総合支所管内","新橋二丁目",79,72,67,139
20140301,"芝地区総合支所管内","新橋三丁目",133,150,119,269
20140301,"芝地区総合支所管内","新橋四丁目",278,225,209,434
20140301,"芝地区総合支所管内","新橋五丁目",349,310,270,580
20140301,"芝地区総合支所管内","新橋六丁目",627,501,376,877
20140301,"芝地区総合支所管内","西新橋一丁目",192,168,138,306
20140301,"芝地区総合支所管内","西新橋二丁目",238,186,184,370
20140301,"芝地区総合支所管内","西新橋三丁目",399,268,295,563
20140301,"芝地区総合支所管内","三田一丁目",2188,2008,2289,4297
20140301,"芝地区総合支所管内","三田二丁目",1781,1647,1924,3571
20140301,"芝地区総合支所管内","三田三丁目",866,740,784,1524
20140301,"芝地区総合支所管内","浜松町一丁目",749,727,676,1403
20140301,"芝地区総合支所管内","浜松町二丁目",182,144,152,296
20140301,"芝地区総合支所管内","芝大門一丁目",433,329,384,713
20140301,"芝地区総合支所管内","芝大門二丁目",482,388,416,804
20140301,"芝地区総合支所管内","芝公園一丁目",136,112,102,214
20140301,"芝地区総合支所管内","芝公園二丁目",402,316,307,623
20140301,"芝地区総合支所管内","芝公園三丁目",155,155,156,311
20140301,"芝地区総合支所管内","芝公園四丁目",35,24,22,46
20140301,"芝地区総合支所管内","虎ノ門一丁目",162,136,158,294
20140301,"芝地区総合支所管内","虎ノ門二丁目",21,23,21,44
20140301,"芝地区総合支所管内","虎ノ門三丁目",853,735,774,1509
20140301,"芝地区総合支所管内","虎ノ門四丁目",340,258,351,609
20140301,"芝地区総合支所管内","虎ノ門五丁目",228,223,263,486
20140301,"芝地区総合支所管内","愛宕一丁目",27,33,23,56
20140301,"芝地区総合支所管内","愛宕二丁目",152,277,226,503
20140401,"芝地区総合支所管内","芝一丁目",839,728,723,1451
20140401,"芝地区総合支所管内","芝二丁目",1655,1408,1523,2931
20140401,"芝地区総合支所管内","芝三丁目",1951,1619,1757,3376
20140401,"芝地区総合支所管内","芝四丁目",1247,998,1129,2127
20140401,"芝地区総合支所管内","芝五丁目",2023,1423,1780,3203
20140401,"芝地区総合支所管内","海岸一丁目",1203,1098,1019,2117
20140401,"芝地区総合支所管内","東新橋一丁目",723,658,726,1384
20140401,"芝地区総合支所管内","東新橋二丁目",251,225,168,393
20140401,"芝地区総合支所管内","新橋一丁目",19,11,13,24
20140401,"芝地区総合支所管内","新橋二丁目",81,73,67,140
20140401,"芝地区総合支所管内","新橋三丁目",133,153,118,271
20140401,"芝地区総合支所管内","新橋四丁目",283,228,211,439
20140401,"芝地区総合支所管内","新橋五丁目",369,318,291,609
20140401,"芝地区総合支所管内","新橋六丁目",677,544,388,932
20140401,"芝地区総合支所管内","西新橋一丁目",191,167,140,307
20140401,"芝地区総合支所管内","西新橋二丁目",241,188,183,371
20140401,"芝地区総合支所管内","西新橋三丁目",438,281,318,599
20140401,"芝地区総合支所管内","三田一丁目",2210,2007,2314,4321
20140401,"芝地区総合支所管内","三田二丁目",1782,1640,1924,3564
20140401,"芝地区総合支所管内","三田三丁目",866,737,770,1507
20140401,"芝地区総合支所管内","浜松町一丁目",749,730,674,1404
20140401,"芝地区総合支所管内","浜松町二丁目",184,144,152,296
20140401,"芝地区総合支所管内","芝大門一丁目",430,327,375,702
20140401,"芝地区総合支所管内","芝大門二丁目",485,390,419,809
20140401,"芝地区総合支所管内","芝公園一丁目",137,114,101,215
20140401,"芝地区総合支所管内","芝公園二丁目",403,314,304,618
20140401,"芝地区総合支所管内","芝公園三丁目",154,151,155,306
20140401,"芝地区総合支所管内","芝公園四丁目",25,19,17,36
20140401,"芝地区総合支所管内","虎ノ門一丁目",164,137,159,296
20140401,"芝地区総合支所管内","虎ノ門二丁目",21,23,21,44
20140401,"芝地区総合支所管内","虎ノ門三丁目",868,752,781,1533
20140401,"芝地区総合支所管内","虎ノ門四丁目",337,230,377,607
20140401,"芝地区総合支所管内","虎ノ門五丁目",228,223,258,481
20140401,"芝地区総合支所管内","愛宕一丁目",26,32,23,55
20140401,"芝地区総合支所管内","愛宕二丁目",151,281,226,507
20140501,"芝地区総合支所管内","芝一丁目",838,722,716,1438
20140501,"芝地区総合支所管内","芝二丁目",1665,1401,1526,2927
20140501,"芝地区総合支所管内","芝三丁目",1939,1609,1751,3360
20140501,"芝地区総合支所管内","芝四丁目",1256,1002,1126,2128
20140501,"芝地区総合支所管内","芝五丁目",2021,1421,1775,3196
20140501,"芝地区総合支所管内","海岸一丁目",1201,1097,1016,2113
20140501,"芝地区総合支所管内","東新橋一丁目",725,655,725,1380
20140501,"芝地区総合支所管内","東新橋二丁目",253,222,173,395
20140501,"芝地区総合支所管内","新橋一丁目",18,11,12,23
20140501,"芝地区総合支所管内","新橋二丁目",81,72,67,139
20140501,"芝地区総合支所管内","新橋三丁目",132,154,118,272
20140501,"芝地区総合支所管内","新橋四丁目",286,228,214,442
20140501,"芝地区総合支所管内","新橋五丁目",374,322,293,615
20140501,"芝地区総合支所管内","新橋六丁目",683,554,391,945
20140501,"芝地区総合支所管内","西新橋一丁目",194,168,141,309
20140501,"芝地区総合支所管内","西新橋二丁目",245,190,185,375
20140501,"芝地区総合支所管内","西新橋三丁目",430,281,314,595
20140501,"芝地区総合支所管内","三田一丁目",2212,1997,2296,4293
20140501,"芝地区総合支所管内","三田二丁目",1773,1634,1914,3548
20140501,"芝地区総合支所管内","三田三丁目",897,749,782,1531
20140501,"芝地区総合支所管内","浜松町一丁目",745,730,677,1407
20140501,"芝地区総合支所管内","浜松町二丁目",181,141,153,294
20140501,"芝地区総合支所管内","芝大門一丁目",420,316,369,685
20140501,"芝地区総合支所管内","芝大門二丁目",493,401,422,823
20140501,"芝地区総合支所管内","芝公園一丁目",138,115,104,219
20140501,"芝地区総合支所管内","芝公園二丁目",398,309,300,609
20140501,"芝地区総合支所管内","芝公園三丁目",155,152,156,308
20140501,"芝地区総合支所管内","芝公園四丁目",21,17,15,32
20140501,"芝地区総合支所管内","虎ノ門一丁目",165,140,157,297
20140501,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20140501,"芝地区総合支所管内","虎ノ門三丁目",919,791,828,1619
20140501,"芝地区総合支所管内","虎ノ門四丁目",339,233,381,614
20140501,"芝地区総合支所管内","虎ノ門五丁目",229,225,258,483
20140501,"芝地区総合支所管内","愛宕一丁目",25,31,23,54
20140501,"芝地区総合支所管内","愛宕二丁目",151,278,220,498
20140601,"芝地区総合支所管内","芝一丁目",848,731,722,1453
20140601,"芝地区総合支所管内","芝二丁目",1670,1402,1529,2931
20140601,"芝地区総合支所管内","芝三丁目",1948,1611,1766,3377
20140601,"芝地区総合支所管内","芝四丁目",1265,1012,1121,2133
20140601,"芝地区総合支所管内","芝五丁目",2023,1416,1775,3191
20140601,"芝地区総合支所管内","海岸一丁目",1220,1111,1031,2142
20140601,"芝地区総合支所管内","東新橋一丁目",730,656,733,1389
20140601,"芝地区総合支所管内","東新橋二丁目",252,216,171,387
20140601,"芝地区総合支所管内","新橋一丁目",18,11,12,23
20140601,"芝地区総合支所管内","新橋二丁目",79,69,64,133
20140601,"芝地区総合支所管内","新橋三丁目",133,155,119,274
20140601,"芝地区総合支所管内","新橋四丁目",288,230,213,443
20140601,"芝地区総合支所管内","新橋五丁目",375,320,296,616
20140601,"芝地区総合支所管内","新橋六丁目",682,549,394,943
20140601,"芝地区総合支所管内","西新橋一丁目",190,164,140,304
20140601,"芝地区総合支所管内","西新橋二丁目",245,189,185,374
20140601,"芝地区総合支所管内","西新橋三丁目",433,278,319,597
20140601,"芝地区総合支所管内","三田一丁目",2213,1997,2301,4298
20140601,"芝地区総合支所管内","三田二丁目",1763,1619,1912,3531
20140601,"芝地区総合支所管内","三田三丁目",905,752,782,1534
