"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20140601,"芝地区総合支所管内","浜松町一丁目",751,732,685,1417
20140601,"芝地区総合支所管内","浜松町二丁目",183,141,152,293
20140601,"芝地区総合支所管内","芝大門一丁目",423,321,372,693
20140601,"芝地区総合支所管内","芝大門二丁目",490,398,420,818
20140601,"芝地区総合支所管内","芝公園一丁目",139,116,103,219
20140601,"芝地区総合支所管内","芝公園二丁目",403,313,304,617
20140601,"芝地区総合支所管内","芝公園三丁目",158,156,159,315
20140601,"芝地区総合支所管内","芝公園四丁目",21,17,15,32
20140601,"芝地区総合支所管内","虎ノ門一丁目",166,141,159,300
20140601,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20140601,"芝地区総合支所管内","虎ノ門三丁目",936,794,836,1630
20140601,"芝地区総合支所管内","虎ノ門四丁目",335,228,378,606
20140601,"芝地区総合支所管内","虎ノ門五丁目",229,224,258,482
20140601,"芝地区総合支所管内","愛宕一丁目",26,33,24,57
20140601,"芝地区総合支所管内","愛宕二丁目",151,282,223,505
20140701,"芝地区総合支所管内","芝一丁目",858,729,734,1463
20140701,"芝地区総合支所管内","芝二丁目",1666,1417,1523,2940
20140701,"芝地区総合支所管内","芝三丁目",1941,1606,1759,3365
20140701,"芝地区総合支所管内","芝四丁目",1282,1019,1139,2158
20140701,"芝地区総合支所管内","芝五丁目",2027,1421,1779,3200
20140701,"芝地区総合支所管内","海岸一丁目",1230,1111,1041,2152
20140701,"芝地区総合支所管内","東新橋一丁目",729,654,735,1389
20140701,"芝地区総合支所管内","東新橋二丁目",253,214,173,387
20140701,"芝地区総合支所管内","新橋一丁目",18,10,13,23
20140701,"芝地区総合支所管内","新橋二丁目",78,68,62,130
20140701,"芝地区総合支所管内","新橋三丁目",131,153,118,271
20140701,"芝地区総合支所管内","新橋四丁目",287,226,215,441
20140701,"芝地区総合支所管内","新橋五丁目",379,323,296,619
20140701,"芝地区総合支所管内","新橋六丁目",682,548,398,946
20140701,"芝地区総合支所管内","西新橋一丁目",191,164,141,305
20140701,"芝地区総合支所管内","西新橋二丁目",245,187,190,377
20140701,"芝地区総合支所管内","西新橋三丁目",432,276,321,597
20140701,"芝地区総合支所管内","三田一丁目",2207,2009,2297,4306
20140701,"芝地区総合支所管内","三田二丁目",1774,1620,1915,3535
20140701,"芝地区総合支所管内","三田三丁目",908,764,789,1553
20140701,"芝地区総合支所管内","浜松町一丁目",742,726,689,1415
20140701,"芝地区総合支所管内","浜松町二丁目",184,137,153,290
20140701,"芝地区総合支所管内","芝大門一丁目",420,320,366,686
20140701,"芝地区総合支所管内","芝大門二丁目",489,396,418,814
20140701,"芝地区総合支所管内","芝公園一丁目",141,117,105,222
20140701,"芝地区総合支所管内","芝公園二丁目",400,310,299,609
20140701,"芝地区総合支所管内","芝公園三丁目",159,156,160,316
20140701,"芝地区総合支所管内","芝公園四丁目",21,17,15,32
20140701,"芝地区総合支所管内","虎ノ門一丁目",171,147,162,309
20140701,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20140701,"芝地区総合支所管内","虎ノ門三丁目",944,795,845,1640
20140701,"芝地区総合支所管内","虎ノ門四丁目",338,231,380,611
20140701,"芝地区総合支所管内","虎ノ門五丁目",232,226,263,489
20140701,"芝地区総合支所管内","愛宕一丁目",23,30,22,52
20140701,"芝地区総合支所管内","愛宕二丁目",152,282,228,510
20140801,"芝地区総合支所管内","芝一丁目",863,732,738,1470
20140801,"芝地区総合支所管内","芝二丁目",1667,1420,1526,2946
20140801,"芝地区総合支所管内","芝三丁目",1945,1611,1758,3369
20140801,"芝地区総合支所管内","芝四丁目",1279,1008,1146,2154
20140801,"芝地区総合支所管内","芝五丁目",2028,1424,1780,3204
20140801,"芝地区総合支所管内","海岸一丁目",1229,1126,1034,2160
20140801,"芝地区総合支所管内","東新橋一丁目",732,654,746,1400
20140801,"芝地区総合支所管内","東新橋二丁目",255,211,174,385
20140801,"芝地区総合支所管内","新橋一丁目",17,10,12,22
20140801,"芝地区総合支所管内","新橋二丁目",78,68,62,130
20140801,"芝地区総合支所管内","新橋三丁目",129,155,115,270
20140801,"芝地区総合支所管内","新橋四丁目",291,229,216,445
20140801,"芝地区総合支所管内","新橋五丁目",377,325,295,620
20140801,"芝地区総合支所管内","新橋六丁目",685,556,399,955
20140801,"芝地区総合支所管内","西新橋一丁目",190,166,140,306
20140801,"芝地区総合支所管内","西新橋二丁目",244,184,190,374
20140801,"芝地区総合支所管内","西新橋三丁目",428,278,317,595
20140801,"芝地区総合支所管内","三田一丁目",2210,2004,2293,4297
20140801,"芝地区総合支所管内","三田二丁目",1795,1632,1930,3562
20140801,"芝地区総合支所管内","三田三丁目",915,766,794,1560
20140801,"芝地区総合支所管内","浜松町一丁目",734,720,675,1395
20140801,"芝地区総合支所管内","浜松町二丁目",182,136,153,289
20140801,"芝地区総合支所管内","芝大門一丁目",414,317,359,676
20140801,"芝地区総合支所管内","芝大門二丁目",499,399,422,821
20140801,"芝地区総合支所管内","芝公園一丁目",142,117,106,223
20140801,"芝地区総合支所管内","芝公園二丁目",400,312,298,610
20140801,"芝地区総合支所管内","芝公園三丁目",160,157,162,319
20140801,"芝地区総合支所管内","芝公園四丁目",19,15,15,30
20140801,"芝地区総合支所管内","虎ノ門一丁目",169,147,159,306
20140801,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20140801,"芝地区総合支所管内","虎ノ門三丁目",953,807,854,1661
20140801,"芝地区総合支所管内","虎ノ門四丁目",337,231,379,610
20140801,"芝地区総合支所管内","虎ノ門五丁目",232,225,261,486
20140801,"芝地区総合支所管内","愛宕一丁目",23,30,22,52
20140801,"芝地区総合支所管内","愛宕二丁目",153,278,223,501
20140901,"芝地区総合支所管内","芝一丁目",863,734,736,1470
20140901,"芝地区総合支所管内","芝二丁目",1667,1416,1523,2939
20140901,"芝地区総合支所管内","芝三丁目",1948,1608,1770,3378
20140901,"芝地区総合支所管内","芝四丁目",1273,1000,1142,2142
20140901,"芝地区総合支所管内","芝五丁目",2018,1417,1780,3197
20140901,"芝地区総合支所管内","海岸一丁目",1232,1127,1024,2151
20140901,"芝地区総合支所管内","東新橋一丁目",735,656,748,1404
20140901,"芝地区総合支所管内","東新橋二丁目",259,218,176,394
20140901,"芝地区総合支所管内","新橋一丁目",15,9,10,19
20140901,"芝地区総合支所管内","新橋二丁目",76,66,60,126
20140901,"芝地区総合支所管内","新橋三丁目",128,155,114,269
20140901,"芝地区総合支所管内","新橋四丁目",294,225,218,443
20140901,"芝地区総合支所管内","新橋五丁目",379,331,298,629
20140901,"芝地区総合支所管内","新橋六丁目",684,559,401,960
20140901,"芝地区総合支所管内","西新橋一丁目",194,170,143,313
20140901,"芝地区総合支所管内","西新橋二丁目",249,185,192,377
20140901,"芝地区総合支所管内","西新橋三丁目",426,273,323,596
20140901,"芝地区総合支所管内","三田一丁目",2209,2003,2284,4287
20140901,"芝地区総合支所管内","三田二丁目",1794,1637,1938,3575
20140901,"芝地区総合支所管内","三田三丁目",923,768,798,1566
20140901,"芝地区総合支所管内","浜松町一丁目",731,715,678,1393
20140901,"芝地区総合支所管内","浜松町二丁目",183,137,152,289
20140901,"芝地区総合支所管内","芝大門一丁目",411,313,360,673
20140901,"芝地区総合支所管内","芝大門二丁目",508,403,424,827
20140901,"芝地区総合支所管内","芝公園一丁目",141,116,105,221
20140901,"芝地区総合支所管内","芝公園二丁目",394,307,295,602
20140901,"芝地区総合支所管内","芝公園三丁目",158,157,163,320
20140901,"芝地区総合支所管内","芝公園四丁目",18,14,15,29
20140901,"芝地区総合支所管内","虎ノ門一丁目",174,151,162,313
20140901,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20140901,"芝地区総合支所管内","虎ノ門三丁目",956,812,859,1671
20140901,"芝地区総合支所管内","虎ノ門四丁目",338,232,378,610
20140901,"芝地区総合支所管内","虎ノ門五丁目",232,227,258,485
20140901,"芝地区総合支所管内","愛宕一丁目",22,29,21,50
20140901,"芝地区総合支所管内","愛宕二丁目",150,275,222,497
20141001,"芝地区総合支所管内","芝一丁目",861,732,737,1469
20141001,"芝地区総合支所管内","芝二丁目",1678,1423,1532,2955
20141001,"芝地区総合支所管内","芝三丁目",1946,1614,1773,3387
20141001,"芝地区総合支所管内","芝四丁目",1277,1011,1140,2151
20141001,"芝地区総合支所管内","芝五丁目",2016,1414,1773,3187
20141001,"芝地区総合支所管内","海岸一丁目",1232,1129,1015,2144
20141001,"芝地区総合支所管内","東新橋一丁目",737,658,749,1407
20141001,"芝地区総合支所管内","東新橋二丁目",261,225,178,403
20141001,"芝地区総合支所管内","新橋一丁目",15,9,10,19
20141001,"芝地区総合支所管内","新橋二丁目",75,65,59,124
20141001,"芝地区総合支所管内","新橋三丁目",130,154,116,270
20141001,"芝地区総合支所管内","新橋四丁目",302,226,222,448
20141001,"芝地区総合支所管内","新橋五丁目",377,332,298,630
20141001,"芝地区総合支所管内","新橋六丁目",689,566,397,963
20141001,"芝地区総合支所管内","西新橋一丁目",192,170,142,312
20141001,"芝地区総合支所管内","西新橋二丁目",251,188,193,381
20141001,"芝地区総合支所管内","西新橋三丁目",426,277,317,594
20141001,"芝地区総合支所管内","三田一丁目",2210,2012,2277,4289
20141001,"芝地区総合支所管内","三田二丁目",1797,1637,1935,3572
20141001,"芝地区総合支所管内","三田三丁目",934,775,798,1573
20141001,"芝地区総合支所管内","浜松町一丁目",727,715,676,1391
20141001,"芝地区総合支所管内","浜松町二丁目",181,136,152,288
20141001,"芝地区総合支所管内","芝大門一丁目",415,317,368,685
20141001,"芝地区総合支所管内","芝大門二丁目",506,404,428,832
20141001,"芝地区総合支所管内","芝公園一丁目",143,117,106,223
20141001,"芝地区総合支所管内","芝公園二丁目",395,307,298,605
20141001,"芝地区総合支所管内","芝公園三丁目",157,157,162,319
20141001,"芝地区総合支所管内","芝公園四丁目",19,14,16,30
20141001,"芝地区総合支所管内","虎ノ門一丁目",185,159,180,339
20141001,"芝地区総合支所管内","虎ノ門二丁目",20,22,19,41
20141001,"芝地区総合支所管内","虎ノ門三丁目",958,821,860,1681
20141001,"芝地区総合支所管内","虎ノ門四丁目",338,233,376,609
20141001,"芝地区総合支所管内","虎ノ門五丁目",231,229,256,485
20141001,"芝地区総合支所管内","愛宕一丁目",22,29,21,50
20141001,"芝地区総合支所管内","愛宕二丁目",149,284,227,511
20141101,"芝地区総合支所管内","芝一丁目",866,741,744,1485
20141101,"芝地区総合支所管内","芝二丁目",1697,1438,1536,2974
20141101,"芝地区総合支所管内","芝三丁目",1955,1617,1784,3401
20141101,"芝地区総合支所管内","芝四丁目",1287,1023,1143,2166
20141101,"芝地区総合支所管内","芝五丁目",2019,1412,1781,3193
20141101,"芝地区総合支所管内","海岸一丁目",1235,1140,1015,2155
20141101,"芝地区総合支所管内","東新橋一丁目",740,658,754,1412
20141101,"芝地区総合支所管内","東新橋二丁目",257,220,177,397
20141101,"芝地区総合支所管内","新橋一丁目",16,9,11,20
20141101,"芝地区総合支所管内","新橋二丁目",76,66,59,125
20141101,"芝地区総合支所管内","新橋三丁目",130,155,116,271
20141101,"芝地区総合支所管内","新橋四丁目",304,228,227,455
20141101,"芝地区総合支所管内","新橋五丁目",377,330,295,625
20141101,"芝地区総合支所管内","新橋六丁目",695,570,403,973
20141101,"芝地区総合支所管内","西新橋一丁目",186,167,136,303
20141101,"芝地区総合支所管内","西新橋二丁目",251,191,192,383
20141101,"芝地区総合支所管内","西新橋三丁目",431,283,317,600
20141101,"芝地区総合支所管内","三田一丁目",2201,2014,2284,4298
20141101,"芝地区総合支所管内","三田二丁目",1788,1624,1925,3549
20141101,"芝地区総合支所管内","三田三丁目",931,771,799,1570
20141101,"芝地区総合支所管内","浜松町一丁目",729,712,684,1396
20141101,"芝地区総合支所管内","浜松町二丁目",184,141,151,292
20141101,"芝地区総合支所管内","芝大門一丁目",409,315,365,680
20141101,"芝地区総合支所管内","芝大門二丁目",508,401,431,832
20141101,"芝地区総合支所管内","芝公園一丁目",145,118,109,227
20141101,"芝地区総合支所管内","芝公園二丁目",398,311,300,611
20141101,"芝地区総合支所管内","芝公園三丁目",156,154,161,315
20141101,"芝地区総合支所管内","芝公園四丁目",19,14,16,30
20141101,"芝地区総合支所管内","虎ノ門一丁目",186,163,181,344
20141101,"芝地区総合支所管内","虎ノ門二丁目",20,21,19,40
20141101,"芝地区総合支所管内","虎ノ門三丁目",957,822,864,1686
20141101,"芝地区総合支所管内","虎ノ門四丁目",337,230,377,607
20141101,"芝地区総合支所管内","虎ノ門五丁目",230,228,255,483
20141101,"芝地区総合支所管内","愛宕一丁目",22,29,21,50
20141101,"芝地区総合支所管内","愛宕二丁目",148,278,231,509
20141201,"芝地区総合支所管内","芝一丁目",865,739,744,1483
20141201,"芝地区総合支所管内","芝二丁目",1710,1441,1549,2990
20141201,"芝地区総合支所管内","芝三丁目",1940,1612,1774,3386
20141201,"芝地区総合支所管内","芝四丁目",1289,1024,1148,2172
20141201,"芝地区総合支所管内","芝五丁目",2016,1400,1781,3181
20141201,"芝地区総合支所管内","海岸一丁目",1213,1111,991,2102
20141201,"芝地区総合支所管内","東新橋一丁目",736,659,756,1415
20141201,"芝地区総合支所管内","東新橋二丁目",257,217,176,393
20141201,"芝地区総合支所管内","新橋一丁目",16,9,11,20
20141201,"芝地区総合支所管内","新橋二丁目",78,65,60,125
20141201,"芝地区総合支所管内","新橋三丁目",130,153,115,268
20141201,"芝地区総合支所管内","新橋四丁目",309,229,231,460
20141201,"芝地区総合支所管内","新橋五丁目",380,338,294,632
20141201,"芝地区総合支所管内","新橋六丁目",688,562,402,964
20141201,"芝地区総合支所管内","西新橋一丁目",186,166,137,303
20141201,"芝地区総合支所管内","西新橋二丁目",253,192,191,383
20141201,"芝地区総合支所管内","西新橋三丁目",430,287,319,606
20141201,"芝地区総合支所管内","三田一丁目",2190,2007,2286,4293
20141201,"芝地区総合支所管内","三田二丁目",1788,1636,1933,3569
20141201,"芝地区総合支所管内","三田三丁目",934,777,801,1578
20141201,"芝地区総合支所管内","浜松町一丁目",735,719,686,1405
20141201,"芝地区総合支所管内","浜松町二丁目",186,143,153,296
20141201,"芝地区総合支所管内","芝大門一丁目",406,314,358,672
20141201,"芝地区総合支所管内","芝大門二丁目",507,399,430,829
20141201,"芝地区総合支所管内","芝公園一丁目",148,120,110,230
20141201,"芝地区総合支所管内","芝公園二丁目",392,309,299,608
20141201,"芝地区総合支所管内","芝公園三丁目",156,153,159,312
20141201,"芝地区総合支所管内","芝公園四丁目",19,14,16,30
20141201,"芝地区総合支所管内","虎ノ門一丁目",191,168,184,352
