地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成29年の増減
0,13000,総数,1660,-139,22095,15370,5068,2808,3021,1250,3338,5580,1501,-223,61329
1,13100,区部,1903,710,18137,11435,4564,2279,3000,1372,2871,5002,1706,-262,52717
1,13200,市部,-250,-776,4264,3761,496,558,17,-145,500,605,-173,63,8920
2,13300,郡部,18,-40,-54,-16,-3,-19,-13,33,-10,-30,-42,4,-172
2,13350,島部,-11,-33,-252,190,11,-10,17,-10,-23,3,10,-28,-136
1,13100,区部,1903,710,18137,11435,4564,2279,3000,1372,2871,5002,1706,-262,52717
4,13101,千代田区,72,26,222,89,73,103,-5,65,36,46,31,13,771
4,13102,中央区,581,350,451,442,287,260,159,313,271,330,245,306,3995
4,13103,港区,309,219,463,279,319,114,143,226,201,197,37,-30,2477
4,13104,新宿区,172,-278,729,1006,110,-113,309,-306,295,418,-47,-131,2164
4,13105,文京区,-30,23,453,339,132,96,141,57,232,249,120,-40,1772
4,13106,台東区,73,112,305,204,131,32,170,10,26,184,41,-4,1284
4,13107,墨田区,15,92,559,219,169,124,188,161,93,159,187,53,2019
4,13108,江東区,-45,12,1068,572,498,346,227,337,102,247,183,250,3797
4,13109,品川区,54,155,898,318,341,122,113,43,49,77,154,237,2561
4,13110,目黒区,66,227,611,269,71,132,-33,61,99,6,90,-6,1593
4,13111,大田区,77,33,1713,891,443,164,93,72,38,196,-31,-91,3598
4,13112,世田谷区,245,-29,2104,973,349,158,187,36,195,368,120,-99,4607
4,13113,渋谷区,24,40,427,329,17,9,54,121,70,176,46,-78,1235
4,13114,中野区,10,-43,653,482,55,-22,131,-108,156,244,11,-107,1462
4,13115,杉並区,135,111,1493,564,298,156,93,-123,201,202,125,-58,3197
4,13116,豊島区,29,-160,536,843,36,13,130,-46,18,245,-63,-98,1483
4,13117,北区,49,22,616,310,124,76,133,43,9,141,-126,-56,1341
4,13118,荒川区,-30,-7,149,338,77,56,66,32,23,205,148,-86,971
4,13119,板橋区,88,-68,1069,870,264,16,189,38,70,252,43,28,2859
4,13120,練馬区,-108,-93,1549,683,110,205,220,122,248,341,71,-52,3296
4,13121,足立区,-7,-72,920,349,157,72,64,52,259,174,168,15,2151
4,13122,葛飾区,44,52,429,379,228,106,135,21,42,247,150,-38,1795
4,13123,江戸川区,80,-14,720,687,275,54,93,145,138,298,3,-190,2289
1,13200,市部,-250,-776,4264,3761,496,558,17,-145,500,605,-173,63,8920
4,13201,八王子市,-109,-274,301,594,19,-32,-7,-189,-7,75,-166,-128,77
4,13202,立川市,-67,-26,378,338,50,4,-46,30,-37,58,14,-54,642
4,13203,武蔵野市,28,-30,401,122,-13,67,18,52,-51,45,-75,-73,491
4,13204,三鷹市,-55,-76,405,212,71,-36,-24,101,55,16,-30,-19,620
4,13205,青梅市,-68,-23,-119,28,-17,-38,-45,-28,-34,-55,-51,16,-434
