国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成29年中の増減
日本人,4,13305,日の出町,3,18,24,4,-6,24,14,18,20,11,15,21,166
日本人,4,13307,檜原村,5,0,5,-4,2,7,-3,3,1,-3,5,2,20
日本人,4,13308,奥多摩町,17,9,13,14,11,5,1,-4,5,12,6,6,95
日本人,2,13350,島部,4,-2,-378,359,14,-7,17,2,1,4,17,-11,20
日本人,3,13360,大島支庁,9,3,-184,150,11,-1,7,10,4,2,11,-8,14
日本人,4,13361,大島町,8,2,-149,122,2,-2,6,3,2,4,10,-7,1
日本人,4,13362,利島村,1,-1,-12,9,0,2,0,2,0,1,0,0,2
日本人,4,13363,新島村,-2,3,-9,3,3,-4,2,0,-2,-2,0,-1,-9
日本人,4,13364,神津島村,2,-1,-14,16,6,3,-1,5,4,-1,1,0,20
日本人,3,13380,三宅支庁,-6,-6,-50,54,-4,-5,5,-3,2,0,0,0,-13
日本人,4,13381,三宅村,-6,-5,-51,44,-5,-5,5,-2,2,2,-2,-1,-24
日本人,4,13382,御蔵島村,0,-1,1,10,1,0,0,-1,0,-2,2,1,11
日本人,3,13400,八丈支庁,0,-2,-116,102,4,-3,6,0,-5,2,7,-1,-6
日本人,4,13401,八丈町,1,-2,-105,81,4,-4,6,0,-4,3,8,-1,-13
日本人,4,13402,青ヶ島村,-1,0,-11,21,0,1,0,0,-1,-1,-1,0,7
日本人,3,13420,小笠原支庁,1,3,-28,53,3,2,-1,-5,0,0,-1,-2,25
日本人,4,13421,小笠原村,1,3,-28,53,3,2,-1,-5,0,0,-1,-2,25
外国人,0,13000,総数,-21,-216,-475,375,178,-162,5,64,-383,229,1,-38,-443
外国人,1,13100,区部,-31,-172,-735,-62,96,-190,15,51,-435,206,22,-110,-1345
外国人,1,13200,市部,0,-45,265,441,82,29,-3,11,52,14,-4,73,915
外国人,2,13300,郡部,10,1,-1,-4,0,-2,-6,3,0,9,-16,0,-6
外国人,2,13350,島部,0,0,-4,0,0,1,-1,-1,0,0,-1,-1,-7
外国人,1,13100,区部,-31,-172,-735,-62,96,-190,15,51,-435,206,22,-110,-1345
外国人,4,13101,千代田区,-1,-8,-14,-10,-28,0,-31,-17,-25,-26,-11,-5,-176
外国人,4,13102,中央区,90,26,-32,-9,8,-22,-12,31,10,16,-24,42,124
外国人,4,13103,港区,-39,-29,-87,-56,-43,-67,-27,-19,-72,-78,-46,-57,-620
外国人,4,13104,新宿区,-182,-144,-527,-463,-152,-304,-200,-141,-381,-286,-147,-227,-3154
外国人,4,13105,文京区,-12,-14,-22,15,40,-9,19,48,25,48,17,13,168
外国人,4,13106,台東区,-119,-69,-120,-79,-72,-39,-40,-56,-90,-128,-78,-102,-992
外国人,4,13107,墨田区,4,0,-49,-50,14,-7,14,-11,-33,28,28,-20,-82
外国人,4,13108,江東区,-35,-40,68,48,34,63,50,48,25,-38,-13,33,243
外国人,4,13109,品川区,-20,-16,19,22,12,15,1,17,-15,-18,-21,8,4
外国人,4,13110,目黒区,-2,-20,-33,-23,6,26,-6,2,-23,29,10,2,-32
外国人,4,13111,大田区,-31,-23,43,28,8,-17,-19,-24,-4,21,35,-16,1
外国人,4,13112,世田谷区,30,64,91,60,34,64,27,54,11,46,71,16,568
外国人,4,13113,渋谷区,21,7,35,30,-8,-15,11,10,35,-36,-14,32,108
外国人,4,13114,中野区,86,44,18,68,5,31,43,-24,48,120,12,47,498
外国人,4,13115,杉並区,62,4,20,90,35,61,40,30,46,127,66,63,644
外国人,4,13116,豊島区,9,-70,-130,-73,4,-25,-46,6,-122,4,-44,0,-487
外国人,4,13117,北区,26,6,-45,-36,18,-38,-18,13,-103,-25,-39,-37,-278
外国人,4,13118,荒川区,-2,3,-69,16,-14,-16,-10,9,-50,24,-2,-12,-123
外国人,4,13119,板橋区,1,11,-52,76,72,31,90,17,21,86,53,28,434
外国人,4,13120,練馬区,-4,5,60,76,-28,69,38,15,97,113,26,-3,464
外国人,4,13121,足立区,48,50,193,73,63,42,61,25,141,78,61,69,904
外国人,4,13122,葛飾区,9,28,-15,49,24,-13,15,18,-32,37,50,34,204
外国人,4,13123,江戸川区,30,13,-87,86,64,-20,15,0,56,64,32,-18,235
外国人,1,13200,市部,0,-45,265,441,82,29,-3,11,52,14,-4,73,915
外国人,4,13201,八王子市,3,-25,114,112,24,-9,1,-1,12,-14,6,4,227
外国人,4,13202,立川市,14,-12,19,16,21,12,-18,11,-8,13,-11,-4,53
外国人,4,13203,武蔵野市,-1,7,1,7,-7,4,9,5,26,11,-19,10,53
外国人,4,13204,三鷹市,3,-13,6,22,-8,5,4,10,14,-4,3,5,47
外国人,4,13205,青梅市,0,5,3,-5,1,0,-4,3,3,-5,-3,4,2
外国人,4,13206,府中市,14,-8,-42,-22,4,2,-23,-10,-12,6,1,2,-88
外国人,4,13207,昭島市,-5,2,2,0,0,0,-11,7,-5,-3,9,-1,-5
外国人,4,13208,調布市,-6,-4,28,46,12,3,-2,-4,4,-4,13,21,107
外国人,4,13209,町田市,2,4,38,23,4,26,-2,-5,-7,-5,-5,-9,64
外国人,4,13210,小金井市,9,-6,12,26,-11,-9,6,-19,-10,9,1,-6,2
外国人,4,13211,小平市,21,-22,-26,88,24,11,37,1,19,-9,0,0,144
外国人,4,13212,日野市,-2,-8,13,1,4,-11,-6,-7,-12,-8,3,5,-28
外国人,4,13213,東村山市,-10,8,14,3,4,8,-1,7,2,8,3,12,58
外国人,4,13214,国分寺市,-5,-2,21,29,6,-2,5,4,11,5,0,6,78
外国人,4,13215,国立市,0,-1,-4,16,-6,0,1,-9,-2,-1,-1,-1,-8
外国人,4,13218,福生市,-16,7,-2,0,-3,-17,-5,-13,10,-2,-16,9,-48
外国人,4,13219,狛江市,-1,3,13,20,-7,11,1,3,14,5,1,20,83
外国人,4,13220,東大和市,1,0,-7,3,1,3,5,3,2,-3,1,5,14
外国人,4,13221,清瀬市,6,0,5,5,-9,2,-3,-2,3,3,4,3,17
外国人,4,13222,東久留米市,-17,-1,9,29,-3,7,-6,16,16,4,7,-1,60
外国人,4,13223,武蔵村山市,3,6,3,3,9,7,17,-2,1,-3,20,0,64
外国人,4,13224,多摩市,-15,2,12,2,-14,2,-2,4,10,12,-24,-4,-15
外国人,4,13225,稲城市,4,7,-6,-10,10,-5,-3,0,-6,3,-8,-21,-35
外国人,4,13227,羽村市,-8,-1,1,4,7,2,5,8,-3,0,4,0,19
外国人,4,13228,あきる野市,-2,0,2,1,1,-3,-3,-3,8,-3,0,1,-1
外国人,4,13229,西東京市,8,7,36,22,18,-20,-5,4,-38,-1,7,13,51
外国人,1,13550,町村部,10,1,-5,-4,0,-1,-7,2,0,9,-17,-1,-13
外国人,2,13300,郡部,10,1,-1,-4,0,-2,-6,3,0,9,-16,0,-6
外国人,4,13303,瑞穂町,10,-1,-1,-4,-1,-2,-5,4,0,8,0,1,9
外国人,4,13305,日の出町,0,0,1,1,1,0,-1,-1,0,0,-16,0,-15
外国人,4,13307,檜原村,0,1,0,-1,0,0,0,0,0,0,0,0,0
外国人,4,13308,奥多摩町,0,1,-1,0,0,0,0,0,0,1,0,-1,0
外国人,2,13350,島部,0,0,-4,0,0,1,-1,-1,0,0,-1,-1,-7
外国人,3,13360,大島支庁,0,0,-2,1,0,0,0,-1,0,0,-1,0,-3
外国人,4,13361,大島町,0,0,-1,1,0,0,0,0,0,0,-1,0,-1
外国人,4,13362,利島村,0,0,-1,0,0,0,0,-1,0,0,0,0,-2
外国人,4,13363,新島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13380,三宅支庁,0,0,-1,-1,0,1,-1,0,0,0,0,-1,-3
外国人,4,13381,三宅村,0,0,-1,-1,0,1,-1,0,0,0,0,-1,-3
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13400,八丈支庁,0,0,-1,0,0,0,0,0,0,0,0,0,-1
外国人,4,13401,八丈町,0,0,-1,0,0,0,0,0,0,0,0,0,-1
外国人,4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13420,小笠原支庁,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13421,小笠原村,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
人口の動き（平成29年中）,,,,,,,,,,,,,,,,
第11－１・２・３表　区市町村、月別都内間移動増減（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
