国籍区分,地域階層,地域コード,地域,1月中／その他の増減,2月中／その他の増減,3月中／その他の増減,4月中／その他の増減,5月中／その他の増減,6月中／その他の増減,7月中／その他の増減,8月中／その他の増減,9月中／その他の増減,10月中／その他の増減,11月中／その他の増減,12月中／その他の増減,平成29年中の増減
総数,0,13000,総数,3186,37,7849,12588,2125,2500,4095,-2951,5762,7858,1104,-1923,42230
総数,1,13100,区部,2999,188,6431,11138,1562,1975,3955,-2151,4579,6978,1082,-1803,36933
総数,1,13200,市部,157,-150,1399,1444,543,506,136,-810,1165,853,13,-144,5112
総数,2,13300,郡部,23,1,18,4,17,16,3,9,18,25,9,23,166
総数,2,13350,島部,7,-2,1,2,3,3,1,1,0,2,0,1,19
総数,1,13100,区部,2999,188,6431,11138,1562,1975,3955,-2151,4579,6978,1082,-1803,36933
総数,4,13101,千代田区,38,23,35,60,25,46,-13,5,47,36,21,-16,307
総数,4,13102,中央区,64,81,86,127,38,96,30,25,91,80,-2,-74,642
総数,4,13103,港区,304,168,251,166,160,-5,2,90,214,195,62,-279,1328
総数,4,13104,新宿区,549,-85,971,2426,84,251,907,-486,931,1243,132,-231,6692
総数,4,13105,文京区,30,-6,85,259,26,0,74,-161,254,115,40,-83,633
総数,4,13106,台東区,141,31,150,514,50,44,295,-54,76,379,71,54,1751
総数,4,13107,墨田区,42,62,161,288,97,77,77,-14,63,217,47,-3,1114
総数,4,13108,江東区,141,17,288,310,138,104,99,-39,88,269,50,5,1470
総数,4,13109,品川区,148,50,102,101,53,34,-46,-75,58,20,33,-47,431
総数,4,13110,目黒区,54,-57,146,156,13,34,-32,-79,230,28,18,-72,439
総数,4,13111,大田区,100,23,154,350,64,110,11,19,98,180,88,-56,1141
総数,4,13112,世田谷区,127,-85,512,488,121,141,47,-210,268,200,14,-257,1366
総数,4,13113,渋谷区,73,19,72,110,36,-64,-86,-10,104,88,2,-203,141
総数,4,13114,中野区,102,-59,326,718,45,91,332,-178,375,409,51,-20,2192
総数,4,13115,杉並区,95,-35,396,398,75,88,213,-270,232,233,17,-36,1406
総数,4,13116,豊島区,176,-134,227,1423,36,79,556,-222,283,632,73,-22,3107
総数,4,13117,北区,148,7,239,633,85,81,430,-69,122,443,37,-57,2099
総数,4,13118,荒川区,115,-53,157,647,5,57,141,-41,49,352,79,-99,1409
総数,4,13119,板橋区,93,20,251,655,71,105,355,-85,168,411,74,-18,2100
総数,4,13120,練馬区,102,-55,323,489,90,112,124,-212,279,294,0,-80,1466
総数,4,13121,足立区,84,48,157,276,65,118,62,33,139,248,90,-4,1316
総数,4,13122,葛飾区,53,47,202,521,56,93,200,-74,142,340,54,-70,1564
総数,4,13123,江戸川区,220,161,1140,23,129,283,177,-44,268,566,31,-135,2819
総数,1,13200,市部,157,-150,1399,1444,543,506,136,-810,1165,853,13,-144,5112
総数,4,13201,八王子市,-43,-32,191,311,118,43,97,-128,213,202,-12,13,973
総数,4,13202,立川市,3,15,65,36,14,50,28,-22,25,57,31,65,367
総数,4,13203,武蔵野市,-5,2,156,75,46,24,14,-19,24,36,16,-52,317
総数,4,13204,三鷹市,11,-22,143,86,24,-23,-14,18,95,43,-51,-15,295
総数,4,13205,青梅市,7,13,29,7,10,11,3,-12,13,8,-1,1,89
総数,4,13206,府中市,-14,9,46,177,32,36,-80,-42,203,58,21,-6,440
総数,4,13207,昭島市,-5,-23,-11,-86,111,12,-14,-26,-6,-8,12,-4,-48
総数,4,13208,調布市,35,3,42,56,-11,5,-7,-50,63,38,14,6,194
総数,4,13209,町田市,11,-2,60,28,26,65,40,-30,54,-17,-3,-37,195
総数,4,13210,小金井市,16,-21,91,38,22,19,12,-1,26,48,-16,-16,218
総数,4,13211,小平市,-13,-65,100,120,20,24,-31,-174,222,67,-5,-50,215
総数,4,13212,日野市,-1,-22,3,121,15,28,1,-44,35,37,-16,2,159
総数,4,13213,東村山市,-7,3,19,99,-7,7,43,-29,20,15,0,4,167
総数,4,13214,国分寺市,11,-5,53,34,2,-4,-3,12,11,26,14,18,169
総数,4,13215,国立市,-4,8,31,1,13,13,-2,-38,43,-4,6,-2,65
総数,4,13218,福生市,139,-1,68,158,12,26,-15,0,-3,73,3,-2,458
総数,4,13219,狛江市,-4,-10,43,-7,-2,22,-8,-52,11,-1,-4,-3,-15
総数,4,13220,東大和市,14,11,24,-7,8,12,9,-4,5,7,7,-18,68
総数,4,13221,清瀬市,-2,14,24,19,5,5,24,-10,20,8,9,8,124
総数,4,13222,東久留米市,-3,-10,34,11,11,5,-7,-23,12,9,9,-8,40
