地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
0,13000,,総数,Tokyo-to,109986,56267,53719,110507,58810,51697,-521,-2543,2022,215,112,103,96,49,47,2441,1131,1310,1.13,88067,24855
1,13100,,区部,All ku,77107,39394,37713,75332,40130,35202,1775,-736,2511,158,81,77,73,37,36,1720,796,924,1.16,67074,17867
2,13101,1,千代田区,Chiyoda-ku,463,237,226,390,179,211,73,58,15,1,0,1,0,0,0,12,7,5,1.09,538,88
2,13102,2,中央区,Chuo-ku,1671,865,806,802,399,403,869,466,403,7,5,2,4,3,1,39,25,14,1.29,1547,323
2,13103,3,港区,Minato-ku,2621,1292,1329,1547,760,787,1074,532,542,4,1,3,1,1,0,61,30,31,1.27,2367,585
2,13104,4,新宿区,Shinjuku-ku,2312,1164,1148,2590,1395,1195,-278,-231,-47,5,3,2,3,2,1,71,30,41,0.96,2774,675
2,13105,5,文京区,Bunkyo-ku,1834,920,914,1613,786,827,221,134,87,3,2,1,3,2,1,41,19,22,1.09,1682,319
2,13106,6,台東区,Taito-ku,1416,738,678,1935,1107,828,-519,-369,-150,4,1,3,3,1,2,34,13,21,1.15,1618,447
2,13107,7,墨田区,Sumida-ku,2127,1058,1069,2320,1272,1048,-193,-214,21,2,2,0,1,1,0,37,14,23,1.17,2250,538
2,13108,8,江東区,Koto-ku,4562,2357,2205,3727,2007,1720,835,350,485,9,4,5,4,1,3,86,38,48,1.33,3359,1006
2,13109,9,品川区,Shinagawa-ku,3506,1785,1721,3079,1633,1446,427,152,275,2,1,1,1,0,1,83,41,42,1.16,3253,711
2,13110,10,目黒区,Meguro-ku,2342,1187,1155,1937,971,966,405,216,189,1,0,1,0,0,0,39,24,15,0.94,2610,556
2,13111,11,大田区,Ota-ku,5740,2892,2848,6181,3297,2884,-441,-405,-36,21,12,9,8,4,4,117,63,54,1.17,4886,1273
2,13112,12,世田谷区,Setagaya-ku,7733,3967,3766,6438,3281,3157,1295,686,609,13,6,7,8,3,5,138,71,67,1.05,6617,1484
2,13113,13,渋谷区,Shibuya-ku,1909,980,929,1484,722,762,425,258,167,1,1,0,0,0,0,47,18,29,0.97,2186,503
2,13114,14,中野区,Nakano-ku,2383,1242,1141,2610,1403,1207,-227,-161,-66,10,7,3,4,3,1,54,18,36,0.93,2886,576
2,13115,15,杉並区,Suginami-ku,4402,2272,2130,4393,2249,2144,9,23,-14,9,3,6,5,1,4,125,54,71,0.95,4205,847
2,13116,16,豊島区,Toshima-ku,2025,1020,1005,2357,1221,1136,-332,-201,-131,5,1,4,3,1,2,54,27,27,0.99,2364,503
2,13117,17,北区,Kita-ku,2619,1322,1297,3454,1815,1639,-835,-493,-342,6,3,3,0,0,0,52,30,22,1.18,2330,612
2,13118,18,荒川区,Arakawa-ku,1765,891,874,2066,1142,924,-301,-251,-50,2,1,1,1,1,0,36,17,19,1.3,1355,377
2,13119,19,板橋区,Itabashi-ku,4418,2242,2176,4770,2585,2185,-352,-343,-9,6,3,3,2,1,1,108,51,57,1.17,3498,1050
2,13120,20,練馬区,Nerima-ku,6164,3144,3020,5593,3001,2592,571,143,428,15,5,10,7,3,4,114,52,62,1.22,4227,1296
2,13121,21,足立区,Adachi-ku,5358,2764,2594,6411,3535,2876,-1053,-771,-282,13,10,3,7,5,2,142,53,89,1.36,3887,1580
2,13122,22,葛飾区,Katsushika-ku,3595,1818,1777,4340,2385,1955,-745,-567,-178,6,4,2,3,1,2,85,37,48,1.36,2522,928
2,13123,23,江戸川区,Edogawa-ku,6142,3237,2905,5295,2985,2310,847,252,595,13,6,7,5,3,2,145,64,81,1.45,4113,1590
1,13200,,市部,All shi,32290,16569,15721,33841,18044,15797,-1551,-1475,-76,56,31,25,23,12,11,703,327,376,1.27,20659,6804
2,13201,1,八王子市,Hachioji-shi,3903,2036,1867,4630,2466,2164,-727,-430,-297,7,2,5,2,0,2,94,42,52,1.22,2381,988
2,13202,2,立川市,Tachikawa-shi,1439,739,700,1602,819,783,-163,-80,-83,2,1,1,0,0,0,41,18,23,1.28,1049,290
2,13203,3,武蔵野市,Musashino-shi,1267,665,602,1138,570,568,129,95,34,1,0,1,1,0,1,32,19,13,1.14,981,199
2,13204,4,三鷹市,Mitaka-shi,1527,776,751,1438,776,662,89,0,89,1,1,0,0,0,0,27,15,12,1.15,1108,268
2,13205,5,青梅市,Ome-shi,860,441,419,1568,744,824,-708,-303,-405,4,2,2,2,0,2,25,7,18,1.2,581,277
2,13206,6,府中市,Fuchu-shi,2248,1151,1097,1915,1036,879,333,115,218,2,1,1,2,1,1,53,21,32,1.37,1474,412
2,13207,7,昭島市,Akishima-shi,936,460,476,970,528,442,-34,-68,34,2,0,2,0,0,0,22,14,8,1.4,575,197
2,13208,8,調布市,Chofu-shi,2063,1034,1029,1672,905,767,391,129,262,6,4,2,3,3,0,39,13,26,1.27,1428,347
2,13209,9,町田市,Machida-shi,2959,1518,1441,3377,1858,1519,-418,-340,-78,6,5,1,2,2,0,65,24,41,1.2,1767,736
2,13210,10,小金井市,Koganei-shi,1077,546,531,836,442,394,241,104,137,1,0,1,1,0,1,23,9,14,1.29,716,169
2,13211,11,小平市,Kodaira-shi,1637,849,788,1453,811,642,184,38,146,2,1,1,0,0,0,32,18,14,1.41,923,276
2,13212,12,日野市,Hino-shi,1497,790,707,1441,772,669,56,18,38,3,3,0,2,2,0,32,19,13,1.38,964,293
2,13213,13,東村山市,Higashimurayama-shi,1129,557,572,1461,818,643,-332,-261,-71,4,2,2,2,1,1,20,7,13,1.27,653,286
2,13214,14,国分寺市,Kokubunji-shi,981,507,474,851,441,410,130,66,64,1,0,1,1,0,1,18,13,5,1.21,753,159
2,13215,15,国立市,Kunitachi-shi,608,311,297,580,289,291,28,22,6,1,1,0,1,1,0,11,7,4,1.31,403,99
2,13218,16,福生市,Fussa-shi,449,255,194,588,309,279,-139,-54,-85,1,0,1,0,0,0,16,7,9,1.39,381,143
2,13219,17,狛江市,Komae-shi,635,317,318,642,337,305,-7,-20,13,2,2,0,1,1,0,15,7,8,1.14,519,117
2,13220,18,東大和市,Higashiyamato-shi,680,342,338,685,382,303,-5,-40,35,0,0,0,0,0,0,18,8,10,1.4,299,166
2,13221,19,清瀬市,Kiyose-shi,540,291,249,744,382,362,-204,-91,-113,1,0,1,0,0,0,12,6,6,1.26,313,136
