会計,Account,区分 1,Classification 1,区分 2,Classification 2,区分 3,Classification 3,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
病院,Hospital,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,166139,166139,157898
病院,Hospital,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,病院事業収益,Hospital,166139,166139,157898
病院,Hospital,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,163070,163070,153365
病院,Hospital,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,病院事業費用,Hospital,163070,163070,153365
病院,Hospital,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,7305,7305,7067
病院,Hospital,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,7305,7305,7067
病院,Hospital,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,16607,16622,14099
病院,Hospital,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,16607,16622,14099
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,17593,17593,19336
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,市場事業収益,Market ,17593,17593,19336
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,19058,19058,16636
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,市場事業費,Market ,19058,19058,16636
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,22148,75112,39860
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,市場資本的収入,Market ,22148,75112,39860
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,34741,90580,52273
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,市場資本的支出,Market ,34741,90580,52273
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,27038,27038,4863
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,都市再開発事業収益,Urban redevelopment ,27038,27038,4863
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,27017,27017,3462
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,都市再開発事業費用,Urban redevelopment ,27017,27017,3462
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,18145,18145,16734
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,18145,18145,16734
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,39244,40336,29048
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,39244,40336,29048
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,32576,32576,28354
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,開発事業収益,Development,32576,32576,28354
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,23104,23104,22371
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,開発事業費用,Development,23104,23104,22371
