海区,Sea region,区分,Classification,区分,Classification,生産量 Quantity
総数,Total,総数,Total,,,3606107
総数,Total,魚類,Fish,総数,Total,2942671
総数,Total,魚類,Fish,きんめだい,Alfonsino,781593
総数,Total,魚類,Fish,とびうお,Flying fish,272156
総数,Total,魚類,Fish,むろあじ,Mackerel scad,170314
総数,Total,その他の水産動物,Other marine animals,総数,Total,155187
総数,Total,その他の水産動物,Other marine animals,いか,Squid,106529
総数,Total,その他の水産動物,Other marine animals,いせえび,Spiny lobster,32495
総数,Total,その他の水産動物,Other marine animals,かめ ,Sea turtle　,14633
総数,Total,貝類,Shellfish,総数,Total,118255
総数,Total,貝類,Shellfish,あさり類,Shortnecked clams,50661
総数,Total,貝類,Shellfish,さざえ,Top shell,45486
総数,Total,貝類,Shellfish,とこぶし,Japanese abalone,7543
総数,Total,藻類,Seaweed,総数,Total,389994
総数,Total,藻類,Seaweed,てんぐさ,Tengusa,220512
総数,Total,藻類,Seaweed,とさかのり,Comb paste,168277
東京湾海区,Tokyo bay area,総数,Total,,,268711
東京湾海区,Tokyo bay area,魚類,Fish,総数,Total,214669
東京湾海区,Tokyo bay area,魚類,Fish,すずき,Sea bass,116998
東京湾海区,Tokyo bay area,魚類,Fish,かれい類,Flounder,30132
東京湾海区,Tokyo bay area,魚類,Fish,あなご,Conger,14813
東京湾海区,Tokyo bay area,その他の水産動物,Other marine animals,総数,Total,592
東京湾海区,Tokyo bay area,貝類,Shellfish,総数,Total,53450
東京湾海区,Tokyo bay area,貝類,Shellfish,あさり類,Shortnecked clams,50661
東京湾海区,Tokyo bay area,藻類,Seaweed,総数,Total,-
大島海区,Oshima sea area,総数,Total,,,1477996
大島海区,Oshima sea area,魚類,Fish,総数,Total,951940
大島海区,Oshima sea area,魚類,Fish,きんめだい,Alfonsino,416275
大島海区,Oshima sea area,魚類,Fish,いさき,Grunt,101620
大島海区,Oshima sea area,魚類,Fish,めだい,Doderlein,156535
大島海区,Oshima sea area,その他の水産動物,Other marine animals,総数,Total,84267
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いか,Squid,57836
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,26237
大島海区,Oshima sea area,貝類,Shellfish,総数,Total,63613
大島海区,Oshima sea area,貝類,Shellfish,さざえ,Top shell,45346
大島海区,Oshima sea area,貝類,Shellfish,とこぶし,Japanese abalone,6836
大島海区,Oshima sea area,貝類,Shellfish,くぼがい,Chlorostoma lischkei ,7840
