地域階層,国名,Country,マーク Mark,総数 Total／輸出 Exports,総数 Total／輸入 Imports,海上 By sea／輸出 Exports,海上 By sea／輸入 Imports,航空 By air／輸出 Exports,航空 By air／輸入 Imports
0,総額,Total,,13531644,21500732,5473748,10039199,8057896,11461533
1,アジア,Asia,,7982943,12081931,3051774,6876839,4931170,5205093
2,大韓民国,Republic of Korea,,932625,834248,304614,496582,628011,337667
2,中華人民共和国,China,,2184213,7093787,949927,4230246,1234286,2863542
2,台湾,Taiwan,,972554,1086264,247153,395197,725401,691067
2,香港,Hong Kong,,1457057,73019,405073,25812,1051985,47207
2,ベトナム,Vietnam,,164153,379279,96186,313073,67967,66206
2,タイ,Thailand,,721885,728729,356289,473484,365597,255244
2,シンガポール,Singapore,,635576,400505,225694,119504,409882,281001
2,マレーシア,Malaysia,,325556,616568,132429,265623,193127,350945
2,フィリピン,Philippines,※,217747,320991,98336,187676,119412,133316
2,インドネシア,Indonesia,※,224390,281349,169931,227406,54459,53943
2,カンボジア,Cambodia,※,526,21811,526,21811,-,-
2,ミャンマー,Myanmar,※,807,25089,807,25089,-,-
2,インド,India,※,117088,152254,52300,53842,64788,98412
2,バングラデシュ,Bangladesh,※,5708,38223,1960,27880,3748,10343
2,マカオ,Macau,※,7059,86,-,-,7059,86
1,中東,Middle East,,105334,126701,47296,28083,58037,98618
2,サウジアラビア,Saudi Arabia,※,22618,2458,10598,2336,12020,122
2,イスラエル,Israel,※,22716,116702,5814,21925,16902,94776
2,アラブ首長国連邦,United Arab Emirates,※,43616,3040,24994,1026,18622,2014
1,西欧,Western Europe,,2059394,4132407,823264,1266806,1236130,2865601
2,ノルウェー,Norway,※,7953,51357,3572,28771,4380,22586
2,スウェーデン,Sweden,※,23333,73590,10397,32235,12935,41355
2,デンマーク,Denmark,※,13426,124893,8301,59104,5125,65789
2,英国,Britain,,323583,293561,105606,86569,217977,206992
2,アイルランド,Ireland,,35699,248232,8096,20821,27603,227411
2,オランダ,Netherlands,※,433956,199613,252134,146782,181822,52831
2,ベルギー,Belgium,※,90006,100389,49273,33598,40733,66791
2,ルクセンブルク,Luxembourg,※,11289,1244,11289,1244,-,-
2,フランス,France,,150517,683131,67746,219198,82771,463933
2,ドイツ,Germany,,616272,899258,214682,274996,401590,624262
2,スイス,Switzerland,※,216800,497393,27043,106612,189756,390781
2,ポルトガル,Portugal,※,7453,14905,4677,4466,2777,10439
2,スペイン,Spain,※,24630,198236,11703,55304,12927,142932
2,イタリア,Italy,※,57985,590677,28413,120192,29572,470485
2,フィンランド,Finland,※,8726,34734,4248,21898,4478,12836
