年次,Year,地域階層,地域コード,地域,District,項番 Item number,消防署,Fire station,出場件数 Number of dispatches,出場件数 Number of dispatches／うち従事 of which engaged,救助人員 Persons rescued／総数 Total,救助人員 Persons rescued／重症 Severe injury,救助人員 Persons rescued／中等症 Moderate injury,救助人員 Persons rescued／軽症 Minor injury,救助人員 Persons rescued／無症 No injury,救助人員 Persons rescued／死亡 Death,誘導人員 Persons guided to safety,出場車両数 Vehicles deployed／総数 Total,出場車両数 Vehicles deployed／ポンプ車 Pumpers,出場車両数 Vehicles deployed／救助車 Rescue trucks,出場車両数 Vehicles deployed／化学車 Foam pumpers,出場車両数 Vehicles deployed／はしご車 Aerial ladders,出場車両数 Vehicles deployed／救急車 Ambulances,出場車両数 Vehicles deployed／指揮隊車 Command vans,出場車両数 Vehicles deployed／その他 Others 1),従事台数 Vehicles engaged,出場人員 Persons deployed,従事人員 Persons engaged
平成25,2013,2,13103,港区,Minato-ku,9,赤坂署,Akasaka F. Sta.,110,86,189,16,37,85,47,4,7,453,151,29,-,26,174,49,24,309,1800,1201
平成25,2013,2,13103,港区,Minato-ku,10,高輪署,Takanawa F. Sta.,120,92,94,15,29,33,10,7,6,437,105,54,42,47,122,58,9,240,1773,962
平成25,2013,2,13109,品川区,Shinagawa-ku,11,品川署,Shinagawa F. Sta.,245,194,188,26,80,58,14,10,-,837,356,78,32,3,251,95,22,443,3415,1719
平成25,2013,2,13109,品川区,Shinagawa-ku,12,大井署,Oi F. Sta.,274,249,266,44,84,113,17,8,1,871,341,82,21,10,307,99,11,649,3574,2560
平成25,2013,2,13109,品川区,Shinagawa-ku,13,荏原署,Ebara F. Sta.,228,193,191,46,73,53,6,13,-,591,244,50,-,2,235,52,8,417,2412,1635
平成25,2013,2,13111,大田区,Ota-ku,14,大森署,Omori F. Sta.,454,384,399,68,145,143,21,22,-,1411,425,164,139,8,481,171,23,976,5909,3934
平成25,2013,2,13111,大田区,Ota-ku,15,田園調布署,Denencyofu F. Sta.,266,210,216,41,90,67,8,10,3,894,289,86,108,2,283,107,19,542,3602,2109
平成25,2013,2,13111,大田区,Ota-ku,16,蒲田署,Kamata F. Sta.,292,248,262,45,88,103,14,12,11,920,362,81,10,7,316,109,35,650,3815,2618
平成25,2013,2,13111,大田区,Ota-ku,17,矢口署,Yaguchi F. Sta.,188,161,156,32,58,39,11,16,-,633,217,71,55,3,193,80,14,417,2612,1656
平成25,2013,2,13110,目黒区,Meguro-ku,18,目黒署,Meguro F. Sta.,365,294,307,54,129,82,25,17,-,1181,426,136,27,6,395,153,38,809,4848,3231
平成25,2013,2,13112,世田谷区,Setagaya-ku,19,世田谷署,Setagaya F. Sta.,507,405,461,70,169,176,29,17,-,1550,521,175,71,3,543,208,29,1009,6138,3868
平成25,2013,2,13112,世田谷区,Setagaya-ku,20,玉川署,Tamagawa F. Sta.,305,253,281,49,85,123,16,8,-,988,392,100,10,5,345,111,25,670,3922,2566
平成25,2013,2,13112,世田谷区,Setagaya-ku,21,成城署,Seijo F. Sta.,332,270,268,43,108,81,25,11,4,1012,403,108,4,3,343,132,19,642,4061,2478
平成25,2013,2,13113,渋谷区,Shibuya-ku,22,渋谷署,Shibuya F. Sta.,451,324,341,43,105,162,11,20,-,1467,551,202,1,15,487,196,15,771,6069,3077
平成25,2013,2,13104,新宿区,Shinjuku-ku,23,四谷署,Yotsuya F. Sta.,172,136,133,21,50,54,3,5,2,514,214,39,-,12,184,54,11,358,1999,1351
平成25,2013,2,13104,新宿区,Shinjuku-ku,24,牛込署,Ushigome F. Sta.,204,169,166,34,81,41,5,5,2,671,282,65,-,5,218,81,20,462,2826,1903
平成25,2013,2,13104,新宿区,Shinjuku-ku,25,新宿署,Shinjuku F. Sta.,469,330,340,68,129,98,31,14,-,1533,553,216,-,19,493,240,12,796,6531,3257
平成25,2013,2,13114,中野区,Nakano-ku,26,中野署,Nakano F. Sta.,228,179,176,43,75,46,9,3,1,686,264,80,-,11,239,84,8,436,2824,1727
平成25,2013,2,13114,中野区,Nakano-ku,27,野方署,Nogata F. Sta.,244,198,184,45,66,40,17,16,-,748,237,99,51,2,247,111,1,475,3004,1855
平成25,2013,2,13115,杉並区,Suginami-ku,28,杉並署,Suginami F. Sta.,478,377,395,60,153,145,26,11,3,1402,536,170,2,3,501,188,2,893,5581,3429
平成25,2013,2,13115,杉並区,Suginami-ku,29,荻窪署,Ogikubo F. Sta.,367,292,330,48,111,146,12,13,-,1159,292,120,125,51,396,172,3,771,4668,3011
平成25,2013,2,13105,文京区,Bunkyo-ku,30,小石川署,Koishikawa F. Sta.,194,174,181,41,61,61,9,9,-,630,248,63,-,4,218,74,23,450,2549,1793
平成25,2013,2,13105,文京区,Bunkyo-ku,31,本郷署,Hongo F. Sta.,154,129,123,26,54,35,4,4,1,472,185,51,2,2,158,67,7,345,1958,1394
平成25,2013,2,13116,豊島区,Toshima-ku,32,豊島署,Toshima F. Sta.,282,222,229,65,80,65,10,9,-,856,324,101,-,14,295,107,15,563,3603,2312
平成25,2013,2,13116,豊島区,Toshima-ku,33,池袋署,Ikebukuro F. Sta.,276,218,228,43,78,79,17,11,6,844,323,101,-,10,284,118,8,540,3532,2177
平成25,2013,2,13117,北区,Kita-ku,34,王子署,Oji F. Sta.,217,183,189,25,72,65,9,18,3,691,244,76,15,10,228,95,23,489,2783,1931
平成25,2013,2,13117,北区,Kita-ku,35,赤羽署,Akabane F. Sta.,216,177,166,27,48,59,21,11,-,697,203,100,30,-,221,112,31,443,2929,1811
平成25,2013,2,13117,北区,Kita-ku,36,滝野川署,Takinogawa F. Sta.,162,119,126,29,45,40,4,8,-,497,187,63,1,2,171,71,2,284,2008,1093
平成25,2013,2,13119,板橋区,Itabashi-ku,37,板橋署,Itabashi F. Sta.,414,351,368,69,129,148,9,13,4,1255,401,122,117,8,456,139,12,913,4937,3505
平成25,2013,2,13119,板橋区,Itabashi-ku,38,志村署,Shimura F. Sta.,483,395,406,76,128,151,28,23,1,1566,422,201,168,5,516,211,43,982,6375,3857
平成25,2013,2,13120,練馬区,Nerima-ku,39,練馬署,Nerima F. Sta.,255,193,192,34,71,58,14,15,-,775,192,96,94,2,267,120,4,462,3106,1815
平成25,2013,2,13120,練馬区,Nerima-ku,40,光が丘署,Hikarigaoka F. Sta.,158,123,134,20,44,43,18,9,-,489,168,69,-,1,167,82,2,289,2056,1193
平成25,2013,2,13120,練馬区,Nerima-ku,41,石神井署,Shakujii F. Sta.,378,287,296,67,120,81,11,17,-,1113,417,143,4,4,387,157,1,687,4560,2734
平成25,2013,2,13106,台東区,Taito-ku,42,上野署,Ueno F. Sta.,196,168,181,39,59,62,7,14,-,612,236,75,-,1,210,89,1,465,2709,2054
平成25,2013,2,13106,台東区,Taito-ku,43,浅草署,Asakusa F. Sta.,124,107,131,22,36,53,12,8,-,409,150,40,1,6,140,52,20,309,1726,1281
平成25,2013,2,13106,台東区,Taito-ku,44,日本堤署,Nihonzutsumi F. Sta.,135,96,88,22,41,17,1,7,-,444,158,52,1,1,139,58,35,239,1969,1044
平成25,2013,2,13118,荒川区,Arakawa-ku,45,荒川署,Arakawa F. Sta.,184,145,144,38,53,40,8,5,-,601,217,78,9,3,190,87,17,380,2484,1527
平成25,2013,2,13118,荒川区,Arakawa-ku,46,尾久署,Ogu F. Sta.,91,72,69,20,25,16,4,4,-,302,104,39,8,1,92,44,14,188,1246,731
平成25,2013,2,13121,足立区,Adachi-ku,47,千住署,Senju F. Sta.,189,151,164,35,49,63,7,10,-,702,229,85,22,-,203,90,73,452,2909,1815
平成25,2013,2,13121,足立区,Adachi-ku,48,足立署,Adachi F. Sta.,546,446,401,77,120,153,18,33,3,1798,554,238,116,8,576,275,31,1117,7423,4470
平成25,2013,2,13121,足立区,Adachi-ku,49,西新井署,Nishiarai F. Sta.,343,262,301,57,76,116,35,17,-,1074,385,129,12,3,373,147,25,671,4325,2595
平成25,2013,2,13107,墨田区,Sumida-ku,50,本所署,Honjo F. Sta.,288,244,277,36,77,122,26,16,-,936,333,109,12,-,314,117,51,645,4004,2716
平成25,2013,2,13107,墨田区,Sumida-ku,51,向島署,Mukojima F. Sta.,202,163,166,22,67,58,2,17,-,636,147,73,92,2,205,90,27,415,2624,1655
平成25,2013,2,13108,江東区,Koto-ku,52,深川署,Fukagawa F. Sta.,434,365,403,67,107,187,26,16,9,1410,434,144,103,12,477,169,71,955,5659,3784
平成25,2013,2,13108,江東区,Koto-ku,53,城東署,Joto F. Sta.,419,322,388,65,103,179,21,20,4,1410,381,172,131,26,462,204,34,914,5650,3565
平成25,2013,2,13122,葛飾区,Katsushika-ku,54,本田署,Honden F. Sta.,506,434,466,61,172,188,22,23,-,1530,480,141,125,30,541,172,41,1088,5977,4177
平成25,2013,2,13122,葛飾区,Katsushika-ku,55,金町署,Kanamachi F. Sta.,255,222,219,46,70,69,17,17,-,801,157,85,154,2,265,109,29,548,3208,2138
平成25,2013,2,13123,江戸川区,Edogawa-ku,56,江戸川署,Edogawa F. Sta.,363,288,282,54,109,83,21,15,1,1155,287,129,148,46,373,143,29,748,4597,2924
平成25,2013,2,13123,江戸川区,Edogawa-ku,57,葛西署,Kasai F. Sta.,391,318,332,49,97,145,21,20,1,1162,368,126,77,2,414,142,33,773,4657,2997
平成25,2013,2,13123,江戸川区,Edogawa-ku,58,小岩署,Koiwa F. Sta.,328,275,270,56,115,64,14,21,1,957,310,104,59,2,333,116,33,642,3806,2460
平成25,2013,3,,消防事務受託地区,Entrusted districts,,,,7400,6180,6490,1086,2249,2577,349,229,104,21386,7684,1161,1125,59,7938,2651,768,15122,84087,58340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-16  消防署別救助活動状況（平成23～25年） 20-16  RESCUE OPERATIONS BY FIRE STATION ( 2011-2013 ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は， 区部及び消防事務受託地区で， 東京消防庁が扱った件数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures refer to the number of cases handled by the Tokyo Fire Department in the special ward (ku) area and entrusted districts.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) その他には次のものが含まれる。照明車，指揮統制車，水難救助車，救出救助車，ヘリコプター，消防艇。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: 1)  ""Others"" include floodlight trucks， command and operations vehicles， water rescue vehicles， heavy vehicles for rescue， fire helicopters， and fireboats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京消防庁企画調整部企画課 Source: Tokyo Fire Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部　2:区市町村　3:消防事務受託地区),,,,,,,,,,,,,,,,,,,,,,,,,,,,
