年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野広小路,Ueno-Hirokoji,◎,3913,1005,2908,4277,1005,3272
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野,Ueno,◎,22783,10724,12059,23904,10724,13180
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,稲荷町,Inaricho,,2708,1306,1402,2705,1306,1399
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,田原町,Tawaramachi,,5147,2031,3116,5389,2031,3358
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,浅草,Asakusa,,17925,6640,11285,18662,6640,12022
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,,,※,337437,180064,157373,338599,180064,158535
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,池袋,Ikebukuro,◎,46195,26999,19196,45740,26999,18741
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新大塚,Shin-Otsuka,,4229,1926,2303,4213,1926,2287
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,茗荷谷,Myogadani,,12895,8014,4881,12980,8014,4966
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,後楽園,Korakuen,◎,11229,4664,6565,11023,4664,6359
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,本郷三丁目,Hongo-Sanchome,,9161,5093,4068,9255,5093,4162
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,御茶ノ水,Ochanomizu,,10081,5422,4659,10187,5422,4765
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,淡路町,Awajicho,◎,10003,5337,4666,9712,5337,4375
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,大手町,Otemachi,◎,7632,3490,4142,7057,3490,3567
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東京,Tokyo,,32073,15917,16156,34068,15917,18151
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,銀座,Ginza,◎,14239,6185,8054,14236,6185,8051
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,霞ケ関,Kasumigaseki,◎,11061,7304,3757,10843,7304,3539
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,国会議事堂前,Kokkai-Gijidomae,◎,3471,1521,1950,3356,1521,1835
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,赤坂見附,Akasaka-Mitsuke,◎,10404,4745,5659,9726,4745,4981
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四ツ谷,Yotsuya,◎,13040,7165,5875,12199,7165,5034
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四谷三丁目,Yotsuya-Sanchome,,7735,3359,4376,7850,3359,4491
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿御苑前,Shinjuku-Gyoemmae,,7904,4043,3861,8575,4043,4532
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿三丁目,Shinjuku-Sanchome,◎,9572,2912,6660,9920,2912,7008
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿,Shinjuku,,40902,22010,18892,42087,22010,20077
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,西新宿,Nishi-Shinjuku ,,12734,6938,5796,13446,6938,6508
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野坂上,Nakano-Sakaue,◎,12824,7385,5439,12520,7385,5135
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新中野,Shin-Nakano,,5936,3278,2658,5954,3278,2676
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東高円寺,Higashi-Koenji,,6115,3533,2582,6008,3533,2475
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新高円寺,Shin-Koenji,,6372,3697,2675,6309,3697,2612
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,南阿佐ケ谷,Minami-Asagaya,,4314,2200,2114,4260,2200,2060
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,荻窪,Ogikubo,,14347,8956,5391,14299,8956,5343
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野新橋,Nakano-Shimbashi,,3453,2029,1424,3451,2029,1422
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野富士見町,Nakano-Fujimicho,,3377,2099,1278,3297,2099,1198
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,方南町,Honancho,,6139,3843,2296,6028,3843,2185
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,,,※,327596,181723,145873,330192,181723,148469
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,北千住,Kita-Senju,◎,53244,38381,14863,53140,38381,14759
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,南千住,Minami-Senju,,4916,2701,2215,5002,2701,2301
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,三ノ輪,Minowa,,6592,3694,2898,6720,3694,3026
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,入谷,Iriya,,5305,2650,2655,5290,2650,2640
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,上野,Ueno,◎,15119,7807,7312,15406,7807,7599
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,仲御徒町,Naka-Okachimachi,◎,7578,3881,3697,7780,3881,3899
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,秋葉原,Akihabara,,22160,12379,9781,22580,12379,10201
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,小伝馬町,Kodemmacho,,7005,4094,2911,6940,4094,2846
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,人形町,Ningyocho,,14445,8186,6259,14396,8186,6210
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,茅場町,Kayabacho,◎,8610,4693,3917,8180,4693,3487
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,八丁堀,Hatchobori,,18908,10903,8005,18943,10903,8040
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,築地,Tsukiji,,12597,6722,5875,13165,6722,6443
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,東銀座,Higashi-Ginza,,14696,7879,6817,15036,7879,7157
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,銀座,Ginza,◎,12919,5602,7317,12882,5602,7280
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,日比谷,Hibiya,◎,10094,4061,6033,9700,4061,5639
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,霞ケ関,Kasumigaseki,◎,5732,3362,2370,5601,3362,2239
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,神谷町,Kamiyacho,,16912,10076,6836,16953,10076,6877
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,六本木,Roppongi,,23443,9604,13839,24077,9604,14473
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,広尾,Hiro-O,,10620,5255,5365,10530,5255,5275
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,恵比寿,Ebisu,,18768,8326,10442,19461,8326,11135
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,中目黒,Naka-Meguro,,37933,21467,16466,38410,21467,16943
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,,,※,287261,173353,113908,285957,173353,112604
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,中野,Nakano,,26593,16806,9787,25896,16806,9090
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,落合,Ochiai,,4449,2481,1968,4323,2481,1842
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,高田馬場,Takadanobaba,,35168,22071,13097,33930,22071,11859
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,早稲田,Waseda,,14059,8707,5352,13919,8707,5212
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,神楽坂,Kagurazaka,,6842,3819,3023,7099,3819,3280
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,飯田橋,Iidabashi,◎,12130,6359,5771,12154,6359,5795
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,九段下,Kudanshita,◎,16963,9091,7872,16911,9091,7820
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,竹橋,Takebashi,,9084,5418,3666,9251,5418,3833
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,大手町,Otemachi,◎,26813,15883,10930,26789,15883,10906
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,日本橋,Nihombashi,◎,19688,11250,8438,19698,11250,8448
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,茅場町,Kayabacho,◎,13307,7645,5662,13016,7645,5371
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,門前仲町,Monzen-Nakacho,,19858,11203,8655,20150,11203,8947
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,木場,Kiba,,13574,8766,4808,13766,8766,5000
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,東陽町,Toyocho,,21588,14418,7170,21649,14418,7231
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,南砂町,Minami-Sunamachi,,11101,6931,4170,11169,6931,4238
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,西葛西,Nishi-Kasai,,17714,10895,6819,17965,10895,7070
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,東西線,Tozai Line,葛西,Kasai,,18330,11610,6720,18272,11610,6662
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,,,※,339630,217180,122450,337800,217180,120620
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,北綾瀬,Kita-Ayase,,4797,3570,1227,4649,3570,1079
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,綾瀬,Ayase,,79450,61446,18004,79531,61446,18085
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,北千住,Kita-Senju,◎,52485,36341,16144,51161,36341,14820
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,町屋,Machiya,,10644,6146,4498,10107,6146,3961
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,西日暮里,Nishi-Nippori,,28957,18493,10464,30484,18493,11991
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,千駄木,Sendagi,,4808,2538,2270,4623,2538,2085
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,根津,Nezu,,4808,2511,2297,4731,2511,2220
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,湯島,Yushima,,5890,3079,2811,6085,3079,3006
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,新御茶ノ水,Shin-Ochanomizu,◎,16458,9833,6625,16695,9833,6862
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,大手町,Otemachi,◎,12034,7602,4432,11892,7602,4290
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,二重橋前（丸の内）,Nijubashimae(Marunouchi),,5970,3673,2297,6170,3673,2497
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,日比谷,Hibiya,◎,7900,3671,4229,7996,3671,4325
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,霞ケ関,Kasumigaseki,◎,8924,6606,2318,9026,6606,2420
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,国会議事堂前,Kokkai-Gijidomae,◎,3422,1928,1494,3438,1928,1510
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,赤坂,Akasaka,,15214,8067,7147,15521,8067,7454
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,乃木坂,Nogizaka,,6873,3037,3836,7093,3037,4056
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,表参道,Omote-Sando,◎,9310,3762,5548,9603,3762,5841
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,明治神宮前（原宿）,Meiji-Jingumae(Harajuku),◎,11074,3704,7370,10936,3704,7232
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,代々木公園,Yoyogi-Koen,,4345,1686,2659,4262,1686,2576
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,千代田線,Chiyoda Line,代々木上原,Yoyogi-Uehara,,46267,29487,16780,43797,29487,14310
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,,,※,262810,154659,108151,262213,154659,107554
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,地下鉄成増,Chikatetsu-Narimasu,,8673,5767,2906,8721,5767,2954
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,地下鉄赤塚,Chikatetsu-Akatsuka,,6204,4051,2153,6079,4051,2028
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,平和台,Heiwadai,,7303,4926,2377,7278,4926,2352
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,氷川台,Hikawadai,,6922,4563,2359,6836,4563,2273
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,小竹向原,Kotake-Mukaihara,◎,15998,10482,5516,15155,10482,4673
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,千川,Senkawa,◎,3603,1920,1683,3315,1920,1395
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,要町,Kanamecho,◎,3863,1797,2066,3378,1797,1581
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,池袋,Ikebukuro,◎,29750,16238,13512,31269,16238,15031
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,東池袋,Higashi-Ikebukuro,,6480,2901,3579,6777,2901,3876
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,護国寺,Gokokuji,,6982,4294,2688,6836,4294,2542
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,江戸川橋,Edogawabashi,,9297,5275,4022,9141,5275,3866
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,飯田橋,Iidabashi,◎,13263,7475,5788,12873,7475,5398
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,市ケ谷,Ichigaya,◎,17797,10887,6910,17407,10887,6520
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,麹町,Kojimachi,,10519,6205,4314,10705,6205,4500
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,永田町,Nagatacho,◎,4228,2279,1949,4173,2279,1894
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,桜田門,Sakuradamon,,2492,1600,892,2460,1600,860
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,有楽町,Yurakucho,◎,28584,16133,12451,29382,16133,13249
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,銀座一丁目,Ginza-Itchome,,6141,2767,3374,6390,2767,3623
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,新富町,Shintomicho,,6993,3983,3010,7105,3983,3122
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,月島,Tsukishima,◎,12076,6120,5956,11775,6120,5655
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,豊洲,Toyosu,,31927,21208,10719,32002,21208,10794
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,辰巳,Tatsumi,,5021,3241,1780,4969,3241,1728
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,有楽町線,Yurakucho Line,新木場,Shin-Kiba,,18694,10547,8147,18187,10547,7640
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,,,※,250092,141020,109072,247664,141020,106644
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,渋谷,Shibuya,◎,91340,57747,33593,90401,57747,32654
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,表参道,Omote-Sando,◎,9398,3652,5746,9952,3652,6300
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,青山一丁目,Aoyama-Itchome,◎,10428,5537,4891,10446,5537,4909
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,永田町,Nagatacho,◎,5638,2427,3211,5251,2427,2824
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,半蔵門,Hanzomon,,14635,8041,6594,14732,8041,6691
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,九段下,Kudanshita,◎,11044,5151,5893,11154,5151,6003
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,神保町,Jimbocho,,16837,9509,7328,16293,9509,6784
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,大手町,Otemachi,◎,6475,3493,2982,6441,3493,2948
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,三越前,Mitsukoshimae,◎,9723,5422,4301,9679,5422,4257
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,水天宮前,Suitengumae,,12781,6946,5835,12646,6946,5700
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,清澄白河,Kiyosumi-Shirakawa,,8655,4397,4258,8570,4397,4173
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,住吉,Sumiyoshi,,8794,4913,3881,8734,4913,3821
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,錦糸町,Kinshicho,,16744,8132,8612,17076,8132,8944
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,半蔵門線,Hanzomon Line,押上（スカイツリー前）,Oshiage(Skytree),,27600,15653,11947,26289,15653,10636
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,,,※,133021,80001,53020,132607,80001,52606
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,目黒,Meguro ,,18479,11994,6485,19116,11994,7122
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,白金台,Shirokanedai,,3103,1529,1574,2893,1529,1364
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,白金高輪,Shirokane-Takanawa,,7343,3969,3374,6991,3969,3022
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,麻布十番,Azabu-Juban,,8200,3694,4506,8163,3694,4469
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,六本木一丁目,Roppongi-Itchome,,9675,5485,4190,10107,5485,4622
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,溜池山王,Tameike-Sanno ,◎,7205,4315,2890,7146,4315,2831
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,永田町,Nagatacho ,◎,2028,980,1048,2020,980,1040
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,四ツ谷,Yotsuya,◎,7612,4416,3196,7378,4416,2962
平成25,2013,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,市ケ谷,Ichigaya,◎,6482,3625,2857,6262,3625,2637
