地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,13000,,総数,Tokyo-to,24466923,185309675,2230105,41061454,74572,1210242,971572,20834039,802884,10770725,381077,8246448,239160,7122385,79593,4056388,191354,5156116,21726711,127913332
1,13100,,区部,All ku,11874641,102009934,894591,21438794,18030,455540,458976,12111424,36508,625382,381077,8246448,165099,5467254,14309,480119,191354,5156116,10609288,69467651
5,13101,1,千代田区,Chiyoda-ku,174825,2770857,24878,834301,-,-,9686,331765,-,-,15192,502536,10279,399735,-,-,9958,234063,129710,1302758
5,13102,2,中央区,Chuo-ku,194885,2990493,21160,794617,-,-,12332,481129,-,-,8828,313488,5151,161891,-,-,11437,320367,157137,1713618
5,13103,3,港区,Minato-ku,305366,4402188,47752,1532136,480,14309,19066,593625,-,-,28206,924202,13946,515914,-,-,20207,478019,223461,1876119
5,13104,4,新宿区,Shinjuku-ku,355720,3362809,50614,1329975,-,-,30505,772589,-,-,20109,557386,4257,126393,-,-,5230,128182,295619,1778259
5,13105,5,文京区,Bunkyo-ku,207448,1951258,26101,651401,-,-,7498,228345,-,-,18603,423056,8173,202203,-,-,2281,55425,170893,1042229
5,13106,6,台東区,Taito-ku,258371,2626986,21318,547963,-,-,8807,209867,-,-,12511,338096,6548,251841,-,-,2105,39693,228400,1787489
5,13107,7,墨田区,Sumida-ku,295507,2940735,26716,624217,-,-,9336,229207,-,-,17380,395010,6574,184040,-,-,9504,209661,252713,1922817
5,13108,8,江東区,Koto-ku,391090,5615124,55046,1736103,-,-,29982,1013090,-,-,25064,723013,9839,327247,-,-,16103,558992,310102,2992782
5,13109,9,品川区,Shinagawa-ku,380582,3644445,25935,740737,-,-,15260,501338,-,-,10675,239399,14639,439681,-,-,11667,386437,328341,2077590
5,13110,10,目黒区,Meguro-ku,355183,2182865,21416,466223,-,-,11751,334598,-,-,9665,131625,882,35464,-,-,1310,60247,331575,1620931
5,13111,11,大田区,Ota-ku,850930,7513281,42789,1169437,3559,98040,33878,989088,659,10616,4693,71693,17630,527683,-,-,16362,543351,774149,5272810
5,13112,12,世田谷区,Setagaya-ku,1185473,8200984,70242,1109413,2907,71644,35939,715320,5411,49737,25985,272712,10128,320097,5525,193366,6390,123550,1093188,6454558
5,13113,13,渋谷区,Shibuya-ku,273126,2732448,26393,659404,-,-,12205,312461,-,-,14188,346943,4509,210877,-,-,10614,283368,231610,1578799
5,13114,14,中野区,Nakano-ku,367574,2145859,26403,487688,-,-,12401,270053,-,-,14002,217635,-,-,-,-,2328,82644,338843,1575527
5,13115,15,杉並区,Suginami-ku,688389,4610764,56679,1055348,-,-,37998,847472,1596,19033,17085,188843,4327,178337,1059,21149,4615,102137,621709,3253793
5,13116,16,豊島区,Toshima-ku,309185,2369376,15600,437455,140,3080,9171,266670,-,-,6289,167705,4697,153818,-,-,4907,128505,283981,1649598
5,13117,17,北区,Kita-ku,372110,2963524,32081,745622,6310,192653,9860,258900,-,-,15911,294069,692,15845,-,-,3565,56727,335772,2145330
5,13118,18,荒川区,Arakawa-ku,215084,1661397,16368,393995,-,-,13123,329961,-,-,3245,64034,1049,36055,-,-,-,-,197667,1231347
5,13119,19,板橋区,Itabashi-ku,740119,5836065,27229,736681,-,-,9034,266549,-,-,18195,470132,17202,598326,-,-,12631,271439,683057,4229619
5,13120,20,練馬区,Nerima-ku,1129246,7357076,74772,1331769,-,-,36354,704233,9410,133447,29008,494089,2522,77085,4700,152990,-,-,1047252,5795232
5,13121,21,足立区,Adachi-ku,1046441,9717584,74559,1776335,-,-,27924,813181,19432,412549,27203,550605,7601,254034,-,-,17490,461126,946791,7226089
5,13122,22,葛飾区,Katsushika-ku,702693,5190526,44179,785925,-,-,30573,619273,-,-,13606,166652,8080,219304,-,-,6530,208419,643904,3976878
5,13123,23,江戸川区,Edogawa-ku,1075294,9223290,66361,1492049,4634,75814,36293,1022710,-,-,25434,393525,6374,231384,3025,112614,16120,423764,983414,6963479
1,13200,,市部,All shi,10304202,71229324,922915,14396698,29612,383007,481750,8246728,411553,5766963,-,-,68241,1492260,64265,3546689,-,-,9248781,51793677
5,13201,1,八王子市,Hachioji-shi,1515126,14308404,145603,2246086,6313,67423,51808,921042,87482,1257621,-,-,34987,686823,31168,2246125,-,-,1303368,9129370
5,13202,2,立川市,Tachikawa-shi,293999,2569106,36924,709257,-,-,27339,440111,9585,269146,-,-,-,-,-,-,-,-,257075,1859849
5,13203,3,武蔵野市,Musashino-shi,146462,1121887,21301,314856,-,-,14827,229253,6474,85603,-,-,-,-,-,-,-,-,125161,807031
5,13204,4,三鷹市,Mitaka-shi,290280,1911020,28369,432867,-,-,6088,157071,22281,275796,-,-,-,-,1924,72207,-,-,259987,1405946
5,13205,5,青梅市,Ome-shi,959612,4758172,114781,1452614,17783,228845,59789,829988,37209,393781,-,-,-,-,5715,140141,-,-,839116,3165417
5,13206,6,府中市,Fuchu-shi,477348,3756614,36747,721569,-,-,22895,532089,13852,189480,-,-,6710,130454,7178,279872,-,-,426713,2624719
5,13207,7,昭島市,Akishima-shi,253041,1743200,23454,371106,-,-,13622,226047,9832,145059,-,-,3810,72004,-,-,-,-,225777,1300090
5,13208,8,調布市,Chofu-shi,439869,2682960,23455,379393,-,-,9179,221757,14276,157636,-,-,6740,131819,4879,146292,-,-,404795,2025456
