年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成22,2010,0,13000,東京都,Tokyo-to,10669672,5260382,5409290
平成23,2011,0,13000,東京都,Tokyo-to,10708899,5273506,5435393
平成24,2012,0,13000,東京都,Tokyo-to,10743373,5285004,5458369
平成25,2013,0,13000,東京都,Tokyo-to,10796645,5307987,5488658
平成26,2014,0,13000,東京都,Tokyo-to,10851237,5329444,5521793
平成26,2014,1,13100,区部,All ku,7440168,3647028,3793140
平成26,2014,3,13101,千代田区,Chiyoda-ku,45135,22270,22865
平成26,2014,3,13102,中央区,Chuo-ku,112377,52825,59552
平成26,2014,3,13103,港区,Minato-ku,187726,86357,101369
平成26,2014,3,13104,新宿区,Shinjuku-ku,258425,128704,129721
平成26,2014,3,13105,文京区,Bunkyo-ku,169508,79796,89712
平成26,2014,3,13106,台東区,Taito-ku,154532,79515,75017
平成26,2014,3,13107,墨田区,Sumida-ku,212851,106696,106155
平成26,2014,3,13108,江東区,Koto-ku,395728,196014,199714
平成26,2014,3,13109,品川区,Shinagawa-ku,310984,151596,159388
平成26,2014,3,13110,目黒区,Meguro-ku,226434,104955,121479
平成26,2014,3,13111,大田区,Ota-ku ,585346,292226,293120
平成26,2014,3,13112,世田谷区,Setagaya-ku,726733,340594,386139
平成26,2014,3,13113,渋谷区,Shibuya-ku,182603,86363,96240
平成26,2014,3,13114,中野区,Nakano-ku,269906,135750,134156
平成26,2014,3,13115,杉並区,Suginami-ku,465091,221232,243859
平成26,2014,3,13116,豊島区,Toshima-ku,224390,113116,111274
平成26,2014,3,13117,北区,Kita-ku,279369,138283,141086
平成26,2014,3,13118,荒川区,Arakawa-ku,163256,81327,81929
平成26,2014,3,13119,板橋区,Itabashi-ku,446841,220882,225959
平成26,2014,3,13120,練馬区,Nerima-ku,583724,283814,299910
平成26,2014,3,13121,足立区,Adachi-ku,541869,272308,269561
平成26,2014,3,13122,葛飾区,Katsushika-ku,364572,182116,182456
平成26,2014,3,13123,江戸川区,Edogawa-ku,532768,270289,262479
平成26,2014,1,13200,市部,All shi,3340125,1646755,1693370
平成26,2014,3,13201,八王子市,Hachioji-shi,455716,227587,228129
平成26,2014,3,13202,立川市,Tachikawa-shi,145761,72530,73231
平成26,2014,3,13203,武蔵野市,Musashino-shi,118737,56197,62540
