年次,Year,種類,Kind,受理 Received／総数 Total,受理 Received／旧受 Previously received,受理 Received／新受 Newly received／計 Total,受理 Received／新受 Newly received／検察官からの送致 Referred by public prosecutors,受理 Received／新受 Newly received／司法警察員からの送致 Referred by judicial police officers,受理 Received／新受 Newly received／知事又は児童相談所長からの送致 Referred by governors or chiefs of child guidance offices／強制措置を要するもの Requires enforcement measures,受理 Received／新受 Newly received／知事又は児童相談所長からの送致 Referred by governors or chiefs of child guidance offices／強制措置を要しないもの Enforcement measures not required,受理 Received／新受 Newly received／少年調査官の報告 Reported by juvenile examiners,受理 Received／新受 Newly received／通告 Notification／一般人から From civilians,受理 Received／新受 Newly received／通告 Notification／保護観察所長から From chiefs of probation offices,受理 Received／新受 Newly received／抗告審からの移送差もどし Remanded from second instance,受理 Received／新受 Newly received／法第55条による移送 Transferred under Art. 55 of Juvenile Act,受理 Received／新受 Newly received／他の家庭裁判所からの移送回付 Referred by other family courts,既済 Disposed／総数 Total,既済 Disposed／検察官へ送致 Referred to public prosecutors／法20条，23条1項 Under Art. 20， Art. 23 (1) of Juvenile Act,既済 Disposed／検察官へ送致 Referred to public prosecutors／法19条 2項，23条 3項 Under Art. 19 (2)， Art. 23 (3) of Juvenile Act,既済 Disposed／保護処分 Protective measures／保護観察所の保護観察 Probation (Probation Office),既済 Disposed／保護処分 Protective measures／児童自立支援施設又は児童養護施設送致 Referral to a children's self-reliance support facility or foster home,既済 Disposed／保護処分 Protective measures／少年院へ送致 Referred to a juvenile training school／初等 Primary,既済 Disposed／保護処分 Protective measures／少年院へ送致 Referred to a juvenile training school／中等 Secondary,既済 Disposed／保護処分 Protective measures／少年院へ送致 Referred to a juvenile training school／特別 Special,既済 Disposed／保護処分 Protective measures／少年院へ送致 Referred to a juvenile training school／医療 Medical,既済 Disposed／知事又は児童相談所長へ送致 Referred to governors or chiefs of child guidance offices／強制措置を要するもの Enforcement measures required,既済 Disposed／知事又は児童相談所長へ送致 Referred to governors or chiefs of child guidance offices／強制措置を要しないもの Enforcement measures not required,既済 Disposed／不処分 Dismissal after hearing,既済 Disposed／審判不開始 Dismissal without hearing,既済 Disposed／他の家庭裁判所へ送致回付 Referred to other family courts,既済 Disposed／併合 Joinder,未済 Pending
平成23,2011,総数,Total,12850,1544,11306,9984,623,3,17,17,-,2,2,1,657,11534,159,76,1674,13,57,212,5,6,2,14,1400,6474,673,769,1316
平成24,2012,総数,Total,10694,1316,9378,8198,635,3,16,15,-,2,-,-,509,9527,172,58,1372,10,47,232,7,9,1,1,1274,5003,714,627,1167
平成25,2013,総数,Total,10326,1167,9159,7801,696,2,17,13,-,1,1,-,628,9304,175,91,1343,14,53,268,6,5,-,11,1270,4583,880,605,1022
平成25,2013,一般保護事件,General cases,8804,1008,7796,6835,370,2,17,13,-,1,1,-,557,7933,34,65,983,14,53,265,6,5,-,11,1103,4101,742,551,871
平成25,2013,道路交通保護事件,Traffic violations,1522,159,1363,966,326,-,-,-,-,-,-,-,71,1371,141,26,360,-,-,3,-,-,-,-,167,482,138,54,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-9  少年保護事件 (1)種類別人員（平成23～25年） 20-9  JUVENILE PROTECTION CASES (1)  JUVENILES BY KIND ( 2011-2013 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京家庭裁判所事務局総務課 Source: Tokyo Family Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
