1,"東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 )　17  教育・文化・スポーツ 17  EDUCATION, CULTURE, AND SPORTS ",,,,,,,,,,,,,,,
2,,,17-11  国立博物館及び美術館 (1) 東京国立博物館 a 備付品数 (平成28～30年度末) 17-11  NATIONAL MUSEUM (1) TOKYO NATIONAL MUSEUM a NUMBER OF WORKS ( End of Fiscal Years 2016-2018 ),,,,,,,,,,,,,
3,,,a) Sculptures  b) Metalwork and swords  c) Textile and costumes  d) Historical materials and ethnic artifacts  e) Japanese books and documents  f) Unregistered historical materials  g) Oriental art and archaeology,,,,,,,,,,,,,
4,,,資料：国立文化財機構 Source: National Institutes for Cultural Heritage　　,,,,,,,,,,,,,
5,年度末(平成),End of Fiscal Year,総数 Total,絵画 Paintings,書跡 Calligraphy,彫刻 a),金工刀剣 b),陶磁 Ceramics,漆工 Lacquerware,染織 c),考古 Archaeology,歴史民族 d),和書 e),準歴史資料 f),東洋美術東洋考古 g),その他 Others
6,28,2016,117190,11164,1846,1107,19865,2951,3856,3697,28594,7510,17560,2,17879,1159
7,29,2017,117460,11175,1875,1109,19884,2957,3951,3746,28613,7511,17560,2,17918,1159
8,30,2018,119064,11187,1885,1112,19885,2960,3951,3772,28618,7512,17560,-,17962,2660
