一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
594,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2.5,1.2,71,67
595,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2,1.2,66,61
596,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-25,2012-10-26,4,4,2.8,1.2,75,71
597,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-22,2012-10-23,4,4,2.8,1.2,76,71
598,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道162号 三ツ木八王子線(残堀街道),b,2012-10-23,2012-10-24,4,2,4,1.2,70,67
599,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道59号八王子村山線,b,2012-10-22,2012-10-23,4,2,3.9,1.2,69,66
600,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道59号八王子村山線,c,2012-10-25,2012-10-26,4,2,3.9,1.2,67,65
601,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道55号所沢武蔵村山線,c,2012-10-22,2012-10-23,4,2,3.1,1.2,67,64
602,武蔵村山市榎1-2-8,35.745819,139.389862,JGD2011,市道第2号線 (江戸街道),c,2012-10-25,2012-10-26,6,2,4.1,1.2,65,61
603,武蔵村山市中央1丁目62,35.754566,139.391846,JGD2011,都道新宿青梅線(青梅街道),B,2012-11-15,2012-11-16,4,2,1.3,1.2,69,64
