一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
481,府中市是政1-13-10,35.662033,139.493179,JGD2011,都道府中小平線,A,2012-12-06,2012-12-07,4,2,5.2,1.2,63,56
482,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道29号立川青梅線(奥多摩街道),a,2012-10-30,2012-11-02,4,2,1.9,1.2,67,63
483,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道162号三ツ木八王子線(諏訪松中通り),a,2012-09-25,2012-09-28,4,2,3.5,1.2,69,66
485,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道59号八王子村山線,a,2013-03-12,2012-03-15,4,3,4.6,1.2,70,68
486,昭島市福島町2-25-23,35.696262,139.378708,JGD2011,都道29号立川青梅線(新奥多摩街道),b,2013-03-12,2012-03-15,4,4,3.8,1.2,64,61
494,昭島市玉川町5丁目15,35.701534,139.374878,JGD2011,都道中神停車場線,A,2012-11-29,2012-11-30,4,2,2.1,1.2,61,55
495,昭島市中神町2丁目37,35.698757,139.370483,JGD2011,都道立川青梅線,B,2012-11-29,2012-11-30,4,4,3.5,1.2,73,71
496,昭島市東町4丁目8,35.700394,139.389801,JGD2011,都道立川昭島線,A,2012-11-29,2012-11-30,4,2,2.4,1.2,68,64
498,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線(鶴川街道),c,2013-01-18,2013-01-24,4,4,4.6,1.2,69,65
499,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線(武蔵境通り),a,2013-01-29,2013-01-30,4,4,11.6,1.2,61,57
500,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線(武蔵境通り),a,2013-01-22,2013-01-23,4,2,4.6,1.2,67,65
504,調布市緑ヶ丘1-3-4,35.665494,139.581241,JGD2011,都道武蔵野狛江線,A,2012-12-18,2012-12-19,4,2,1.5,1.2,65,60
505,調布市仙川町1-22-9,35.659654,139.587505,JGD2011,都道調布経堂停車場線,C,2012-12-18,2012-12-19,4,2,1,1.2,66,64
506,調布市下石原1-46-1,35.655778,139.534716,JGD2011,都道北浦上石原線,C,2012-12-18,2012-12-19,4,2,1.8,1.2,66,61
508,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線(町田街道),b,2013-02-07,2013-02-08,4,2,2.1,1.2,70,68
509,町田市中町2-13-14,35.551792,139.444412,JGD2011,都道八王子町田線(町田街道),c,2013-02-13,2013-02-14,4,2,2.1,1.2,70,69
512,町田市大蔵町5007-12,35.583202,139.477493,JGD2011,都道世田谷町田線,C,2012-11-27,2012-11-28,4,2,4.5,1.2,65,64
513,町田市本町田1195,35.563659,139.444874,JGD2011,都道府中町田線,B,2012-12-05,2012-12-06,4,2,2,1.2,68,67
514,町田市原町田1-14,35.538658,139.449799,JGD2011,都道町田厚木線,C,2012-12-05,2012-12-06,4,2,2,1.2,70,67
515,町田市広袴2-12,35.597027,139.471085,JGD2011,都道真光寺長津田船,A,2012-11-27,2012-11-28,4,2,4.6,1.2,69,65
516,町田市金森1780,35.526973,139.465202,JGD2011,都道辻原町田線,B,2012-11-29,2012-11-30,4,2,2.5,1.2,69,67
517,小金井市前原町5-14付近,35.691689,139.502365,JGD2011,都道府中清瀬線(小金井街道),b,2012-10-25,2012-10-26,4,2,1.6,1.2,68,65
518,小金井市貫井南町2-9付近,35.695236,139.497528,JGD2011,都道府中小平線(新小金井街道),b,2012-10-25,2012-10-26,4,2,1.8,1.2,65,62
519,小金井市関野町1-6付近,35.713169,139.519287,JGD2011,都道杉並あきる野線(五日市街道),a,2012-10-25,2012-10-26,4,2,2.0,1.2,68,66
520,小金井市東町2-5付近,35.694977,139.531540,JGD2011,都道恋ヶ窪新田三鷹線(連雀通り),a,2012-10-25,2012-10-26,4,2,1.1,1.2,67,65
521,小金井市前原町4-16付近,35.689743,139.505493,JGD2011,都道新宿国立線(東八道路),b,2012-10-25,2012-10-26,4,4,2.5,1.2,65,61
