一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
367,江戸川区南小岩8-20,35.732651,139.885925,JGD2011,都道王子金町江戸川線,c,2012-12-04,2012-12-05,4,2,2.4,1.2,64,59
368,江戸川区南小岩3-27,35.726662,139.888016,JGD2011,都道王子金町江戸川線,c,2012-12-04,2012-12-05,4,2,1.3,1.2,67,64
369,江戸川区大杉5-33,35.710335,139.879303,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,4.4,1.2,76,74
370,江戸川区一之江3-20,35.691460,139.882980,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,3.5,1.2,68,65
371,江戸川区南葛西3-23,35.650539,139.871368,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,5.5,1.2,70,67
372,江戸川区南小岩8-20,35.732651,139.885925,JGD2011,都道王子金町江戸川線,C,2012-12-04,2012-12-05,4,2,2.4,1.2,64,59
373,江戸川区南小岩3-27,35.726662,139.888016,JGD2011,都道王子金町江戸川線,C,2012-12-04,2012-12-05,4,2,1.3,1.2,67,64
374,江戸川区大杉5-33,35.710335,139.879303,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,4.4,1.2,76,74
375,江戸川区一之江3-20,35.691460,139.882980,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,3.5,1.2,68,65
376,江戸川区南葛西3-23,35.650539,139.871368,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,5.5,1.2,70,67
